92-U-233(n,total fission) ENDF/B-VII.1
117.361,16.2786
117.469,19.796
117.561,24.1113
117.64,29.265
117.715,36.2257
117.78,44.5099
117.849,56.6851
117.919,72.9147
118.033,107.066
118.125,134.136
118.197,146.951
118.24,148.982
118.283,146.126
118.35,132.929
118.455,98.5195
118.549,67.4789
118.611,51.4697
118.667,40.6462
118.72,33.2679
118.778,27.6408
118.847,23.4471
118.925,20.5375
119.004,18.7039
119.156,16.5502
119.266,16.0246
119.325,16.4935
119.384,17.9459
119.428,19.9489
119.485,24.0221
119.55,30.4711
119.679,44.8672
119.743,49.0528
119.781,49.6888
119.83,48.4631
119.919,42.0602
120.032,32.7355
120.114,28.2273
120.221,25.0601
120.372,22.3904
120.503,20.8788
120.667,20.2569
120.832,20.7333
120.98,21.9643
121.144,24.4177
121.34,29.275
121.496,33.256
121.556,33.7683
121.631,32.8654
121.715,29.6451
121.884,20.3397
121.942,18.3122
122.001,17.6143
122.049,18.1674
122.114,20.3239
122.283,28.7289
122.339,30.1369
122.365,30.2775
122.435,29.0252
122.605,21.9359
122.674,20.7044
122.687,20.6611
122.756,21.3021
122.908,24.6337
122.999,25.4242
123.111,24.2428
123.267,21.3469
123.378,20.4969
123.496,21.0401
123.701,23.8141
123.838,26.7012
123.929,30.065
123.997,34.3441
124.057,40.2132
124.12,49.1071
124.195,63.8857
124.341,97.4113
124.41,107.349
124.452,109.119
124.506,106.172
124.58,93.9723
124.737,57.1864
124.8,45.5177
124.864,36.771
124.918,31.478
124.99,26.9057
125.079,23.434
125.199,20.8269
125.364,18.8821
125.529,17.8766
125.67,17.5638
125.794,17.749
125.926,18.627
126.043,20.3258
126.178,23.8289
126.353,29.1836
126.428,30.0374
126.505,28.952
126.583,25.7673
126.777,14.1707
126.846,10.98
126.904,9.05331
126.962,7.75664
127.021,6.95569
127.098,6.42391
127.162,6.29834
127.23,6.40891
127.314,6.9195
127.397,7.93192
127.511,10.1067
127.632,12.4381
127.716,13.2736
127.746,13.3699
127.873,13.178
127.974,13.5145
128.047,14.5818
128.167,17.6043
128.286,20.6866
128.364,21.8481
128.431,22.1458
128.536,21.497
128.819,17.1267
129.164,11.4233
129.33,9.30105
129.499,7.80227
129.644,6.99416
129.809,6.49232
129.974,6.34252
130.16,6.56183
130.284,6.99653
130.439,8.00229
130.635,9.64366
130.734,9.97906
130.841,9.59245
131.085,7.56136
131.22,7.05096
131.422,6.86839
131.63,7.03704
131.837,7.58657
132.018,8.49169
132.142,9.61076
132.253,11.1959
132.401,14.2792
132.572,17.9633
132.726,19.8588
132.888,21.6049
132.973,23.7039
133.049,26.9966
133.124,32.1369
133.2,39.6712
133.284,51.142
133.441,74.9768
133.519,82.7271
133.582,84.8071
133.654,82.5826
133.797,69.5914
133.933,57.7119
134.069,50.5257
134.503,34.9517
134.741,26.1421
134.877,22.3911
134.988,20.5727
135.053,20.2369
135.118,20.6288
135.19,22.213
135.244,24.4535
135.307,28.5242
135.379,35.4356
135.463,46.4471
135.62,69.7961
135.69,76.5141
135.744,78.3141
135.809,76.1256
135.877,69.3538
136.083,39.2909
136.16,30.7149
136.217,25.9741
136.281,22.1965
136.344,19.7297
136.433,17.7016
136.502,16.8993
136.827,15.2477
137.475,8.03453
137.702,5.32174
137.825,4.1905
137.928,3.50741
138.031,3.03671
138.154,2.69626
138.277,2.54203
138.342,2.52016
138.461,2.56918
138.603,2.76376
138.749,3.10729
138.923,3.73333
139.098,4.64034
139.279,5.95194
139.488,7.96242
139.738,10.4561
139.88,11.2145
139.928,11.2837
140.087,10.917
140.297,10.1523
140.322,10.1386
140.406,10.3131
140.499,10.9643
140.615,12.4945
140.783,15.8779
141.023,21.0991
141.155,22.6388
141.224,22.8266
141.361,22.0928
141.57,20.3927
141.604,20.3706
141.671,20.762
141.761,22.4447
141.851,25.6736
141.981,32.7445
142.109,40.0556
142.207,43.4356
142.247,43.872
142.345,42.3673
142.46,36.8559
142.651,25.4157
142.727,22.2734
142.789,20.9642
142.808,20.8763
142.856,21.4183
142.899,22.9917
142.952,26.5471
143.015,32.9078
143.155,50.4158
143.217,55.3582
143.258,56.384
143.319,54.2181
143.381,47.9272
143.54,25.5244
143.595,19.4288
143.639,15.6198
143.683,12.8626
143.731,10.7881
143.778,9.47528
143.826,8.70771
143.898,8.21499
143.946,8.16147
144.078,8.61274
144.445,11.0313
144.63,11.5837
144.656,11.5963
144.873,11.1926
145.076,10.5476
145.139,10.5035
145.235,10.9427
145.286,11.6813
145.344,13.323
145.393,15.6867
145.432,18.4806
145.476,22.8246
145.525,29.3607
145.579,38.6575
145.735,70.8651
145.8,80.0595
145.853,82.5472
145.903,80.3826
145.964,72.4005
146.082,48.5952
146.153,34.7665
146.21,26.0492
146.26,20.3434
146.31,16.2332
146.36,13.3874
146.41,11.4627
146.459,10.1918
146.533,9.0008
146.606,8.31508
146.704,7.84081
146.802,7.68699
146.959,7.92631
147.142,8.80424
147.495,11.2263
147.626,11.7358
147.691,11.7901
147.896,11.2366
148.118,10.5703
148.133,10.5638
148.241,10.8553
148.336,11.8283
148.452,13.9819
148.649,18.1792
148.963,22.4238
149.064,24.8944
149.165,28.7526
149.286,35.5149
149.503,50.5234
149.6,54.8516
149.664,55.7389
149.766,53.4721
149.879,46.9054
150.073,33.4402
150.193,27.3334
150.301,23.7396
150.41,21.5244
150.518,20.2323
150.749,19.191
150.764,19.1746
151.024,19.5088
151.241,20.8156
151.392,22.8594
151.521,25.9943
151.66,31.4677
151.91,44.2189
152.031,47.6364
152.07,47.8758
152.173,46.5016
152.431,37.2587
152.698,30.6541
152.828,25.1809
152.949,19.6592
153.008,17.8143
153.073,16.6242
153.201,16.0172
153.305,15.4961
153.538,12.5361
153.631,11.941
153.649,11.9201
153.744,12.3647
153.836,13.5902
154.015,16.4951
154.126,17.1329
154.274,16.465
154.464,14.8044
154.567,13.2085
154.813,7.90421
154.898,6.52583
154.969,5.73026
155.04,5.22982
155.135,4.94309
155.163,4.92957
155.248,5.07218
155.325,5.4422
155.401,6.0975
155.478,7.1445
155.546,8.51106
155.62,10.6583
155.698,13.7825
155.814,19.8422
155.922,25.5312
155.996,28.1167
156.049,28.7655
156.113,27.9943
156.181,25.4899
156.391,13.7028
156.456,10.9519
156.511,9.31016
156.555,8.48233
156.606,8.00741
156.632,7.95477
156.684,8.20154
156.748,9.14416
156.814,10.8391
156.887,13.6032
156.972,18.0509
157.176,31.0483
157.253,34.3407
157.318,35.1891
157.378,34.1196
157.456,30.3026
157.577,21.1184
157.669,14.1453
157.729,10.516
157.782,8.09684
157.826,6.53445
157.875,5.31563
157.922,4.52682
157.964,4.05972
158.005,3.75096
158.072,3.46733
158.203,3.24792
158.297,3.20115
158.398,3.25686
158.495,3.45615
158.761,4.37335
158.887,4.54683
159.083,4.51078
159.321,4.75723
159.481,4.88755
159.658,4.73728
159.885,4.14493
160.056,3.69384
160.231,3.50273
160.264,3.49922
160.412,3.59164
160.601,3.96139
160.765,4.5713
160.908,5.41767
161.052,6.63079
161.613,12.7685
161.715,14.6219
161.796,17.0648
161.875,20.6655
161.954,25.6853
162.178,43.7047
162.261,47.8419
162.312,48.6899
162.405,47.0217
162.586,39.2068
162.661,37.7602
162.697,37.7341
162.927,41.6337
162.949,41.7032
163.036,40.6227
163.145,36.5118
163.328,27.7903
163.429,24.4088
163.515,22.7463
163.671,21.6984
163.866,20.9904
164.038,19.0291
164.311,14.7267
164.457,13.1322
164.571,12.6872
164.637,12.9376
164.72,14.0374
164.799,16.1196
164.88,19.4075
164.998,26.0443
165.181,38.4276
165.28,46.947
165.391,59.8874
165.543,80.0959
165.633,87.264
165.674,88.0249
165.754,84.8041
165.869,72.2042
166.042,50.7225
166.163,39.2929
166.293,29.9839
166.394,24.4741
166.508,19.953
166.599,17.4887
166.717,15.3336
166.89,13.519
167.067,12.5419
167.12,12.4641
167.213,12.7891
167.288,13.677
167.361,15.242
167.446,18.0864
167.54,22.4856
167.762,34.5769
167.913,39.9373
168.152,46.0611
168.186,46.3365
168.264,45.1315
168.348,40.6183
168.519,26.5775
168.567,23.6488
168.614,21.8306
168.665,21.3193
168.706,22.0255
168.759,24.364
168.829,29.3828
168.963,40.5894
169.039,44.399
169.081,45.0402
169.16,43.3906
169.345,33.6263
169.433,31.2105
169.491,30.8389
169.646,31.4975
169.784,30.2321
170.117,22.016
170.417,13.1258
170.514,11.0213
170.57,10.2003
170.661,9.45656
170.713,9.33176
170.817,9.65492
170.903,10.4433
171.005,11.9928
171.118,14.6326
171.233,18.4961
171.45,27.7344
171.539,30.2983
171.601,30.9174
171.685,30.0149
171.787,26.6891
172.006,17.1664
172.116,13.587
172.198,11.6438
172.311,9.80358
172.439,8.53551
172.568,7.8486
172.736,7.53267
172.758,7.52829
172.973,7.7934
173.263,8.65795
173.458,9.69136
173.635,11.263
173.975,14.8484
174.192,16.0833
174.504,17.5392
174.65,19.1129
174.795,21.8075
174.964,26.6623
175.322,39.9978
175.457,42.4858
175.491,42.5694
175.583,41.5732
175.716,37.4125
175.926,28.7309
176.02,26.0723
176.287,21.9048
176.392,18.7309
176.584,11.4609
176.662,9.22313
176.728,7.94598
176.793,7.17778
176.873,6.81366
176.898,6.80242
177.003,7.11539
177.233,8.32294
177.464,8.7641
177.697,9.10603
177.923,10.0379
178.141,11.6535
178.491,15.0214
178.64,15.7911
178.686,15.8141
178.829,15.0854
178.999,12.8881
179.155,10.5883
179.263,9.51865
179.382,9.05486
179.579,8.7878
179.692,8.04497
179.975,4.86543
180.078,4.03004
180.179,3.50117
180.28,3.19481
180.4,3.03185
180.441,3.01473
180.593,3.08128
180.784,3.41377
181.132,4.36159
181.374,4.90978
181.465,5.42683
181.554,6.37802
181.751,9.32048
181.832,9.91016
181.847,9.92873
181.915,9.62663
181.98,8.81826
182.178,5.28694
182.248,4.35528
182.303,3.83641
182.379,3.39983
182.465,3.19319
182.502,3.1766
182.563,3.22759
182.643,3.45406
182.707,3.804
182.77,4.38226
182.826,5.15618
182.881,6.2407
182.941,7.87028
183.02,10.691
183.174,17.0729
183.246,19.1542
183.314,19.8446
183.381,19.1644
183.462,16.8951
183.627,10.7142
183.702,8.61499
183.769,7.35379
183.825,6.69775
183.901,6.26322
183.964,6.18333
184.073,6.42461
184.254,7.37778
184.65,9.8468
184.807,11.4642
185.028,14.2877
185.174,15.3276
185.216,15.3829
185.361,14.786
185.588,12.9176
185.732,12.4425
185.869,12.7988
186.128,14.0283
186.181,14.0707
186.317,13.6104
186.657,10.7232
186.773,10.1482
186.831,10.0276
186.978,10.2245
187.125,11.1023
187.277,12.7177
187.429,15.1518
187.586,18.716
187.769,24.4623
188.042,34.2455
188.159,36.9116
188.243,37.5289
188.352,36.5451
188.52,32.0963
188.725,26.0835
188.851,24.0717
188.932,23.7027
189.06,24.5526
189.207,27.3506
189.393,33.152
189.608,42.8677
189.811,52.1063
189.928,54.7547
189.989,55.0436
190.183,52.1536
190.617,40.2639
190.808,37.6444
190.856,37.5399
190.991,38.9744
191.129,43.6528
191.367,54.9265
191.459,56.4215
191.547,54.8547
191.684,47.7474
191.893,34.7079
192.015,29.2943
192.143,25.7886
192.232,24.4761
192.393,23.6919
192.723,24.781
193.139,26.6281
193.309,26.007
193.718,20.6583
194.005,18.8547
194.297,16.7531
194.692,12.9738
194.832,12.2665
194.919,12.1342
195.132,12.6817
195.454,14.1749
195.848,15.3125
196.008,16.3942
196.197,18.7774
196.726,28.6299
196.963,32.9622
197.078,33.8091
197.205,32.764
197.464,27.0991
197.513,26.7412
197.584,27.437
197.654,29.9412
197.724,34.5136
197.808,42.5331
197.967,59.9168
198.04,64.9571
198.09,66.0889
198.169,63.6226
198.253,56.1322
198.429,35.7366
198.504,29.17
198.584,24.3638
198.676,20.9343
198.789,18.3728
198.893,16.8664
198.966,16.4885
199.035,16.8998
199.103,18.1866
199.195,21.2948
199.37,28.308
199.459,30.0612
199.478,30.1422
199.555,29.3469
199.652,26.2614
199.854,17.7211
199.951,14.7816
200.047,13.0055
200.146,12.1978
200.174,12.1524
200.244,12.4301
200.315,13.4253
200.383,15.1618
200.465,18.367
200.665,28.4663
200.745,30.9907
200.799,31.5433
200.884,30.3744
200.998,25.8628
201.173,17.6243
201.268,14.3332
201.35,12.3007
201.433,10.9659
201.503,10.3071
201.576,10.0411
201.663,10.3282
201.74,11.2224
201.816,12.8886
201.892,15.5511
201.968,19.4441
202.05,25.1084
202.167,35.5927
202.304,48.3304
202.393,53.9283
202.468,55.5473
202.536,54.3058
202.628,48.9734
202.876,27.3341
202.964,21.2743
203.046,17.0237
203.134,13.7924
203.226,11.4956
203.323,9.8745
203.486,8.06404
203.711,6.21729
203.855,5.37802
203.963,5.09944
204.044,5.20889
204.109,5.57624
204.161,6.12915
204.222,7.15607
204.286,8.76494
204.351,11.1546
204.424,14.751
204.635,27.5711
204.705,30.3585
204.773,31.307
204.852,30.103
204.94,26.5313
205.089,19.2132
205.161,16.7044
205.232,15.3029
205.273,15.0328
205.328,15.2816
205.399,16.6589
205.468,19.0548
205.553,23.3732
205.737,34.5535
205.836,38.4042
205.901,39.1619
205.982,38.0375
206.139,31.9188
206.248,27.9493
206.322,26.6082
206.356,26.4816
206.423,27.2091
206.489,29.2548
206.588,34.5289
206.804,49.3282
206.881,52.1991
206.936,52.5702
207.016,50.4843
207.133,43.0893
207.281,32.0643
207.365,27.4466
207.446,24.636
207.519,23.4509
207.562,23.2434
207.684,24.1244
207.847,27.5576
208.011,32.7979
208.215,41.6377
208.549,58.1823
208.718,63.2825
208.797,63.9524
208.967,61.5339
209.338,49.4162
209.594,42.0925
209.752,34.2958
209.938,23.8794
210.036,19.7551
210.125,17.3055
210.229,15.7458
210.36,15.0161
210.401,14.969
210.523,15.3966
210.617,16.6109
210.721,19.1388
210.938,26.0903
211.038,27.5259
211.061,27.5588
211.164,26.4609
211.375,22.1065
211.492,21.3265
211.711,22.1295
211.831,21.3339
211.954,18.7566
212.202,11.533
212.302,9.3505
212.387,8.05249
212.463,7.30474
212.54,6.89152
212.619,6.76024
212.704,6.91205
212.817,7.56215
212.925,8.70158
213.041,10.5595
213.156,13.1471
213.503,23.0448
213.63,25.175
213.71,25.5146
213.819,24.7064
213.981,21.6347
214.233,16.1017
214.385,13.854
214.516,12.818
214.619,12.5954
214.766,13.1838
214.962,15.2689
215.146,17.2986
215.319,17.9629
215.795,16.6078
216.102,17.231
216.563,18.515
216.664,18.5455
216.765,18.5284
216.929,19.0693
217.021,20.4912
217.092,22.7684
217.161,26.3588
217.244,32.7234
217.358,44.7912
217.49,58.8607
217.579,64.4995
217.636,65.4111
217.718,63.1912
217.927,49.7669
217.997,47.2044
218.023,46.8295
218.084,47.3653
218.154,50.5103
218.246,58.6488
218.467,86.7578
218.557,93.9413
218.603,95.0838
218.684,92.426
218.794,80.8982
219.005,50.9722
219.087,42.1095
219.171,35.5442
219.256,31.6052
219.342,30.0976
219.351,30.0808
219.434,31.2263
219.506,34.1631
219.594,40.1228
219.819,59.8398
219.911,64.0495
219.941,64.3865
220.013,62.9305
220.119,55.9908
220.34,36.1507
220.442,29.354
220.532,25.1209
220.641,21.632
220.824,17.7872
221.117,13.3236
221.355,10.4349
221.541,8.71776
221.697,7.68312
221.875,6.9609
222.053,6.75308
222.193,7.03393
222.298,7.61326
222.402,8.66939
222.49,10.0731
222.577,12.1136
222.678,15.4379
222.788,20.2725
222.942,28.7221
223.071,37.658
223.164,46.5684
223.249,57.7521
223.36,76.9487
223.484,99.6572
223.575,110.177
223.621,111.746
223.69,108.502
223.77,97.072
223.91,66.0222
224.008,45.1421
224.073,34.2416
224.128,27.088
224.178,22.2821
224.234,18.5051
224.289,16.0536
224.334,14.8292
224.414,13.7911
224.44,13.6825
224.547,13.9143
224.748,14.7956
224.866,14.3583
224.967,13.2315
225.289,7.85764
225.394,6.5194
225.507,5.49401
225.591,4.97844
225.704,4.56027
225.85,4.36147
225.883,4.35782
226.08,4.55838
226.45,5.20403
226.539,5.25537
226.746,5.12705
227.096,4.6238
227.619,4.3235
227.918,3.98257
227.978,3.95389
228.169,4.03378
228.348,4.35345
228.524,4.90307
228.717,5.84173
228.889,7.08261
229.06,8.81909
229.397,13.0031
229.568,14.2443
229.798,15.1198
229.879,16.0312
229.997,18.4589
230.197,23.6691
230.303,24.8974
230.324,24.9124
230.43,23.8566
230.74,16.4862
230.858,14.7933
231.001,13.8743
231.093,13.7105
231.236,13.953
231.541,15.5152
231.553,15.52
231.646,15.1565
231.769,13.5883
232.033,8.75868
232.148,7.2304
232.271,6.14128
232.418,5.35329
232.53,5.0433
232.586,4.98324
232.694,5.11482
232.772,5.51138
232.835,6.11061
232.898,7.06
232.96,8.47245
233.023,10.4709
233.086,13.1741
233.154,17.0307
233.234,22.8625
233.339,32.4802
233.603,60.5442
233.708,67.9289
233.781,69.7525
233.874,67.3916
233.974,59.581
234.213,32.582
234.3,24.7307
234.377,19.5378
234.445,16.2742
234.508,14.2685
234.554,13.317
234.616,12.6684
234.659,12.5855
234.738,13.1022
234.842,14.8961
234.997,19.0885
235.153,23.327
235.264,24.9699
235.31,25.1232
235.432,24.1432
235.666,20.1
235.79,19.027
235.825,18.9781
235.928,19.5881
236.016,21.157
236.118,24.4563
236.27,31.8462
236.404,38.0479
236.507,40.0996
236.519,40.1304
236.625,38.7373
236.791,34.438
236.877,33.6987
236.968,34.8331
237.235,42.8528
237.309,43.5098
237.407,42.0316
237.524,37.06
237.776,22.2415
237.879,17.4616
237.967,14.4172
238.069,11.9519
238.171,10.3224
238.307,8.95949
238.511,7.76977
238.703,7.13231
238.766,7.0676
238.851,7.21118
238.936,7.75321
239.032,8.99308
239.147,11.3277
239.294,14.4962
239.39,15.6173
239.423,15.7066
239.501,15.279
239.606,13.598
239.781,10.1089
239.861,9.03979
239.943,8.5412
239.964,8.52814
240.026,8.78524
240.088,9.5293
240.15,10.8145
240.226,13.1724
240.322,17.2405
240.481,24.7494
240.581,27.9149
240.663,28.7215
240.743,27.8841
240.858,24.7503
241.082,17.4757
241.229,14.0196
241.355,12.0517
241.445,11.3227
241.518,11.1723
241.627,11.6578
241.746,12.9857
241.932,16.1855
242.471,27.9909
242.685,31.1963
242.933,32.9521
243.081,32.3931
243.233,29.5204
243.578,18.0125
243.684,15.5004
243.773,14.1138
243.881,13.2265
243.94,13.0698
244.06,13.4355
244.179,14.6725
244.468,19.2616
244.589,20.0375
244.699,19.4222
244.85,16.8903
245.107,11.5543
245.242,9.43855
245.376,7.89849
245.511,6.81761
245.645,6.08359
245.825,5.50256
246.0,5.26374
246.058,5.24405
246.233,5.35023
246.471,5.89143
246.76,7.10576
247.012,8.06431
247.231,8.61413
247.318,9.35327
247.389,10.6102
247.454,12.4468
247.525,15.3666
247.605,19.7831
247.85,36.474
247.96,41.8041
248.064,43.962
248.09,44.0519
248.197,42.7832
248.403,36.0348
248.907,17.6873
249.056,13.0712
249.159,10.6572
249.241,9.38088
249.306,8.8273
249.361,8.69734
249.427,8.98394
249.494,9.8031
249.56,11.2222
249.635,13.6455
249.719,17.4807
249.82,23.6745
250.075,41.9953
250.202,48.2032
250.636,59.6865
250.685,59.9821
250.802,57.6195
250.928,50.3618
251.137,35.0338
251.231,30.0385
251.321,27.2689
251.388,26.5888
251.448,27.0683
251.523,29.2539
251.601,33.6214
251.682,40.6494
251.771,51.2882
252.01,85.5478
252.101,93.7431
252.163,95.6861
252.252,92.951
252.356,82.8675
252.58,53.7197
252.684,43.6512
252.771,37.942
252.865,34.0097
253.011,30.7313
253.658,22.6332
253.791,22.0359
253.931,23.0151
254.05,25.3705
254.262,31.0475
254.372,32.4011
254.473,31.5364
254.63,27.1136
254.738,24.0453
254.845,22.5878
254.886,22.4962
255.136,23.8319
255.277,22.9102
255.456,19.4845
255.662,15.0527
255.817,12.5821
255.937,11.3137
256.065,10.5808
256.145,10.4428
256.273,10.7599
256.393,11.6704
256.743,16.0
256.883,16.7304
257.011,16.211
257.204,13.8422
257.418,10.9547
257.568,9.68235
257.7,9.13841
258.089,8.58695
258.352,7.75734
258.443,7.67787
258.577,7.95341
258.786,8.72078
258.834,8.77578
258.931,8.58521
259.051,7.7483
259.334,4.62822
259.428,3.83261
259.513,3.34684
259.598,3.07657
259.68,2.99291
259.761,3.04792
259.884,3.33068
260.056,3.98976
260.389,5.47128
260.567,5.94984
260.66,6.02393
260.826,5.87373
261.15,5.31761
261.191,5.30542
261.317,5.46116
261.409,5.82052
261.523,6.66599
261.637,8.01462
261.922,12.3755
262.085,13.9252
262.301,15.5388
262.553,18.0422
262.643,18.3165
262.941,17.5715
263.223,18.254
263.342,17.9211
263.52,16.1497
263.85,11.7076
264.012,10.1224
264.128,9.4443
264.222,9.24844
264.342,9.52944
264.453,10.3397
264.811,14.5649
264.932,15.0968
265.031,14.7976
265.192,13.2173
265.413,10.7197
265.517,10.0474
265.618,9.84087
265.699,9.99566
265.829,10.8091
265.981,12.5483
266.275,16.7735
266.386,17.6101
266.423,17.6728
266.523,17.2138
266.631,15.7506
266.926,9.7088
267.015,8.32149
267.104,7.37959
267.181,6.91821
267.276,6.74166
267.37,6.90722
267.512,7.61978
267.661,8.84639
267.779,10.2863
267.897,12.404
268.008,15.2582
268.178,21.1708
268.321,25.9821
268.42,27.8768
268.475,28.1292
268.571,27.123
268.684,24.0165
268.919,15.594
269.027,12.6507
269.134,10.6572
269.241,9.54891
269.327,9.22234
269.437,9.42168
269.712,11.1895
269.77,11.3078
269.871,10.9693
269.966,10.051
270.223,6.57411
270.33,5.50343
270.441,4.7639
270.58,4.21759
270.712,3.91715
270.974,3.60568
271.145,3.55022
271.286,3.64711
271.398,3.90693
271.487,4.31715
271.569,4.9334
271.668,6.0445
271.799,8.09943
271.94,10.3846
272.043,11.373
272.096,11.4992
272.186,11.0615
272.287,9.758
272.476,6.66906
272.558,5.63661
272.638,4.95048
272.715,4.58162
272.788,4.46337
272.862,4.54681
272.936,4.82158
273.025,5.43826
273.103,6.31561
273.182,7.635
273.252,9.33651
273.323,11.6744
273.397,14.9758
273.487,20.2156
273.733,37.64
273.835,42.3946
273.906,43.5459
273.983,42.507
274.086,37.8546
274.316,22.9642
274.405,18.7159
274.454,17.129
274.52,15.9629
274.553,15.7934
274.624,16.3489
274.699,18.2088
274.795,22.1533
275.029,34.0525
275.132,37.2226
275.217,38.0212
275.325,36.9393
275.568,31.5054
275.708,30.0179
275.745,29.9683
275.927,31.4323
276.617,43.9672
276.671,44.2973
276.783,43.0962
276.884,39.3416
277.022,30.9471
277.154,22.5308
277.229,19.0921
277.283,17.6182
277.337,17.1118
277.389,17.4936
277.46,19.2152
277.672,27.0538
277.758,28.6247
277.788,28.7454
277.868,28.0633
278.085,23.4706
278.132,23.1656
278.192,23.5991
278.269,25.6871
278.356,29.9547
278.552,41.8015
278.65,45.1496
278.692,45.4575
278.786,43.5368
278.885,38.2582
279.114,22.1784
279.208,17.0137
279.277,14.2335
279.348,12.1931
279.424,10.7866
279.501,10.0629
279.562,9.87869
279.654,10.1034
279.995,12.6028
280.268,13.219
280.358,14.0331
280.446,15.8322
280.528,18.7094
280.628,23.7045
280.849,36.6498
280.956,40.4101
281.027,41.213
281.121,40.3211
281.672,25.4965
281.868,17.9431
282.011,12.482
282.101,9.83395
282.184,8.09448
282.256,7.14826
282.329,6.63584
282.401,6.49551
282.48,6.69235
282.57,7.32066
282.661,8.40249
282.751,10.0481
282.841,12.4333
282.932,15.7284
283.05,21.3942
283.24,31.3059
283.34,34.4144
283.387,34.9002
283.476,33.9891
283.602,29.6165
283.717,25.0079
283.792,22.9379
283.883,21.9862
283.966,22.6818
284.07,25.2294
284.395,37.1715
284.508,39.4752
284.562,39.6941
284.656,38.4692
284.769,34.44
285.046,19.7863
285.137,16.0619
285.217,13.7918
285.278,12.7402
285.353,12.1204
285.391,12.0474
285.514,12.5215
285.724,13.7278
285.763,13.7806
285.865,13.5327
286.045,11.9889
286.273,9.6561
286.384,8.99612
286.458,8.83961
286.557,9.06608
286.658,9.90906
286.754,11.4167
286.861,14.0189
286.989,18.3006
287.193,25.8696
287.305,28.4487
287.38,28.9368
287.487,27.6927
287.615,23.8361
287.845,15.1027
287.955,11.8916
288.047,10.0062
288.124,8.9534
288.221,8.20598
288.288,8.03177
288.395,8.28211
288.475,8.91013
288.564,10.1275
288.659,12.1065
288.764,15.2928
288.885,20.2228
289.126,31.2439
289.227,34.1825
289.312,34.9622
289.413,33.6139
289.529,29.5018
289.798,16.561
289.897,12.7256
289.988,10.0405
290.073,8.15606
290.159,6.77994
290.252,5.72133
290.348,4.97274
290.445,4.48062
290.574,4.10642
290.703,3.96869
290.885,4.0817
291.082,4.52621
291.688,6.6256
292.181,7.84071
292.361,8.72949
292.505,9.9573
292.645,11.7567
292.837,15.1717
293.053,19.2379
293.205,20.8482
293.253,20.993
293.4,20.2832
293.792,14.831
293.921,13.9737
293.968,13.9168
294.092,14.5298
294.174,15.6257
294.278,17.8963
294.384,21.4528
294.499,26.783
294.673,37.4391
294.845,48.328
294.978,53.8599
295.062,55.0735
295.158,54.0147
295.296,48.487
295.622,28.6928
295.733,23.4343
295.84,19.8918
295.931,18.0108
296.063,16.7663
296.149,16.58
296.364,17.1604
296.64,18.9464
296.878,21.7002
297.045,24.9619
297.188,29.4124
297.306,35.0697
297.413,42.646
297.517,53.0655
297.629,68.2326
297.832,103.864
297.986,128.43
298.103,139.038
298.19,141.215
298.335,135.984
298.651,109.339
299.09,62.632
299.248,49.7803
299.401,40.5197
299.524,35.1313
299.71,29.6396
300.265,17.5255
300.422,15.1266
300.543,13.9791
300.754,13.001
301.036,12.6811
301.231,13.1044
301.338,13.9562
301.431,15.3909
301.525,17.742
301.637,22.0055
301.913,35.7403
302.02,38.9473
302.09,39.5257
302.212,37.7467
302.585,25.4389
303.055,11.6169
303.161,9.12097
303.254,7.46604
303.331,6.48242
303.407,5.79066
303.509,5.23306
303.619,4.97176
303.696,4.93372
303.899,5.1468
304.74,6.58604
304.979,6.75851
305.175,6.57063
305.607,5.59188
305.922,5.28329
306.378,5.12506
306.597,5.24508
306.892,5.80816
307.537,7.51923
307.692,7.64656
307.932,7.34202
308.359,6.45726
308.768,6.12433
309.193,6.03331
309.567,6.23895
309.814,6.62291
310.06,7.30257
310.322,8.52599
310.589,10.464
310.904,12.8933
311.132,13.6243
311.626,14.3865
311.797,13.9335
312.067,12.6189
312.156,12.5055
312.587,13.4489
312.778,12.9861
313.023,11.8313
313.076,11.7502
313.183,12.0956
313.256,12.8721
313.341,14.4762
313.436,17.2081
313.558,22.0805
313.83,34.9144
313.945,38.9321
314.056,40.9312
314.102,41.1345
314.229,39.8493
314.391,35.0647
314.673,24.7113
314.772,22.1131
314.9,20.0166
315.527,15.2113
315.65,14.7905
315.781,15.199
315.947,17.0251
316.146,19.5505
316.213,19.8405
316.318,19.2365
316.434,17.0521
316.684,10.2913
316.771,8.45907
316.859,7.18314
316.924,6.57587
317.012,6.16463
317.07,6.1029
317.128,6.18613
317.245,6.73425
317.385,7.96964
317.641,10.7622
317.757,11.3058
317.767,11.3107
317.875,10.8814
317.993,9.52716
318.228,5.99719
318.307,5.10045
318.376,4.54147
318.435,4.22922
318.509,4.04393
318.548,4.03542
318.625,4.18617
318.721,4.69397
318.818,5.57541
318.93,7.03941
319.189,11.1685
319.327,12.6613
319.648,14.4301
319.991,18.2692
320.097,18.5954
320.456,17.367
320.752,17.7412
320.787,17.7392
320.955,18.1594
321.071,19.6832
321.221,23.5339
321.374,27.68
321.484,28.8687
321.57,28.187
321.683,25.2976
321.95,15.503
322.043,12.905
322.149,10.8522
322.236,9.81231
322.316,9.27225
322.434,9.0048
322.591,9.26528
322.85,9.96753
322.881,9.98073
323.024,9.62554
323.165,8.56814
323.4,6.28471
323.481,5.78503
