48-Cd-113(n,&gamma;) ENDF/B-VII.1
679.568,0.296436
679.752,0.246886
679.973,0.204651
680.268,0.164869
680.577,0.135262
680.956,0.109394
681.36,0.089735
681.831,0.0732974
682.392,0.0594758
683.033,0.048479
683.714,0.0403601
684.515,0.0338922
685.196,0.0305412
685.437,0.0300607
685.747,0.0309489
685.887,0.0325725
686.033,0.0357896
686.145,0.0398974
686.277,0.0471959
686.408,0.0580248
686.54,0.0731773
686.692,0.0966691
686.895,0.137237
687.239,0.212508
687.412,0.239179
687.587,0.249828
687.593,0.249849
687.76,0.241268
687.953,0.212169
688.433,0.106453
688.594,0.0778227
688.727,0.0594079
688.841,0.0473976
688.955,0.0384285
689.069,0.0319465
689.202,0.0267719
689.353,0.0230797
689.503,0.0208221
689.703,0.0190524
690.004,0.0176095
690.725,0.0158739
691.446,0.0148562
693.048,0.013519
694.811,0.0127886
696.694,0.0125447
699.05,0.0128873
701.286,0.0139548
703.089,0.0156168
704.372,0.0176053
705.373,0.020145
706.095,0.0231871
706.575,0.0265607
706.896,0.0303324
707.106,0.0345035
707.257,0.0392967
707.382,0.0454088
707.507,0.0546913
707.62,0.0672087
707.72,0.0831194
707.82,0.105166
707.92,0.135195
708.02,0.175217
708.12,0.227211
708.233,0.302069
708.36,0.408893
708.531,0.586755
708.947,1.07738
709.132,1.22471
709.3,1.27237
709.476,1.22105
709.673,1.05885
710.149,0.504895
710.297,0.365802
710.419,0.27387
710.525,0.212213
710.63,0.164807
710.735,0.129515
710.823,0.107675
710.918,0.0901399
711.037,0.0750737
711.156,0.0654184
711.298,0.0584913
711.489,0.0538889
711.739,0.0518689
711.894,0.0517819
712.36,0.0542287
712.826,0.0594467
713.367,0.0688427
713.908,0.082931
714.377,0.100974
714.757,0.121999
715.082,0.147507
715.349,0.176963
715.562,0.209911
715.732,0.247136
715.888,0.296929
716.012,0.355703
716.119,0.428937
716.207,0.514943
716.296,0.634285
716.385,0.800887
716.459,0.990822
716.533,1.24113
716.608,1.56874
716.682,1.99355
716.769,2.64239
716.853,3.45476
716.941,4.56467
717.039,6.12704
717.15,8.41253
717.278,11.7125
717.451,17.2669
717.814,30.363
718.007,35.4418
718.177,37.2919
718.199,37.3178
718.362,35.9802
718.518,32.429
718.767,23.9132
719.031,14.5021
719.179,10.1829
719.292,7.51433
719.398,5.53164
719.494,4.14099
719.579,3.17831
719.664,2.43335
719.746,1.88827
719.826,1.48407
719.906,1.18092
719.994,0.935245
720.083,0.761167
720.172,0.638938
720.278,0.540056
720.384,0.476402
720.526,0.426249
720.668,0.400978
720.81,0.392162
720.991,0.399926
721.173,0.43082
721.324,0.482577
721.445,0.55217
721.55,0.646251
721.641,0.764266
721.732,0.932384
721.816,1.15029
721.893,1.42205
721.97,1.78331
722.047,2.2587
722.125,2.87678
722.207,3.73359
722.299,4.97155
722.391,6.56577
722.497,8.92782
722.615,12.2325
722.762,17.3912
723.018,28.3197
723.247,37.9327
723.418,42.9877
723.588,44.9796
723.6,44.9873
723.759,43.4402
723.918,39.1406
724.153,29.58
724.423,17.9174
724.57,12.6554
724.688,9.2592
724.794,6.81677
724.886,5.15931
724.978,3.8657
725.061,2.96586
725.147,2.24642
725.224,1.7578
725.302,1.38483
725.379,1.10263
725.456,0.890406
725.539,0.721507
725.621,0.597206
725.72,0.48969
725.836,0.402774
725.952,0.342248
726.099,0.288267
726.283,0.241419
726.54,0.196366
726.849,0.15925
727.209,0.129114
727.584,0.106822
728.025,0.0879366
728.539,0.0721982
729.157,0.0588759
729.877,0.0480521
730.715,0.0393324
731.641,0.0326425
732.707,0.0272958
734.125,0.0225102
735.543,0.0192995
737.404,0.0165525
739.265,0.0148417
742.26,0.0133107
744.544,0.0129918
747.068,0.0135396
748.391,0.0144467
749.593,0.016064
750.434,0.0181983
750.935,0.0203607
751.335,0.0231896
751.586,0.0261175
751.786,0.0299825
751.937,0.034695
752.062,0.0407444
752.162,0.0477572
752.272,0.058739
752.377,0.0736811
752.465,0.0905816
752.553,0.112627
752.658,0.147457
752.763,0.193271
752.874,0.255539
753.007,0.35059
753.173,0.498723
753.627,0.974965
753.824,1.11723
754.001,1.16256
754.168,1.12227
754.353,0.995481
754.673,0.665634
754.89,0.44775
755.03,0.331975
755.16,0.246404
755.278,0.18741
755.384,0.14737
755.49,0.117773
755.584,0.0986216
755.702,0.0820669
755.82,0.0716409
755.953,0.0650025
756.119,0.0618605
756.174,0.0616931
756.394,0.0641925
756.614,0.0711413
756.808,0.0818756
756.932,0.0925766
757.057,0.108324
757.16,0.127586
757.264,0.155545
757.357,0.191757
757.445,0.23922
757.529,0.302209
757.613,0.387753
757.698,0.50276
757.782,0.655396
757.87,0.864388
757.965,1.16024
758.06,1.54282
758.165,2.08503
758.288,2.88849
758.434,4.08386
758.679,6.52175
758.94,9.11741
759.12,10.3585
759.296,10.8078
759.299,10.808
759.466,10.4204
759.632,9.34535
759.903,6.70565
760.157,4.15461
760.308,2.91066
760.431,2.10314
760.537,1.55737
760.632,1.17174
760.727,0.873116
760.811,0.669253
760.888,0.524402
760.973,0.40353
761.057,0.31334
761.141,0.246732
761.226,0.197873
761.31,0.162131
761.408,0.132287
761.514,0.11004
761.64,0.0918797
761.788,0.0777671
761.956,0.0668873
762.188,0.0567719
762.505,0.0476477
762.884,0.0405011
763.302,0.0353956
763.787,0.0316912
764.369,0.0293418
764.884,0.0287685
765.427,0.0297682
765.788,0.0316961
766.149,0.0353782
766.38,0.0395157
766.581,0.0455307
766.732,0.0529315
766.857,0.062476
766.957,0.0736031
767.058,0.0892896
767.148,0.108811
767.239,0.135205
767.329,0.170532
767.419,0.217178
767.51,0.277772
767.615,0.369703
767.723,0.492104
767.85,0.674756
768.003,0.953616
768.229,1.46305
768.515,2.12136
768.715,2.44746
768.889,2.55368
768.9,2.55405
769.061,2.47208
769.245,2.19858
769.53,1.55763
769.783,0.980888
769.932,0.703414
770.058,0.514649
770.167,0.3873
770.273,0.290696
770.373,0.220918
770.461,0.174308
770.549,0.138639
770.647,0.109076
770.747,0.0872371
770.848,0.0716824
770.948,0.0606069
771.068,0.0513616
771.189,0.0450214
771.357,0.0391064
771.57,0.0343246
771.912,0.0296794
772.253,0.0268087
772.795,0.0240418
773.397,0.0223441
774.522,0.0210871
774.843,0.0210055
775.957,0.0213815
777.07,0.0227081
778.273,0.0256219
778.994,0.0288535
779.475,0.0325408
779.795,0.0368702
780.006,0.0419153
780.156,0.0478659
780.281,0.0554844
780.407,0.0669361
780.519,0.0820768
780.62,0.100874
780.72,0.126263
780.827,0.162824
780.94,0.213356
781.052,0.278662
781.192,0.383044
781.366,0.547034
781.827,1.04977
782.024,1.19619
782.201,1.24281
782.384,1.19362
782.585,1.04197
783.09,0.500582
783.25,0.361397
783.384,0.270236
783.502,0.208973
783.62,0.163185
783.737,0.130269
783.855,0.107479
783.973,0.0922793
784.104,0.0817246
784.259,0.0749133
784.449,0.0716269
784.544,0.0712564
784.925,0.0743355
785.406,0.0846044
785.807,0.0982712
786.208,0.118377
786.549,0.143375
786.841,0.174456
787.06,0.208085
787.244,0.248722
787.39,0.296407
787.518,0.357757
787.632,0.437566
787.734,0.542008
787.822,0.667648
787.91,0.840356
787.998,1.07735
788.075,1.35451
788.152,1.71532
788.24,2.25676
788.328,2.96948
788.421,3.95691
788.522,5.33974
788.632,7.2849
788.745,9.82383
788.892,13.911
789.114,21.5524
789.402,31.8324
789.601,36.9959
789.78,38.877
789.8,38.8956
789.964,37.5827
790.128,33.9251
790.392,24.9983
790.667,15.2139
790.826,10.5594
790.95,7.65242
791.06,5.6294
791.161,4.18289
791.25,3.18056
791.338,2.41966
791.426,1.83894
791.514,1.40266
791.587,1.12649
791.675,0.876426
791.763,0.69394
791.851,0.561119
791.954,0.450775
792.063,0.36889
792.192,0.303767
792.32,0.258832
792.503,0.21471
792.715,0.179793
792.972,0.150135
793.279,0.124829
793.675,0.102072
794.078,0.0858211
794.561,0.0719966
795.096,0.0612408
795.843,0.051072
796.715,0.0434354
797.578,0.0385033
798.728,0.0343412
800.167,0.0313961
801.317,0.0301251
803.693,0.0292666
806.068,0.0299057
809.216,0.0324273
812.304,0.0366202
815.194,0.0425787
817.493,0.0494237
819.217,0.0574771
820.233,0.064938
820.995,0.0737513
821.502,0.0831476
821.883,0.094772
822.137,0.108524
822.312,0.125136
822.431,0.143208
822.55,0.170638
822.657,0.207709
822.752,0.255101
822.847,0.321424
822.943,0.413148
823.026,0.520309
823.112,0.663216
823.211,0.880936
823.311,1.16402
823.426,1.58006
823.54,2.10423
823.692,2.97268
823.925,4.59008
824.214,6.64276
824.407,7.60732
824.59,7.95854
824.6,7.95951
824.773,7.67528
824.971,6.73517
825.313,4.31304
825.52,2.90138
825.666,2.08345
825.793,1.51721
825.908,1.12044
826.009,0.848526
826.098,0.663616
826.188,0.521007
826.277,0.413143
826.366,0.332929
826.456,0.274165
826.558,0.226651
826.66,0.194235
826.787,0.168032
826.939,0.149839
827.139,0.137568
827.439,0.132061
827.639,0.134741
827.864,0.145567
828.044,0.162791
828.224,0.190203
828.435,0.23728
828.728,0.324946
829.04,0.420658
829.256,0.463145
829.41,0.472661
829.6,0.458032
829.82,0.410444
830.327,0.261015
830.531,0.215123
830.731,0.184494
830.881,0.169873
831.081,0.15883
831.381,0.153591
831.481,0.153577
832.322,0.164901
833.603,0.19594
834.68,0.234192
835.634,0.282784
836.405,0.33912
837.093,0.411671
837.584,0.485473
838.076,0.591046
838.469,0.715401
838.774,0.857072
838.993,1.00325
839.167,1.17035
839.32,1.3818
839.462,1.67179
839.577,2.01234
839.691,2.49878
839.79,3.08284
839.888,3.88084
839.981,4.89543
840.076,6.28258
840.172,8.10735
840.267,10.4683
840.376,13.9504
840.488,18.5209
840.619,25.2891
840.783,35.9088
841.071,58.775
841.324,78.3626
841.525,88.8958
841.7,92.0519
841.875,88.8877
842.076,78.3587
842.407,52.3092
842.645,34.0223
842.803,24.2111
842.93,17.88
843.048,13.3076
843.146,10.3365
843.245,8.02193
843.343,6.2555
843.441,4.93156
843.539,3.95427
843.642,3.21568
843.745,2.68674
843.868,2.25034
843.992,1.9601
844.156,1.71472
844.362,1.53821
844.609,1.42629
845.005,1.36044
845.139,1.35814
845.474,1.38498
846.01,1.51112
846.546,1.73991
847.015,2.04485
847.478,2.48235
847.874,3.01878
848.237,3.7164
848.534,4.51809
848.781,5.43652
849.028,6.71778
849.226,8.15708
849.424,10.1829
849.601,12.7648
849.746,15.6517
849.89,19.5162
850.032,24.5856
850.191,32.128
850.356,42.5264
850.541,57.7483
850.781,82.6543
851.255,137.806
851.476,155.869
851.697,162.585
851.7,162.585
851.885,157.929
852.089,143.114
852.426,105.541
852.755,67.6978
852.953,49.3937
853.122,37.1569
853.267,29.0602
853.423,22.3707
853.572,17.6624
853.72,14.1682
853.893,11.212
854.079,8.97237
854.264,7.36987
854.462,6.11966
854.71,4.9852
854.998,4.03983
855.345,3.23578
855.74,2.58821
856.161,2.09755
856.606,1.71913
857.142,1.3874
857.719,1.12833
858.4,0.90745
859.121,0.738111
859.946,0.597522
860.935,0.476813
861.925,0.390058
863.038,0.318859
864.337,0.258769
865.597,0.216893
867.004,0.185017
867.918,0.175858
868.27,0.180632
868.451,0.18938
868.631,0.207475
868.767,0.231491
868.903,0.269412
869.031,0.323516
869.165,0.404807
869.298,0.518303
869.432,0.669705
869.585,0.892757
869.784,1.25859
870.192,2.08395
870.395,2.37407
870.591,2.47993
870.599,2.48003
870.777,2.39601
870.974,2.1326
871.315,1.44626
871.549,0.982484
871.712,0.718175
871.848,0.544626
871.961,0.431207
872.074,0.343221
872.187,0.276853
872.3,0.227992
872.418,0.191406
872.543,0.164403
872.669,0.146003
872.87,0.127733
873.171,0.113326
873.573,0.103136
874.376,0.0912938
875.742,0.0788897
877.671,0.0672564
880.081,0.0571669
882.68,0.0496175
886.209,0.0433625
889.514,0.0410677
891.703,0.042482
893.345,0.0463962
894.557,0.0522927
895.555,0.060843
896.219,0.0699068
896.816,0.082075
897.343,0.0982988
897.783,0.1186
898.155,0.14425
898.448,0.17466
898.643,0.204343
898.819,0.243149
898.956,0.287164
899.093,0.35161
899.21,0.432625
899.308,0.527339
899.411,0.664631
899.499,0.82409
899.587,1.03431
899.675,1.30919
899.763,1.66477
899.865,2.20539
899.973,2.94803
900.09,4.00224
900.211,5.39549
900.352,7.42636
900.536,10.7031
900.982,19.7038
901.177,22.5703
901.365,23.7875
901.4,23.8187
901.588,22.9184
901.779,20.3657
902.096,14.1192
902.353,9.03112
902.514,6.41086
902.651,4.63857
902.766,3.46778
902.876,2.59248
902.974,1.98931
903.072,1.52411
903.164,1.1869
903.252,0.943001
903.34,0.757249
903.443,0.596998
903.546,0.481883
903.663,0.38934
903.785,0.322997
903.932,0.269212
904.078,0.232742
904.274,0.199651
904.518,0.172141
904.86,0.147344
905.154,0.133507
905.545,0.121814
906.112,0.114267
906.289,0.113733
906.849,0.117266
907.41,0.12961
907.851,0.14777
908.251,0.174437
908.585,0.209188
908.819,0.245674
909.008,0.28865
909.183,0.347855
909.319,0.416155
909.436,0.499789
909.545,0.60863
909.656,0.765446
909.753,0.955011
909.85,1.21066
909.953,1.57533
910.054,2.0498
910.154,2.67199
910.265,3.5744
910.383,4.81777
910.507,6.49506
910.654,8.98015
910.854,13.1816
911.299,23.4911
911.504,26.7295
911.699,27.8353
911.878,26.9076
912.074,23.9901
912.388,16.9096
912.655,10.7749
912.814,7.75205
912.946,5.71978
913.068,4.23242
913.18,3.1784
913.283,2.42286
913.38,1.87124
913.477,1.44942
913.575,1.13126
913.675,0.888013
913.775,0.709242
913.875,0.578148
913.992,0.468265
914.125,0.381285
914.281,0.31273
914.459,0.260089
914.682,0.215708
914.966,0.177438
915.279,0.148658
915.653,0.12478
916.076,0.106718
916.422,0.0969609
916.769,0.0912054
916.942,0.0900807
917.201,0.0918497
917.388,0.0976771
917.539,0.107506
917.665,0.121421
917.79,0.143204
917.891,0.16857
918.004,0.208482
918.109,0.259707
918.215,0.327774
918.338,0.432881
918.461,0.570037
918.602,0.769712
918.774,1.07556
919.298,2.17183
919.507,2.47146
919.699,2.56832
919.877,2.48373
920.074,2.2154
920.375,1.59483
920.649,1.0179
920.81,0.73669
920.951,0.537888
921.077,0.400132
921.19,0.304254
921.298,0.234043
921.409,0.180092
921.509,0.143626
921.61,0.116501
921.71,0.096524
921.831,0.0794681
921.946,0.0681165
922.097,0.0581178
922.286,0.0502071
922.549,0.0435013
922.926,0.0377574
923.479,0.0326046
924.283,0.0280591
925.368,0.0243999
926.735,0.0216798
928.142,0.0200734
929.59,0.0192964
930.313,0.0192171
931.613,0.0196789
932.913,0.0212712
933.78,0.0234055
934.535,0.0265269
935.164,0.0307077
935.667,0.0358682
936.126,0.0430758
936.459,0.0509797
936.725,0.060359
936.903,0.0694717
937.08,0.0829579
937.214,0.0981713
937.325,0.116419
937.436,0.142498
937.536,0.175826
937.628,0.218498
937.717,0.274021
937.806,0.34842
937.894,0.447259
937.983,0.577112
938.076,0.753434
938.176,1.00146
938.276,1.32103
938.386,1.77379
938.509,2.4048
938.657,3.36641
938.845,4.87295
939.297,8.89348
939.499,10.1248
939.694,10.571
939.699,10.5715
939.889,10.1708
940.094,8.95373
940.434,5.95894
940.677,3.86275
940.84,2.71421
940.977,1.94832
941.097,1.42334
941.206,1.05457
941.31,0.78601
941.4,0.605434
941.491,0.466454
941.581,0.360983
941.668,0.284683
941.761,0.224156
941.853,0.17973
941.946,0.147198
942.057,0.119353
942.168,0.0999085
942.29,0.0848835
942.445,0.0717574
942.653,0.0601664
942.912,0.0505798
943.237,0.0424253
943.607,0.0360242
944.125,0.0299648
944.665,0.025748
945.442,0.0218003
946.375,0.0189006
947.464,0.0168904
948.761,0.0156075
950.837,0.0149719
952.598,0.015391
954.358,0.0167575
955.923,0.0190871
957.098,0.0220144
958.077,0.0257474
958.99,0.0309907
959.75,0.037538
960.402,0.0458304
960.909,0.0551099
961.343,0.0662542
961.763,0.0815763
962.118,0.100369
962.372,0.119517
962.589,0.142911
962.763,0.170251
962.915,0.205729
963.045,0.250992
963.157,0.30774
963.248,0.371365
963.338,0.457454
963.429,0.574056
963.519,0.731473
963.61,0.942544
963.697,1.21005
963.786,1.56555
963.874,2.02334
963.976,2.69827
964.079,3.58238
964.196,4.87169
964.323,6.63172
964.472,9.20021
964.682,13.6484
965.06,22.3103
965.277,25.9233
965.469,27.2741
965.499,27.3012
965.685,26.3328
965.859,23.852
966.149,17.6115
966.456,10.6305
966.63,7.38355
966.767,5.33358
966.885,3.94736
966.992,2.95783
967.09,2.24859
967.187,1.69872
967.285,1.28038
967.377,0.982488
967.459,0.781993
967.54,0.627711
967.622,0.509747
967.72,0.404707
967.817,0.32904
967.926,0.269217
968.035,0.22691
968.165,0.191276
968.339,0.159402
968.549,0.134097
968.802,0.11359
969.092,0.0974247
969.454,0.0835912
969.857,0.0734599
970.413,0.0654102
970.969,0.0623719
971.154,0.0623389
971.567,0.064086
972.083,0.0704921
972.496,0.0805313
972.806,0.0929249
973.026,0.10637
973.219,0.124168
973.384,0.14789
973.522,0.178444
973.632,0.214558
973.739,0.264722
973.825,0.320691
973.911,0.395617
973.997,0.495564
974.092,0.643401
974.186,0.842733
974.274,1.08603
974.37,1.43373
974.467,1.88365
974.575,2.53533
974.692,3.43881
974.813,4.60943
974.968,6.48547
975.181,9.66688
975.581,16.0763
975.788,18.3931
975.983,19.2618
976.0,19.2669
976.198,18.4929
976.391,16.4374
976.708,11.4872
976.977,7.23724
977.136,5.18079
977.273,3.74133
977.397,2.72304
977.501,2.0581
977.604,1.53878
977.697,1.1771
977.784,0.911846
977.877,0.696801
977.97,0.535604
978.063,0.416111
978.156,0.328256
978.254,0.26094
978.358,0.210388
978.461,0.174416
978.581,0.144868
978.719,0.121622
978.898,0.101296
979.091,0.0863631
979.38,0.0709677
979.731,0.0582227
980.144,0.047832
980.626,0.0393972
981.204,0.0324012
981.878,0.0268103
982.622,0.0225669
983.53,0.0190143
984.59,0.0162341
985.806,0.0141476
987.021,0.0128069
988.845,0.0117731
989.695,0.0116506
990.813,0.0118979
991.932,0.012812
992.678,0.014042
993.283,0.0156795
993.888,0.0183242
994.351,0.0215743
994.714,0.0254943
994.956,0.0293532
995.168,0.034276
995.339,0.0401993
995.48,0.0473611
995.601,0.0561631
995.722,0.0687415
995.823,0.0834143
995.919,0.102269
996.024,0.130633
996.115,0.163194
996.221,0.213645
996.327,0.281054
996.438,0.374299
996.549,0.49542
996.669,0.664505
996.807,0.907807
996.968,1.2661
997.214,1.93643
997.569,2.94448
997.77,3.35539
997.973,3.53118
998.0,3.53371
998.194,3.40516
998.391,3.03954
998.718,2.13649
998.996,1.3555
999.169,0.9559
999.31,0.696359
999.434,0.517381
999.547,0.388999
999.648,0.300019
999.749,0.230976
999.85,0.17831
999.94,0.142177
1000.05,0.110574
1000.15,0.0876265
1000.26,0.0710372
1000.36,0.059515
1000.48,0.0492156
1000.64,0.0408212
1000.81,0.0343259
1001.01,0.0293503
1001.28,0.0249651
1001.63,0.0210027
1002.05,0.0178259
1002.56,0.0153064
1003.16,0.0133323
1003.89,0.0118491
1004.6,0.0109739
1005.55,0.0104324
1006.02,0.0103902
1006.82,0.0107065
1007.43,0.0113824
1008.03,0.0126982
1008.43,0.0142236
1008.73,0.0160369
1008.98,0.0184461
1009.18,0.0215861
1009.34,0.0256733
1009.48,0.0308865
1009.59,0.0372008
1009.71,0.0461314
1009.81,0.05726
1009.91,0.072308
1010.01,0.0932965
1010.12,0.121243
1010.22,0.157787
1010.35,0.21223
1010.48,0.288998
1010.62,0.394604
1010.78,0.551055
1011.06,0.871662
1011.4,1.25887
1011.6,1.41461
1011.8,1.47068
1011.98,1.42263
1012.19,1.27347
1012.51,0.910063
1012.79,0.574705
1012.97,0.409703
1013.1,0.302497
1013.23,0.225492
1013.34,0.171173
1013.46,0.128396
1013.56,0.09876
1013.67,0.0764098
1013.77,0.0598224
1013.88,0.0476646
1013.98,0.0389189
1014.1,0.0320519
1014.23,0.0266356
1014.36,0.022947
1014.52,0.0198555
1014.75,0.0171394
1015.01,0.0152249
1015.35,0.0136919
1015.85,0.0124359
1016.43,0.0119775
1016.85,0.0122612
1017.19,0.0130448
1017.45,0.0142714
1017.66,0.0161892
1017.79,0.0180713
1017.93,0.0210639
1018.05,0.0252228
1018.15,0.0299323
1018.26,0.0372535
1018.38,0.0474239
1018.49,0.0613151
1018.6,0.0799032
1018.71,0.10421
1018.84,0.139084
1018.98,0.188153
1019.14,0.261909
1019.38,0.3953
1019.78,0.628995
1020.0,0.714288
1020.2,0.742102
1020.39,0.71611
1020.59,0.642073
1020.91,0.462746
1021.19,0.294759
1021.36,0.211708
1021.51,0.153215
1021.64,0.115087
1021.75,0.0881841
1021.86,0.0677846
1021.96,0.0535092
1022.06,0.0425666
1022.16,0.0343008
1022.26,0.0281269
1022.38,0.0227942
1022.5,0.0190939
1022.64,0.0161718
1022.8,0.0140024
1023.0,0.0123023
1023.25,0.0110378
1023.57,0.00997894
1024.13,0.00888301
1024.93,0.00804575
1026.05,0.00748511
1027.49,0.00721331
1028.21,0.00717803
1030.94,0.0073971
1033.67,0.008105
1036.22,0.00916831
1038.4,0.0106913
1040.22,0.012694
1041.67,0.0151352
1042.93,0.0182867
1043.82,0.021568
1044.65,0.0258208
1045.35,0.0308995
1045.93,0.0367739
1046.48,0.0445428
1046.99,0.0547181
1047.44,0.0677211
1047.79,0.0820888
1048.08,0.0989851
1048.32,0.118299
1048.49,0.139023
1048.64,0.165044
1048.77,0.197257
1048.89,0.239728
1049.0,0.294738
1049.09,0.357798
1049.18,0.442455
1049.28,0.555961
1049.37,0.707467
1049.46,0.912741
1049.55,1.17125
1049.64,1.50441
1049.74,1.99707
1049.84,2.62052
1049.95,3.48643
1050.07,4.69452
1050.21,6.4481
1050.38,9.2211
1050.67,14.8249
1050.96,20.4643
1051.18,23.528
1051.38,24.6811
1051.4,24.688
1051.59,23.8731
1051.76,21.7756
1052.02,17.132
1052.39,9.73002
1052.56,6.86346
1052.71,4.94359
1052.84,3.61854
1052.95,2.6737
1053.06,1.98966
1053.16,1.51507
1053.25,1.16841
1053.35,0.888675
1053.43,0.710599
1053.53,0.548666
1053.63,0.430124
1053.73,0.343791
1053.84,0.275118
1053.95,0.226587
1054.07,0.187026
1054.2,0.159428
1054.36,0.135164
1054.56,0.114013
1054.82,0.0958532
1055.12,0.0806098
1055.49,0.0677968
1055.93,0.0570547
1056.43,0.0485187
1057.0,0.0420716
1057.71,0.036989
1058.57,0.033739
1059.45,0.0327839
1060.23,0.0339178
1060.77,0.0363509
1061.12,0.0397169
1061.33,0.0434817
1061.54,0.0500426
1061.72,0.0589585
1061.87,0.0710597
1061.99,0.0853929
1062.12,0.10473
1062.24,0.130163
1062.39,0.170048
1062.55,0.222946
1062.76,0.311749
1063.25,0.553732
1063.47,0.630826
1063.69,0.66417
1063.71,0.664571
1063.93,0.638996
1064.16,0.566705
1064.72,0.319285
1064.91,0.254325
1065.05,0.21889
1065.2,0.195039
1065.34,0.182545
1065.43,0.180447
1065.58,0.187074
1065.7,0.204416
1065.83,0.233441
1065.95,0.279505
1066.05,0.336158
1066.15,0.415928
1066.25,0.52717
1066.34,0.663818
1066.44,0.86395
1066.53,1.13274
1066.63,1.4884
1066.74,1.99217
1066.85,2.66369
1066.97,3.61879
1067.08,4.79067
1067.23,6.62271
1067.41,9.5369
1067.98,19.9958
1068.2,22.8308
1068.4,23.6836
1068.59,22.919
1068.81,20.165
1069.15,14.0286
1069.43,8.78844
1069.6,6.26669
1069.74,4.50939
1069.86,3.36297
1069.97,2.53867
1070.08,1.89583
1070.18,1.44892
1070.26,1.13873
1070.36,0.869771
1070.46,0.668485
1070.56,0.519525
1070.65,0.410242
1070.74,0.338115
1070.85,0.272197
1070.96,0.225506
1071.09,0.186504
1071.24,0.155884
1071.42,0.132439
1071.65,0.111587
1071.94,0.094161
1072.29,0.0798937
1072.73,0.067677
1073.24,0.0583734
1073.87,0.051133
1074.71,0.0461391
1075.68,0.0444777
1076.49,0.0459174
1077.3,0.0504163
1077.9,0.057026
1078.31,0.0644782
1078.61,0.0736978
1078.81,0.0836896
1078.99,0.0975044
1079.14,0.115987
1079.27,0.138906
1079.39,0.172029
1079.51,0.214102
1079.62,0.271879
1079.74,0.352084
1079.84,0.448731
1079.96,0.592538
1080.08,0.778024
1080.23,1.05375
1080.39,1.45091
1080.61,2.13793
1081.05,3.56689
1081.28,4.10988
1081.49,4.29173
1081.5,4.29212
1081.7,4.13923
1081.92,3.66735
1082.29,2.46967
1082.55,1.64927
1082.72,1.2069
1082.87,0.898285
1083.01,0.67495
1083.13,0.521182
1083.25,0.417021
1083.38,0.332364
1083.5,0.273432
1083.6,0.24047
1083.72,0.21337
1083.84,0.196521
1084.0,0.184527
1084.24,0.180237
1084.55,0.188907
1084.94,0.21436
1085.3,0.250665
1085.62,0.300449
1085.9,0.360621
1086.12,0.432784
1086.31,0.514993
1086.47,0.61626
1086.62,0.761108
1086.76,0.942526
1086.89,1.16676
1087.01,1.47397
1087.13,1.88273
1087.25,2.39911
1087.37,3.1604
1087.5,4.16525
1087.64,5.54356
1087.79,7.55574
1087.96,10.4695
1088.21,15.5805
1088.66,25.3504
1088.87,28.5789
1089.08,29.9058
1089.1,29.9118
1089.3,28.8753
1089.52,25.8673
1089.85,18.7149
1090.17,11.7807
1090.36,8.38595
1090.5,6.29082
1090.64,4.67665
1090.77,3.52599
1090.88,2.78104
1091.0,2.14805
1091.12,1.69132
1091.23,1.3474
1091.35,1.08996
1091.48,0.866644
1091.63,0.698647
1091.79,0.567115
1091.98,0.466079
1092.19,0.382361
1092.47,0.310547
1092.74,0.259687
1093.06,0.216203
1093.44,0.178204
1093.85,0.148507
1094.4,0.120132
1095.03,0.0971476
1095.76,0.0790418
1096.53,0.0658402
1097.36,0.055692
1098.36,0.0473456
1099.36,0.0417002
1100.6,0.0371665
1101.91,0.03442
1103.66,0.0331943
1105.04,0.0338996
1106.76,0.036905
1108.14,0.0414271
1109.52,0.0487002
1110.74,0.0585095
1111.78,0.0709753
1112.63,0.0853849
1113.41,0.104102
1114.09,0.127024
1114.7,0.155564
1115.26,0.192383
1115.76,0.238672
1116.18,0.294105
1116.53,0.357558
1116.82,0.432714
1117.1,0.530353
1117.31,0.643231
1117.49,0.773874
1117.64,0.932278
1117.77,1.14121
1117.89,1.39806
1118.01,1.75547
1118.11,2.17265
1118.22,2.75601
1118.33,3.57531
1118.44,4.6723
1118.56,6.1193
1118.67,8.13681
1118.8,10.9194
1118.93,14.4563
1119.09,20.1008
1119.29,28.8747
1119.82,56.513
1120.06,65.7159
1120.28,68.9915
1120.3,69.0139
1120.49,66.9078
1120.7,60.1966
1121.01,45.0044
1121.35,26.9509
1121.53,19.3131
1121.69,13.9536
1121.82,10.3445
1121.94,7.87882
1122.05,6.03106
1122.16,4.60643
1122.27,3.52711
1122.38,2.76
1122.49,2.16919
1122.6,1.73196
1122.71,1.40915
1122.82,1.15843
1122.95,0.953208
1123.08,0.805536
1123.27,0.657957
1123.49,0.538981
1123.77,0.438518
1124.11,0.356124
1124.47,0.292994
1124.88,0.24444
1125.34,0.205587
1125.83,0.180989
1126.15,0.174956
1126.4,0.180581
1126.56,0.193386
1126.68,0.210685
1126.82,0.243845
1126.94,0.285986
1127.06,0.345844
1127.18,0.428372
1127.3,0.538881
1127.42,0.682567
1127.57,0.907038
1127.73,1.23773
1127.95,1.76688
1128.41,3.06518
1128.66,3.58299
1128.87,3.76219
1128.9,3.76444
1129.11,3.62049
1129.34,3.18987
1129.76,2.01068
1130.0,1.36514
1130.17,0.979442
1130.32,0.716243
1130.46,0.532423
1130.58,0.406631
