48-Cd-113(n,&gamma;) ENDF/B-VII.1
2111.73,0.112381
2111.89,0.133427
2112.06,0.163452
2112.2,0.198678
2112.33,0.247242
2112.47,0.314362
2112.59,0.389339
2112.7,0.486863
2112.83,0.630235
2112.96,0.819258
2113.09,1.06537
2113.22,1.38133
2113.37,1.84542
2113.52,2.48083
2113.69,3.33751
2113.88,4.53387
2114.11,6.40024
2114.42,9.50324
2114.97,15.2524
2115.28,17.635
2115.57,18.5038
2115.6,18.5092
2115.87,17.8879
2116.13,16.153
2116.55,11.9978
2117.0,7.24924
2117.26,5.04801
2117.45,3.66698
2117.63,2.67569
2117.8,1.96341
2117.94,1.48654
2118.07,1.14827
2118.2,0.883571
2118.33,0.679416
2118.45,0.533692
2118.57,0.425438
2118.68,0.341977
2118.82,0.267108
2118.96,0.212888
2119.1,0.173597
2119.25,0.141763
2119.42,0.118051
2119.59,0.101108
2119.81,0.0851164
2120.1,0.0705876
2120.47,0.0582104
2120.91,0.0478195
2121.39,0.0397066
2122.04,0.0319053
2122.68,0.0263525
2123.46,0.021549
2124.36,0.0175696
2125.24,0.0147742
2126.47,0.0119941
2127.7,0.0100577
2129.27,0.00830281
2131.04,0.00694406
2132.81,0.00600558
2135.11,0.00517967
2137.98,0.00457478
2141.42,0.00420012
2143.29,0.00413502
2146.26,0.00426112
2148.25,0.00454401
2150.23,0.00508049
2151.65,0.00571307
2152.92,0.0066012
2153.98,0.00773842
2154.87,0.00917089
2155.63,0.010993
2156.27,0.0132288
2156.8,0.0159885
2157.18,0.0188587
2157.49,0.0222019
2157.75,0.0266308
2157.92,0.0306392
2158.1,0.0367704
2158.25,0.0443204
2158.4,0.0550531
2158.53,0.0674559
2158.66,0.0841846
2158.79,0.107535
2158.91,0.137843
2159.04,0.177934
2159.17,0.23039
2159.3,0.298145
2159.43,0.392589
2159.58,0.523635
2159.74,0.709183
2159.91,0.94752
2160.11,1.31668
2160.37,1.89528
2160.82,3.14274
2161.2,4.18945
2161.51,4.762
2161.8,4.9571
2162.07,4.78671
2162.34,4.31158
2162.76,3.19959
2163.22,1.92615
2163.47,1.34205
2163.67,0.974923
2163.85,0.71482
2164.02,0.526121
2164.17,0.391426
2164.3,0.299957
2164.44,0.228975
2164.56,0.176991
2164.69,0.137261
2164.82,0.107234
2164.94,0.0847418
2165.07,0.0680066
2165.2,0.0555977
2165.33,0.0463985
2165.5,0.0376732
2165.66,0.0316879
2165.87,0.02678
2166.14,0.0224825
2166.41,0.0195906
2166.82,0.0166055
2167.33,0.0140789
2167.94,0.012022
2168.77,0.0102015
2169.74,0.0089081
2170.96,0.00802649
2172.3,0.00765037
2172.66,0.00763283
2174.08,0.0079052
2175.14,0.00856147
2175.9,0.00943948
2176.51,0.0106546
2176.91,0.0120871
2177.2,0.0138155
2177.4,0.0157857
2177.6,0.0188253
2177.76,0.0224611
2177.92,0.0276867
2178.07,0.0340722
2178.21,0.042729
2178.35,0.0543279
2178.5,0.0709091
2178.66,0.0940951
2178.82,0.124479
2178.98,0.16331
2179.17,0.221957
2179.38,0.304688
2179.66,0.441347
2180.35,0.819687
2180.68,0.947348
2180.97,0.994002
2181.0,0.994357
2181.28,0.960303
2181.55,0.86509
2181.98,0.639018
2182.44,0.38871
2182.7,0.273312
2182.9,0.201059
2183.08,0.149793
2183.25,0.114243
2183.41,0.0868856
2183.55,0.0686107
2183.69,0.0546732
2183.83,0.0442296
2183.99,0.0356128
2184.16,0.0296441
2184.32,0.0255793
2184.52,0.0223286
2184.77,0.0200579
2185.13,0.0186741
2185.47,0.0183116
2186.16,0.0189113
2186.89,0.0207944
2187.46,0.0232611
2188.03,0.0270734
2188.39,0.0307502
2188.66,0.0348283
2188.93,0.0411023
2189.15,0.0493976
2189.33,0.0594354
2189.49,0.0722872
2189.64,0.089326
2189.8,0.112872
2189.95,0.14512
2190.1,0.18872
2190.25,0.246736
2190.41,0.32892
2190.57,0.431667
2190.75,0.579078
2190.93,0.773411
2191.16,1.06526
2191.47,1.55804
2192.05,2.55694
2192.38,2.94985
2192.67,3.09426
2192.7,3.09545
2192.99,2.98319
2193.27,2.66848
2193.74,1.90652
2194.16,1.20578
2194.41,0.875595
2194.6,0.660362
2194.8,0.492058
2194.97,0.382002
2195.14,0.299258
2195.3,0.239279
2195.44,0.204903
2195.61,0.173882
2195.74,0.158941
2195.92,0.147623
2196.09,0.144096
2196.27,0.147014
2196.49,0.159233
2196.71,0.182606
2196.9,0.216888
2197.07,0.259656
2197.23,0.321692
2197.36,0.394186
2197.5,0.492573
2197.63,0.625322
2197.77,0.811135
2197.91,1.04338
2198.04,1.34514
2198.19,1.79497
2198.35,2.40402
2198.51,3.21582
2198.69,4.35338
2198.89,6.00937
2199.13,8.3891
2199.55,13.4316
2200.01,19.0441
2200.34,21.6104
2200.6,22.3087
2200.88,21.5352
2201.14,19.5489
2201.52,15.1888
2202.03,8.86087
2202.29,6.1981
2202.49,4.50352
2202.68,3.27138
2202.84,2.44634
2202.99,1.86381
2203.13,1.41033
2203.28,1.06381
2203.4,0.841655
2203.52,0.6684
2203.65,0.534422
2203.77,0.431535
2203.91,0.339535
2204.06,0.273021
2204.22,0.220306
2204.38,0.182996
2204.57,0.152328
2204.82,0.125513
2205.12,0.103335
2205.44,0.086954
2205.9,0.0708197
2206.45,0.0571868
2207.03,0.0469558
2207.66,0.0389701
2208.36,0.0324086
2209.2,0.0267007
2210.13,0.0221811
2211.24,0.0183632
2212.52,0.015256
2214.02,0.0127887
2215.67,0.0110024
2217.31,0.0098467
2218.94,0.0091179
2220.88,0.00869001
2221.85,0.00863474
2223.66,0.00881228
2225.91,0.00961255
2227.72,0.0108458
2229.07,0.012306
2230.4,0.0144401
2231.55,0.0170992
2232.64,0.0207721
2233.56,0.0251854
2234.41,0.0311022
2235.11,0.0380728
2235.72,0.0464835
2236.24,0.0567142
2236.66,0.0682786
2237.0,0.0814088
2237.3,0.09819
2237.54,0.118173
2237.75,0.144286
2237.93,0.176292
2238.08,0.215181
2238.23,0.269517
2238.36,0.331151
2238.48,0.412751
2238.61,0.520314
2238.74,0.67409
2238.88,0.886322
2239.02,1.16633
2239.16,1.5301
2239.32,2.03213
2239.48,2.74292
2239.66,3.73578
2239.85,5.05337
2240.1,7.21247
2240.5,11.4253
2240.97,16.4409
2241.29,18.8025
2241.59,19.6323
2241.6,19.6329
2241.89,18.9002
2242.17,16.9403
2242.63,12.1386
2243.07,7.49665
2243.31,5.36416
2243.51,3.92378
2243.68,2.91716
2243.85,2.16866
2244.0,1.63692
2244.14,1.26198
2244.27,0.969262
2244.41,0.744096
2244.54,0.573203
2244.68,0.44495
2244.81,0.349548
2244.94,0.283518
2245.09,0.225308
2245.24,0.183696
2245.42,0.149548
2245.62,0.12293
2245.86,0.101564
2246.16,0.083893
2246.52,0.0696182
2246.94,0.0579843
2247.48,0.0474617
2248.03,0.0399811
2248.68,0.033538
2249.46,0.0282238
2250.39,0.0242127
2251.19,0.022157
2252.14,0.0212859
2252.8,0.0218036
2253.46,0.023749
2253.85,0.02628
2254.11,0.029249
2254.31,0.0327915
2254.51,0.0384961
2254.68,0.0459841
2254.82,0.0546804
2254.95,0.0668324
2255.09,0.0837569
2255.23,0.107161
2255.34,0.134644
2255.46,0.170494
2255.59,0.218278
2255.71,0.279658
2255.85,0.372244
2256.0,0.492008
2256.15,0.65601
2256.32,0.885415
2256.52,1.2299
2256.75,1.7418
2257.06,2.55892
2257.65,4.24068
2257.97,4.9116
2258.27,5.15538
2258.3,5.15782
2258.58,4.98074
2258.87,4.44964
2259.31,3.23797
2259.75,1.97712
2259.99,1.41401
2260.18,1.04624
2260.36,0.771826
2260.53,0.568263
2260.68,0.422887
2260.82,0.322239
2260.95,0.243256
2261.08,0.185743
2261.22,0.142023
2261.35,0.109208
2261.47,0.086767
2261.59,0.0697792
2261.72,0.0557405
2261.85,0.0456487
2261.98,0.0382771
2262.13,0.0322129
2262.32,0.0270065
2262.54,0.022899
2262.81,0.0197582
2263.11,0.0172693
2263.58,0.0147047
2264.16,0.0125284
2264.87,0.0107055
2265.81,0.00913148
2266.88,0.00800054
2267.95,0.00731239
2269.51,0.0068594
2270.0,0.00683636
2271.22,0.00705471
2272.03,0.00748318
2272.84,0.00826074
2273.47,0.00924885
2274.03,0.0106125
2274.48,0.0123229
2274.81,0.0143558
2275.04,0.0164226
2275.25,0.0193615
2275.43,0.0231206
2275.58,0.0276087
2275.74,0.0339005
2275.89,0.0427376
2276.03,0.0543821
2276.17,0.0693197
2276.31,0.0891922
2276.45,0.115314
2276.58,0.149174
2276.72,0.192393
2276.88,0.256867
2277.05,0.343248
2277.23,0.462159
2277.46,0.649179
2277.76,0.954481
2278.47,1.76276
2278.79,2.01733
2279.09,2.1069
2279.1,2.10697
2279.39,2.02805
2279.68,1.81692
2280.14,1.3004
2280.58,0.802701
2280.82,0.583587
2281.03,0.421996
2281.21,0.313101
2281.37,0.239544
2281.53,0.18283
2281.66,0.145896
2281.8,0.118221
2281.93,0.0984626
2282.08,0.0848902
2282.22,0.0776488
2282.34,0.0757654
2282.51,0.078598
2282.65,0.085465
2282.83,0.0992835
2283.1,0.128193
2283.92,0.239784
2284.25,0.268005
2284.49,0.27452
2284.79,0.263872
2285.1,0.233752
2285.62,0.159484
2286.0,0.104651
2286.26,0.074789
2286.46,0.0560378
2286.63,0.0429739
2286.81,0.0327558
2286.98,0.0249959
2287.15,0.0195046
2287.32,0.0154721
2287.48,0.0125642
2287.65,0.0104966
2287.84,0.00886982
2288.08,0.00756925
2288.32,0.00676636
2288.62,0.0061427
2289.17,0.00550873
2289.83,0.00508223
2290.89,0.00469849
2292.14,0.00450066
2292.76,0.0044723
2294.35,0.00458214
2295.94,0.00497499
2297.37,0.00566962
2298.48,0.00657429
2299.4,0.00775161
2300.15,0.00921401
2300.77,0.0109611
2301.28,0.0130826
2301.66,0.0153479
2301.93,0.0177291
2302.17,0.0207844
2302.38,0.0247122
2302.55,0.0295508
2302.71,0.0361617
2302.85,0.0446
2302.97,0.0542118
2303.09,0.0669978
2303.21,0.0839524
2303.34,0.108901
2303.47,0.141408
2303.59,0.182337
2303.71,0.235127
2303.86,0.315193
2304.0,0.419474
2304.16,0.563446
2304.33,0.769171
2304.51,1.05843
2304.72,1.46191
2304.99,2.09057
2305.76,4.24742
2306.07,4.85462
2306.36,5.09966
2306.4,5.10275
2306.67,4.93363
2306.95,4.46069
2307.38,3.30531
2307.85,2.0009
2308.09,1.42484
2308.31,1.01748
2308.49,0.741742
2308.66,0.552892
2308.81,0.411428
2308.95,0.31338
2309.08,0.237169
2309.22,0.179522
2309.35,0.136898
2309.48,0.104856
2309.61,0.0810317
2309.73,0.0648533
2309.85,0.0526603
2309.98,0.0426049
2310.14,0.0343525
2310.31,0.028067
2310.48,0.0237688
2310.68,0.0202439
2310.92,0.0174628
2311.28,0.0147307
2311.76,0.0123357
2312.33,0.0104183
2312.94,0.00902091
2313.78,0.00774093
2314.82,0.00676078
2315.87,0.00619505
2317.29,0.00584338
2317.76,0.00580729
2319.32,0.00593877
2320.88,0.00647176
2322.05,0.00720986
2323.21,0.00838958
2324.12,0.00979913
2324.89,0.0115491
2325.53,0.0136435
2326.13,0.016474
2326.55,0.0194046
2326.89,0.0227999
2327.15,0.0265445
2327.36,0.0311367
2327.55,0.0369916
2327.72,0.0449117
2327.86,0.0543228
2328.0,0.0674577
2328.13,0.0837007
2328.26,0.105621
2328.38,0.133185
2328.51,0.171787
2328.64,0.222742
2328.76,0.289245
2328.89,0.374944
2329.03,0.497589
2329.18,0.654753
2329.34,0.88013
2329.51,1.19959
2329.72,1.66144
2329.96,2.37359
2330.33,3.67182
2330.85,5.5369
2331.15,6.34447
2331.45,6.68428
2331.5,6.69176
2331.78,6.45513
2332.07,5.79629
2332.52,4.20844
2332.96,2.60353
2333.22,1.82977
2333.42,1.33474
2333.6,0.990701
2333.76,0.742395
2333.9,0.565551
2334.05,0.422282
2334.18,0.3269
2334.31,0.252439
2334.44,0.195081
2334.57,0.149344
2334.7,0.117001
2334.83,0.0928762
2334.97,0.0733297
2335.11,0.0593841
2335.25,0.0494379
2335.42,0.041139
2335.59,0.035481
2335.82,0.03047
2336.05,0.0271703
2336.39,0.0239422
2336.73,0.0218357
2337.19,0.0200073
2337.78,0.0186847
2338.38,0.0182333
2339.04,0.0185642
2339.86,0.0201899
2340.51,0.0226757
2341.1,0.0261821
2341.57,0.0303792
2341.95,0.035226
2342.28,0.0414901
2342.55,0.0492643
2342.77,0.0591201
2342.96,0.0719193
2343.11,0.0875031
2343.24,0.104701
2343.38,0.131098
2343.51,0.163039
2343.64,0.208696
2343.76,0.261997
2343.88,0.330828
2344.0,0.418914
2344.14,0.556086
2344.28,0.735402
2344.42,0.965779
2344.58,1.2927
2344.75,1.75198
2344.95,2.41544
2345.17,3.34576
2345.46,4.85205
2346.14,8.77925
2346.46,10.072
2346.77,10.5905
2346.8,10.5957
2347.08,10.2271
2347.37,9.19977
2347.81,6.79101
2348.28,4.10302
2348.54,2.85564
2348.75,2.0516
2348.93,1.52026
2349.09,1.14154
2349.25,0.845767
2349.39,0.642289
2349.53,0.485302
2349.65,0.383765
2349.77,0.303966
2349.89,0.241872
2350.01,0.193959
2350.14,0.153072
2350.28,0.121556
2350.42,0.0989248
2350.58,0.0811793
2350.74,0.0688259
2350.93,0.058703
2351.18,0.0500312
2351.47,0.0440392
2351.86,0.0395221
2352.25,0.0374604
2352.44,0.0372351
2352.81,0.0386351
2353.06,0.0418162
2353.27,0.046925
2353.44,0.0536261
2353.61,0.0638866
2353.76,0.0770875
2353.91,0.0958137
2354.05,0.121172
2354.18,0.152958
2354.32,0.194942
2354.46,0.256611
2354.61,0.337834
2354.76,0.442727
2354.92,0.590391
2355.1,0.795643
2355.29,1.07512
2355.54,1.51932
2355.88,2.28832
2356.45,3.61205
2356.78,4.14223
2357.08,4.335
2357.1,4.33545
2357.4,4.16345
2357.72,3.663
2358.28,2.36476
2358.64,1.56584
2358.87,1.12564
2359.08,0.820951
2359.26,0.600066
2359.43,0.443526
2359.58,0.334045
2359.73,0.251724
2359.86,0.196927
2359.99,0.154088
2360.11,0.120981
2360.24,0.0956532
2360.37,0.0753401
2360.49,0.0619538
2360.64,0.0495448
2360.79,0.0406595
2360.97,0.0332123
2361.17,0.0274124
2361.38,0.0234551
2361.66,0.0199508
2362.03,0.0168679
2362.5,0.0142638
2363.07,0.0120523
2363.78,0.0100976
2364.65,0.00848604
2365.78,0.00706792
2366.95,0.00609219
2368.36,0.00531011
2370.16,0.00467958
2372.16,0.00429777
2374.17,0.0041778
2375.76,0.00428995
2377.35,0.00467067
2378.41,0.00518156
2379.33,0.00593162
2380.1,0.00696326
2380.63,0.00811267
2381.03,0.00942054
2381.27,0.0106351
2381.52,0.0124292
2381.72,0.0146879
2381.88,0.0173046
2382.05,0.0210117
2382.2,0.0257225
2382.35,0.0324917
2382.48,0.0401127
2382.6,0.0500795
2382.73,0.0630067
2382.86,0.0796091
2383.0,0.10405
2383.17,0.139405
2383.33,0.185286
2383.5,0.250722
2383.69,0.334535
2383.92,0.467565
2384.21,0.680373
2384.95,1.27777
2385.27,1.46367
2385.58,1.53125
2385.6,1.53149
2385.91,1.47141
2386.21,1.30554
2386.7,0.915602
2387.12,0.583294
2387.37,0.413741
2387.58,0.301792
2387.76,0.223716
2387.93,0.16893
2388.09,0.126209
2388.23,0.0972573
2388.38,0.0748338
2388.52,0.0577319
2388.66,0.044868
2388.8,0.0355957
2388.94,0.0286865
2389.09,0.0230866
2389.24,0.0190806
2389.43,0.0157349
2389.62,0.0133512
2389.88,0.0113072
2390.13,0.00997773
2390.54,0.00861244
2391.15,0.00739289
2391.81,0.00662412
2392.79,0.00602649
2393.77,0.00585538
2394.97,0.00611952
2395.97,0.006815
2396.57,0.00754821
2397.18,0.00868471
2397.69,0.0102032
2398.04,0.0119013
2398.3,0.013775
2398.5,0.0160011
2398.69,0.0191155
2398.84,0.0226333
2399.0,0.0275225
2399.15,0.03434
2399.29,0.0427337
2399.42,0.0539751
2399.56,0.068909
2399.7,0.0885411
2399.84,0.115105
2399.98,0.149409
2400.14,0.200057
2400.32,0.269681
2400.5,0.363764
2400.71,0.502463
2400.97,0.708282
2401.4,1.13123
2401.88,1.60873
2402.19,1.81297
2402.5,1.88932
2402.5,1.88932
2402.79,1.82199
2403.08,1.64125
2403.54,1.19408
2404.0,0.73528
2404.28,0.509642
2404.48,0.375511
2404.67,0.274332
2404.85,0.201906
2405.01,0.151564
2405.15,0.117357
2405.3,0.0886142
2405.43,0.0702518
2405.56,0.055982
2405.68,0.0449936
2405.81,0.0365945
2405.97,0.0290226
2406.13,0.0234706
2406.3,0.0191822
2406.48,0.016226
2406.69,0.013802
2406.98,0.0116952
2407.29,0.0101741
2407.78,0.00863903
2408.39,0.00740527
2409.23,0.00633368
2409.92,0.00576196
2410.85,0.00526005
2412.23,0.00484795
2413.98,0.00469495
2415.54,0.00486674
2416.46,0.00520753
2416.97,0.00561747
2417.27,0.00608553
2417.57,0.00693692
2417.79,0.00801654
2417.99,0.00955879
2418.17,0.0116306
2418.33,0.0142308
2418.49,0.0177762
2418.65,0.0225229
2418.81,0.02875
2419.0,0.0381647
2419.2,0.0516298
2419.43,0.0708527
2419.7,0.100094
2420.53,0.206005
2420.87,0.237551
2421.18,0.248389
2421.2,0.248428
2421.5,0.239334
2421.83,0.211474
2422.4,0.138899
2422.77,0.0930157
2423.01,0.0678801
2423.21,0.0513256
2423.4,0.0387233
2423.57,0.0302955
2423.74,0.023771
2423.9,0.0188434
2424.08,0.0149741
2424.26,0.0122812
2424.43,0.0104154
2424.63,0.00900161
2424.83,0.00810699
2425.13,0.00735334
2425.53,0.00690994
2426.3,0.00669644
2426.44,0.00669365
2427.7,0.00688382
2429.47,0.00753411
2431.27,0.00855626
2433.34,0.0102459
2435.19,0.0124244
2436.78,0.0150495
2438.24,0.0184272
2439.54,0.0226603
2440.71,0.0280336
2441.71,0.0344628
2442.67,0.0431386
2443.47,0.0534095
2444.17,0.0660225
2444.77,0.0811271
2445.28,0.0991302
2445.76,0.122495
2446.11,0.147929
2446.4,0.177094
2446.65,0.214131
2446.86,0.259551
2447.03,0.312981
2447.21,0.387872
2447.36,0.476442
2447.51,0.592858
2447.66,0.753155
2447.81,0.968076
2447.96,1.25349
2448.11,1.62793
2448.26,2.12512
2448.42,2.79411
2448.6,3.74752
2448.8,5.11503
2449.03,7.09822
2449.32,10.2585
2450.1,20.2253
2450.45,23.4347
2450.77,24.6037
2450.8,24.6151
2451.09,23.8105
2451.37,21.5606
2451.83,16.0626
2452.32,9.78047
2452.6,6.79486
2452.83,4.89727
2453.03,3.5782
2453.21,2.64705
2453.37,2.011
2453.53,1.52091
2453.68,1.17903
2453.83,0.911948
2453.98,0.711276
2454.13,0.561825
2454.28,0.451083
2454.44,0.36413
2454.6,0.300856
2454.79,0.246542
2455.02,0.202738
2455.24,0.172084
2455.52,0.145602
2455.87,0.120892
2456.3,0.099834
2456.86,0.0804423
2457.46,0.0656236
2458.15,0.0534543
2458.92,0.0436171
2459.82,0.0354067
2460.88,0.0285951
2461.99,0.0235182
2463.16,0.019678
2464.62,0.0162862
2466.32,0.0135876
2468.3,0.0115439
2470.55,0.0102285
2472.05,0.00985074
2472.79,0.0098212
2474.15,0.0101149
2475.05,0.0106658
2475.96,0.0116948
2476.62,0.0129706
2477.13,0.0145724
2477.54,0.0166914
2477.85,0.0193811
2478.09,0.0228334
2478.27,0.0267441
2478.45,0.0324579
2478.61,0.0398586
2478.77,0.0502948
2478.92,0.0630284
2479.06,0.0800362
2479.21,0.102487
2479.35,0.131717
2479.51,0.175309
2479.68,0.231946
2479.86,0.313956
2480.05,0.417739
2480.26,0.568034
2480.56,0.824482
2481.29,1.55002
2481.65,1.8056
2481.96,1.89915
2482.0,1.90018
2482.31,1.82623
2482.62,1.62142
2483.15,1.11289
2483.57,0.707126
2483.83,0.504941
2484.03,0.375024
2484.22,0.282189
2484.4,0.211991
2484.57,0.161631
2484.72,0.127138
2484.88,0.101598
2485.03,0.0834518
2485.19,0.0714315
2485.31,0.0655972
2485.47,0.0625345
2485.49,0.0625173
2485.62,0.0641436
2485.74,0.06891
2485.88,0.0790062
2486.02,0.0950102
2486.17,0.118454
2486.31,0.151353
2486.45,0.196227
2486.6,0.256046
2486.74,0.334238
2486.88,0.434467
2487.05,0.580663
2487.23,0.791455
2487.44,1.10041
2487.69,1.55154
2488.02,2.28537
2488.63,3.75588
2488.97,4.31272
2489.28,4.51503
2489.3,4.51587
2489.61,4.34263
2489.91,3.86363
2490.39,2.75154
2490.83,1.71174
2491.1,1.19449
2491.3,0.874486
2491.49,0.641039
2491.65,0.480499
2491.82,0.355317
2491.96,0.270536
2492.1,0.204973
2492.25,0.155121
2492.39,0.11894
2492.52,0.0919203
2492.66,0.0719667
2492.8,0.0573643
2492.95,0.0457605
2493.11,0.0376406
2493.26,0.0319222
2493.45,0.027152
2493.67,0.0235298
2493.99,0.0203646
2494.36,0.0181093
2494.99,0.0159849
2495.82,0.0146839
2496.4,0.0144233
2497.06,0.0146772
2497.89,0.0159057
2498.55,0.0179163
2499.04,0.0204768
2499.37,0.0231593
2499.62,0.0261552
2499.87,0.0306861
2500.08,0.0364755
2500.24,0.0432276
2500.39,0.0517625
2500.55,0.0640061
2500.7,0.0810527
2500.83,0.100168
2500.96,0.125061
2501.09,0.157201
2501.23,0.2039
2501.38,0.264487
2501.54,0.35444
2501.71,0.470704
2501.9,0.643274
2502.1,0.874404
2502.35,1.2309
2502.68,1.81473
2503.34,3.06981
2503.67,3.5048
2503.99,3.66292
2504.0,3.6631
2504.28,3.54733
2504.56,3.22267
2504.97,2.51064
2505.51,1.47231
2505.79,1.02022
2506.02,0.731536
2506.2,0.544527
2506.37,0.409027
2506.54,0.306502
2506.68,0.236702
2506.83,0.182399
2506.97,0.140792
2507.11,0.110317
2507.25,0.0873024
2507.41,0.0684517
2507.56,0.0548793
2507.72,0.0451341
2507.9,0.0369655
2508.1,0.0310034
2508.34,0.0264371
2508.62,0.0228497
2508.99,0.0197604
2509.45,0.0172513
2510.07,0.0150775
2510.9,0.0132968
2511.93,0.0120745
2513.25,0.0114473
2513.75,0.0114001
2515.03,0.011659
2516.64,0.0127227
2517.92,0.0142758
2519.22,0.0167536
2520.2,0.0196098
2521.03,0.0230242
2521.82,0.0277546
2522.41,0.0328542
2522.9,0.038878
2523.32,0.0464342
2523.62,0.0545426
2523.84,0.0635767
2524.02,0.074462
2524.21,0.0902671
2524.37,0.110041
2524.51,0.134791
2524.66,0.168795
2524.8,0.215379
2524.95,0.278775
2525.09,0.364219
2525.23,0.47063
2525.37,0.617817
2525.51,0.808329
2525.68,1.0902
2525.84,1.45292
2526.04,1.99813
2526.24,2.71704
2526.5,3.87128
2526.88,5.98562
2527.39,8.88126
2527.74,10.3587
2528.06,10.8965
2528.1,10.9055
2528.4,10.5245
2528.69,9.45999
2529.15,6.96907
2529.64,4.22587
2529.91,2.94844
2530.12,2.184
2530.3,1.63591
2530.47,1.25236
2530.62,0.981842
2530.76,0.773287
2530.91,0.618288
2531.06,0.509283
2531.21,0.440153
2531.34,0.408966
2531.42,0.402611
2531.54,0.411395
2531.66,0.442714
2531.78,0.49817
2531.92,0.596933
2532.06,0.738066
2532.2,0.929089
2532.36,1.21983
2532.52,1.60166
2532.69,2.11236
2532.87,2.82358
2533.1,3.89936
2533.36,5.5178
2533.91,9.51603
2534.34,12.4761
2534.65,13.8001
2534.9,14.1515
2535.2,13.649
2535.5,12.2097
2535.97,8.89722
2536.44,5.49758
2536.7,3.92666
2536.92,2.83727
2537.11,2.08201
2537.28,1.57079
2537.44,1.17037
2537.59,0.894004
2537.72,0.69776
2537.86,0.539593
2538.0,0.418467
2538.14,0.326776
2538.27,0.258037
2538.41,0.206876
2538.57,0.165546
2538.73,0.134399
2538.89,0.11244
2539.09,0.0942324
2539.28,0.0818231
2539.48,0.0731401
2539.78,0.0643379
2540.08,0.0595784
2540.28,0.0585151
2540.49,0.059509
2540.69,0.0632453
2540.89,0.0707821
2541.04,0.0797966
2541.21,0.0945689
2541.39,0.11653
2541.56,0.144349
2541.75,0.187647
2541.95,0.244414
2542.18,0.332658
2542.46,0.46725
2543.32,0.957264
2543.67,1.097
2543.99,1.14426
2543.99,1.14424
2544.31,1.10046
2544.63,0.976955
2545.17,0.665848
2545.59,0.428312
2545.86,0.303787
2546.08,0.221592
2546.28,0.163941
2546.46,0.124388
2546.63,0.0941412
2546.79,0.0735395
2546.95,0.0580071
2547.11,0.046486
2547.29,0.0372722
2547.47,0.0306832
2547.65,0.0262582
2547.85,0.022821
2548.1,0.0200615
2548.4,0.0180297
2548.81,0.0163908
2549.35,0.0150299
2550.38,0.0135497
2551.76,0.0126537
2552.7,0.0125133
2554.13,0.0130167
2555.2,0.0141799
2556.05,0.0159531
2556.67,0.0181581
2557.1,0.0207009
2557.41,0.0236295
2557.68,0.0277013
2557.89,0.0328853
2558.07,0.0393427
2558.25,0.0487771
2558.41,0.0609554
2558.56,0.075841
2558.7,0.096626
2558.84,0.122305
2558.98,0.15567
2559.14,0.206648
2559.3,0.273499
2559.47,0.363936
2559.65,0.486336
2559.87,0.673423
2560.12,0.952697
2560.47,1.43206
2561.11,2.36691
2561.45,2.71905
2561.77,2.85521
2561.8,2.8564
2562.1,2.7589
2562.38,2.49639
2562.85,1.84115
2563.36,1.10259
2563.63,0.781379
2563.84,0.572138
2564.04,0.421842
2564.22,0.310896
2564.39,0.234709
2564.55,0.176304
2564.7,0.136027
2564.85,0.104536
2565.01,0.0811923
2565.14,0.0655736
2565.3,0.0527615
2565.45,0.043511
2565.64,0.035681
2565.83,0.0302875
2566.02,0.0265979
2566.27,0.0233073
2566.59,0.0206733
2567.1,0.0181027
2567.84,0.015921
2568.55,0.0146784
2569.97,0.0134168
2571.39,0.0130053
2573.66,0.0132431
2576.5,0.0145502
2579.34,0.0168461
2582.13,0.0202788
2584.45,0.0244415
2586.72,0.0302868
2588.61,0.0372446
2590.32,0.0460735
2591.83,0.0571336
2593.19,0.0711493
2594.4,0.0887066
2595.41,0.10901
2596.34,0.135097
2597.13,0.166146
2597.89,0.207446
2598.55,0.258482
2599.1,0.317597
2599.55,0.384685
2599.99,0.47315
2600.39,0.586208
2600.72,0.716561
2601.06,0.901924
2601.34,1.11278
2601.62,1.39333
2601.94,1.80618
2602.24,2.33447
2602.58,3.08742
2603.03,4.38809
2603.89,7.07602
2604.28,7.93497
2604.69,8.28977
2604.7,8.2899
2605.06,8.02533
2605.46,7.21365
2606.27,4.68273
2606.77,3.23001
2607.13,2.38991
2607.45,1.82024
2607.75,1.42062
2608.05,1.12151
2608.33,0.909012
2608.67,0.722315
2608.99,0.597656
2609.38,0.48234
2609.85,0.387789
2610.32,0.319536
2610.89,0.262445
2611.36,0.231796
2611.7,0.220951
2611.82,0.220117
2612.16,0.229004
2612.44,0.253727
2612.67,0.288361
2612.95,0.353714
2613.24,0.445126
2613.63,0.610384
2614.22,0.868302
2614.58,0.975449
2614.88,1.0064
2615.2,0.969453
2615.49,0.879631
2616.02,0.638911
2616.49,0.413259
2616.8,0.29663
2617.05,0.221356
2617.27,0.170878
2617.47,0.137972
2617.68,0.111036
2617.9,0.092029
2618.11,0.078866
2618.37,0.0683799
2618.73,0.0596202
2619.24,0.0528341
2620.05,0.0466031
2621.47,0.0396327
2623.09,0.0344087
2625.21,0.0302796
2626.93,0.0286491
2628.07,0.0283837
2629.54,0.029217
2631.02,0.032019
2632.0,0.0358424
2632.8,0.0412852
2633.34,0.0474014
2633.74,0.0552393
2634.01,0.0640377
2634.21,0.0745341
2634.39,0.0880153
2634.57,0.107801
2634.73,0.133538
