95-Am-241(n,total fission) ENDF/B-VII.1
75.3014,0.0326779
75.3258,0.02604
75.3476,0.0217412
75.3731,0.018244
75.3985,0.0159693
75.424,0.0146158
75.4498,0.0139877
75.4628,0.013919
75.4889,0.0142617
75.5182,0.0154554
75.5476,0.0176677
75.5723,0.0205423
75.5981,0.0248275
75.6248,0.0310208
75.652,0.039696
75.6786,0.0510135
75.7094,0.0680907
75.7454,0.0938682
75.7998,0.142022
75.8643,0.199408
75.9072,0.224558
75.9409,0.231208
75.9788,0.223099
76.0217,0.196303
76.1363,0.0914016
76.1685,0.0673329
76.1959,0.0509683
76.2228,0.0386045
76.2466,0.0303491
76.2708,0.0242361
76.2938,0.0201731
76.3134,0.0178225
76.3331,0.0163683
76.3528,0.0157219
76.3594,0.0156787
76.3825,0.0162191
76.4024,0.0176112
76.4223,0.0199905
76.4422,0.0235422
76.4646,0.0292362
76.487,0.0371057
76.5094,0.0475559
76.5357,0.063649
76.5636,0.0854186
76.6006,0.121812
76.6925,0.226986
76.7366,0.263598
76.7755,0.276201
76.7789,0.276277
76.8161,0.266194
76.8549,0.236846
76.9212,0.162427
76.9715,0.10616
77.0057,0.0750546
77.0324,0.0558758
77.0567,0.0422418
77.0789,0.0326065
77.1013,0.0252638
77.1236,0.0198384
77.146,0.0159183
77.1658,0.0134018
77.1907,0.0112
77.2155,0.00974282
77.2503,0.00850871
77.295,0.00771875
77.3398,0.0074015
77.3774,0.00734385
77.4526,0.00761359
77.5278,0.00835377
77.5843,0.00930212
77.6407,0.0107891
77.688,0.0127685
77.7258,0.0152262
77.7589,0.0184681
77.7873,0.0225226
77.8131,0.0277052
77.8372,0.0343096
77.8613,0.0431521
77.8853,0.0548129
77.9098,0.0701846
77.9356,0.0907761
77.9674,0.122956
78.0087,0.17545
78.105,0.316789
78.1504,0.36647
78.1972,0.390364
78.213,0.391821
78.2787,0.37381
78.3423,0.356581
78.387,0.367382
78.5077,0.457245
78.5351,0.46381
78.5754,0.448881
78.6142,0.406285
78.6719,0.307465
78.7355,0.190174
78.772,0.134525
78.8011,0.099515
78.8269,0.0753334
78.8504,0.0584991
78.8715,0.0469626
78.895,0.0374661
78.9185,0.0307557
78.942,0.0261797
78.9689,0.0228801
78.991,0.021309
79.0255,0.0203829
79.0549,0.0207689
79.0844,0.0221998
79.1139,0.0248646
79.1433,0.0291825
79.1697,0.035002
79.1968,0.0435923
79.2204,0.0539889
79.2441,0.0677874
79.2711,0.0886219
79.3007,0.118629
79.3345,0.162988
79.3742,0.228008
79.468,0.400046
79.5111,0.455963
79.5516,0.476869
79.555,0.477
79.5922,0.461949
79.6361,0.409898
79.7548,0.201222
79.789,0.153139
79.8209,0.119155
79.8479,0.0983672
79.875,0.0842516
79.9001,0.0761815
79.9322,0.0713382
79.9523,0.070676
79.9965,0.0736022
80.0477,0.0825786
80.0875,0.0943144
80.1223,0.109824
80.1571,0.132087
80.195,0.1652
80.2581,0.237313
80.3159,0.303481
80.3571,0.33454
80.3901,0.342819
80.4302,0.330159
80.4688,0.296772
80.5365,0.209061
80.5937,0.134533
80.6296,0.0967348
80.6585,0.072826
80.6854,0.0557041
80.7093,0.0442253
80.7332,0.0357691
80.7556,0.0301502
80.778,0.0263613
80.8049,0.0237761
80.8317,0.0229105
80.8362,0.0229081
80.8676,0.0238499
80.9067,0.026947
80.9701,0.0347535
81.0937,0.0529242
81.1388,0.0628122
81.1728,0.0743456
81.2042,0.0898116
81.2389,0.113448
81.283,0.153525
81.3731,0.249043
81.4142,0.280413
81.456,0.292929
81.458,0.292958
81.5004,0.28122
81.5402,0.251599
81.645,0.143329
81.6728,0.121106
81.6914,0.110168
81.7179,0.101122
81.7312,0.0998962
81.7508,0.102608
81.77,0.110967
81.7892,0.125514
81.8116,0.150989
81.8372,0.192113
81.8667,0.255998
81.9026,0.355859
82.0031,0.689169
82.0477,0.793822
82.0877,0.828007
82.0888,0.828021
82.127,0.797791
82.1683,0.705719
82.2393,0.470282
82.2897,0.306781
82.3211,0.223542
82.3483,0.16582
82.3742,0.123096
82.3971,0.0941185
82.4172,0.0747794
82.4393,0.0589733
82.4605,0.0482239
82.4817,0.04099
82.4994,0.0371725
82.5206,0.0348161
82.5348,0.034432
82.5567,0.0355497
82.5791,0.0387322
82.6053,0.0450402
82.6351,0.0557809
82.6655,0.0707213
82.7044,0.095377
82.812,0.177458
82.8592,0.202436
82.8997,0.209841
82.9424,0.201438
82.9911,0.174514
83.1011,0.0904472
83.1369,0.0682506
83.1675,0.053355
83.1984,0.0421396
83.2257,0.035041
83.2542,0.029914
83.2809,0.026695
83.3143,0.0241858
83.3731,0.0219805
83.468,0.0204897
83.4842,0.0204308
83.5282,0.0208776
83.5673,0.0225122
83.5977,0.0250979
83.6281,0.0293782
83.6561,0.0353589
83.6846,0.0441021
83.7132,0.0561689
83.7417,0.0721535
83.7742,0.0955975
83.8178,0.135492
83.9236,0.24634
83.9664,0.276943
84.0088,0.28828
84.0111,0.288287
84.0536,0.277443
84.1027,0.243676
84.1938,0.164286
84.2311,0.142763
84.2596,0.135736
84.266,0.135546
84.285,0.138409
84.3103,0.1513
84.3294,0.168879
84.3536,0.202756
84.3796,0.255787
84.4057,0.328518
84.4352,0.436897
84.4691,0.597136
84.5177,0.883127
84.5991,1.39055
84.6428,1.57736
84.6846,1.64149
84.7257,1.57958
84.7664,1.41031
84.8395,0.959488
84.8938,0.627847
84.9277,0.457973
84.9548,0.348114
84.982,0.261002
85.0068,0.199171
85.0306,0.15387
85.0543,0.119564
85.0781,0.093973
85.1018,0.0750738
85.1259,0.0609872
85.1523,0.0498385
85.1824,0.0408526
85.2126,0.0345178
85.2503,0.0289429
85.2955,0.0243214
85.352,0.0203557
85.4086,0.0175652
85.4839,0.0149432
85.5781,0.0127565
85.6724,0.0113337
85.7737,0.0103735
85.9012,0.00979629
85.9649,0.0097564
86.0689,0.0102082
86.1314,0.0111511
86.168,0.0122679
86.2047,0.0141737
86.2353,0.0167224
86.2658,0.0205627
86.2934,0.0255162
86.3209,0.0322688
86.3478,0.0409348
86.379,0.0537818
86.4211,0.0757453
86.5268,0.139193
86.5725,0.157503
86.6104,0.162756
86.6516,0.157
86.6912,0.14161
86.7775,0.0916442
86.8243,0.0661971
86.8579,0.0516698
86.8868,0.0420097
86.9158,0.034894
86.9447,0.0300278
86.9735,0.0270342
87.0082,0.0254381
87.0197,0.0253211
87.0543,0.0261042
87.089,0.0286283
87.1208,0.032752
87.1513,0.038778
87.1818,0.0473782
87.2124,0.0591184
87.2473,0.0769369
87.2912,0.106186
87.4229,0.212684
87.4914,0.251462
87.559,0.285284
87.5942,0.318574
87.6228,0.365264
87.6503,0.434871
87.6759,0.528772
87.7016,0.656475
87.7326,0.862263
87.7677,1.16483
87.8164,1.68867
87.8951,2.58288
87.9403,2.93968
87.9836,3.06267
88.023,2.96062
88.0651,2.65003
88.1345,1.87571
88.1933,1.20833
88.2284,0.880274
88.2576,0.659595
88.2849,0.496564
88.3108,0.376444
88.3362,0.286976
88.3615,0.220047
88.3868,0.170798
88.4128,0.134247
88.44,0.106788
88.4673,0.0872916
88.4985,0.0716102
88.5336,0.0594235
88.5726,0.0500697
88.6213,0.0420556
88.6816,0.0354292
88.7397,0.0311663
88.8094,0.0279209
88.8791,0.0263799
88.9023,0.0262625
88.9487,0.0267504
89.0021,0.0288668
89.0422,0.0319897
89.0831,0.0371243
89.1217,0.0445384
89.1542,0.0535852
89.1856,0.0658148
89.2146,0.0814614
89.2436,0.102824
89.2698,0.128603
89.2993,0.166847
89.3312,0.221566
89.3669,0.301149
89.4119,0.428181
89.5152,0.756402
89.5616,0.854676
89.6015,0.883126
89.6439,0.848671
89.6874,0.752643
89.7675,0.49225
89.8206,0.325402
89.8551,0.237552
89.8865,0.173998
89.9135,0.131689
89.9404,0.0992801
89.9644,0.0774541
89.9883,0.0609421
90.0134,0.0481216
90.0381,0.03888
90.067,0.0311763
90.0958,0.0257812
90.1246,0.0219339
90.1635,0.0183047
90.2085,0.0154596
90.2646,0.0130282
90.3395,0.0108345
90.4331,0.00900242
90.5454,0.00754022
90.6577,0.00654266
90.8074,0.00563932
90.9946,0.00492346
91.2192,0.00443447
91.4585,0.00421402
91.5382,0.00419848
91.76,0.00430897
91.9818,0.00469098
92.1606,0.00529065
92.3095,0.00611449
92.4287,0.00712417
92.533,0.00843315
92.6224,0.010082
92.6969,0.0120831
92.7528,0.0142171
92.8086,0.0173122
92.8533,0.0210416
92.8906,0.0256877
92.9204,0.0310811
92.9464,0.0376769
92.9725,0.0468069
92.9975,0.0588509
93.0209,0.0741469
93.0444,0.0944439
93.0678,0.121023
93.0917,0.155854
93.1185,0.206163
93.1498,0.281717
93.187,0.396542
93.2407,0.602277
93.3211,0.925683
93.3643,1.04798
93.4088,1.09825
93.4117,1.09846
93.4537,1.05882
93.4969,0.944595
93.5699,0.656996
93.6303,0.419499
93.6653,0.306855
93.6951,0.229647
93.723,0.172581
93.7491,0.131361
93.7751,0.100029
93.7973,0.0797931
93.8208,0.063487
93.8442,0.0513081
93.8716,0.0410105
93.899,0.0337522
93.9256,0.028734
93.9608,0.0241585
94.003,0.020649
94.0452,0.0185129
94.0874,0.0173965
94.1156,0.0172111
94.1559,0.0179254
94.1923,0.0199847
94.2211,0.0230081
94.2499,0.0277512
94.2738,0.0334057
94.2978,0.040964
94.3266,0.0529898
94.3555,0.0686984
94.3895,0.0919957
94.441,0.135608
94.5167,0.203427
94.5653,0.234049
94.6083,0.244036
94.6099,0.244048
94.6489,0.236305
94.6916,0.212006
94.7615,0.151555
94.8208,0.0995485
94.8596,0.0718662
94.8902,0.0548183
94.9182,0.0428156
94.9462,0.0339104
94.9742,0.0276167
95.0022,0.023419
95.0262,0.0211355
95.0588,0.0195001
95.0805,0.0191584
95.1175,0.0197066
95.148,0.0211857
95.1844,0.024418
95.2132,0.0285495
95.2404,0.0343221
95.2655,0.041952
95.2911,0.0528379
95.314,0.0661675
95.3372,0.0839824
95.3617,0.108662
95.3883,0.143723
95.4152,0.189074
95.4479,0.258473
95.4874,0.362869
95.5923,0.682736
95.6424,0.793232
95.6886,0.834256
95.6952,0.83474
95.7437,0.800195
95.8581,0.593377
95.9026,0.53996
95.9472,0.52431
96.0072,0.550792
96.1114,0.615271
96.2284,0.644952
96.2895,0.699658
96.4017,0.855445
96.4438,0.875409
96.4881,0.84511
96.5361,0.751286
96.6044,0.546729
96.6704,0.342048
96.7097,0.242147
96.7406,0.179406
96.7691,0.133954
96.7962,0.100805
96.8194,0.0790458
96.8427,0.062392
96.8659,0.0498743
96.8892,0.0406196
96.9163,0.032956
96.945,0.0275907
96.9679,0.0247945
97.0023,0.0224884
97.0281,0.021992
97.0597,0.0227022
97.0939,0.0251645
97.1266,0.0292931
97.162,0.0359262
97.2046,0.046847
97.2734,0.069491
97.3379,0.0903182
97.3819,0.0996901
97.4219,0.102541
97.4641,0.0989376
97.5145,0.0868652
97.6421,0.0425179
97.6794,0.0319553
97.7131,0.0243909
97.745,0.0189399
97.7733,0.0153423
97.8017,0.012733
97.834,0.0107359
97.8676,0.00952255
97.8927,0.00908338
97.9095,0.00898997
97.9431,0.0092655
97.9721,0.0100256
98.0012,0.0113357
98.0302,0.0132862
98.0657,0.0166789
98.1044,0.0217804
98.1496,0.0295362
98.2649,0.0526104
98.3108,0.0588691
98.3556,0.0610214
98.3996,0.0588169
98.4495,0.0517696
98.5792,0.0255124
98.6203,0.0188007
98.6546,0.0144417
98.6866,0.0113423
98.7189,0.0090493
98.7512,0.00742301
98.7834,0.00630091
98.8247,0.00537683
98.8762,0.00472663
98.9447,0.00430587
99.0475,0.00408221
99.0818,0.00406336
99.2004,0.00414053
99.3191,0.00443224
99.4242,0.0049381
99.5083,0.00564486
99.5713,0.00653876
99.6134,0.00748183
99.6449,0.00850957
99.6775,0.0100282
99.7084,0.012111
99.7393,0.0151078
99.7658,0.0186837
99.7923,0.0234847
99.8203,0.030225
99.8497,0.0395707
99.8821,0.0529338
99.9174,0.0714575
99.9678,0.104405
100.059,0.170008
100.111,0.196848
100.155,0.205826
100.16,0.205913
100.2,0.199676
100.249,0.177375
100.327,0.122944
100.387,0.0817169
100.424,0.0608066
100.458,0.0456925
100.488,0.0351858
100.518,0.0272764
100.549,0.021522
100.575,0.0178653
100.604,0.0150512
100.633,0.0131216
100.668,0.0116286
100.702,0.0107452
100.749,0.0101762
100.78,0.0100594
100.842,0.0102903
100.905,0.0110792
100.967,0.012574
101.019,0.0147128
101.06,0.0174777
101.091,0.0206179
101.122,0.0252074
101.147,0.0306548
101.172,0.0378262
101.196,0.0475401
101.221,0.0605513
101.246,0.0777134
101.273,0.102744
101.299,0.133811
101.328,0.176463
101.365,0.245315
101.414,0.358618
101.507,0.586987
101.554,0.665538
101.599,0.694006
101.6,0.694009
101.64,0.672937
101.682,0.608742
101.748,0.456076
101.82,0.27849
101.861,0.196643
101.895,0.143549
101.923,0.109693
101.95,0.0835756
101.975,0.0658629
102.0,0.0522043
102.025,0.0421697
102.054,0.0342033
102.079,0.0293409
102.111,0.0254041
102.149,0.0229494
102.174,0.0223688
102.204,0.0226076
102.233,0.0237938
102.271,0.0266931
102.316,0.0323013
102.368,0.041632
102.49,0.0670636
102.552,0.0754872
102.669,0.0810519
102.7,0.0849954
102.724,0.0912617
102.754,0.104859
102.777,0.122092
102.801,0.147078
102.824,0.181922
102.848,0.23052
102.874,0.300552
102.903,0.402023
102.933,0.542243
102.97,0.752527
103.024,1.13936
103.101,1.71075
103.147,1.96478
103.192,2.07428
103.2,2.07665
103.245,1.99394
103.294,1.74543
103.423,0.794166
103.461,0.565474
103.493,0.414833
103.52,0.312822
103.547,0.23352
103.57,0.181209
103.593,0.140839
103.616,0.11018
103.64,0.0871973
103.661,0.071053
103.687,0.0568554
103.713,0.0467592
103.744,0.0385392
103.778,0.0322036
103.817,0.0274995
103.871,0.0232638
103.933,0.0202489
103.995,0.0183512
104.062,0.0171512
104.133,0.0166992
104.196,0.017164
104.249,0.018661
104.289,0.0210381
104.323,0.0244492
104.35,0.028615
104.376,0.0345921
104.404,0.0432491
104.429,0.0539698
104.454,0.0680689
104.483,0.0896073
104.512,0.117387
104.545,0.157102
104.593,0.229225
104.69,0.392655
104.743,0.454972
104.788,0.474904
104.79,0.474935
104.833,0.458691
104.88,0.407402
104.963,0.27123
105.017,0.18606
105.054,0.137325
105.086,0.104988
105.114,0.0827444
105.141,0.0658209
105.169,0.053424
105.197,0.0446963
105.229,0.0380731
105.263,0.0340957
105.297,0.0322565
105.32,0.0318743
105.366,0.0325539
105.423,0.0354889
105.48,0.0407723
105.527,0.0473399
105.567,0.0559204
105.604,0.0675881
105.635,0.082338
105.663,0.100788
105.69,0.126785
105.714,0.157379
105.738,0.198197
105.763,0.256273
105.788,0.33327
105.813,0.433451
105.839,0.56455
105.868,0.748256
105.903,1.03649
105.949,1.49613
106.072,2.936
106.128,3.38704
106.178,3.55298
106.19,3.55725
106.246,3.41573
106.316,2.96796
106.521,1.26847
106.577,0.879199
106.621,0.627208
106.655,0.467362
106.689,0.345408
106.718,0.2621
106.747,0.198266
106.775,0.153422
106.802,0.120248
106.829,0.0957483
106.856,0.0778291
106.887,0.0632214
106.919,0.0526379
106.956,0.0443999
106.993,0.0387938
107.042,0.0339073
107.091,0.0310996
107.129,0.0302182
107.167,0.0306821
107.205,0.0329192
107.244,0.0375702
107.277,0.0441527
107.31,0.0536603
107.343,0.0665029
107.385,0.0877368
107.449,0.128975
107.529,0.180778
107.576,0.200984
107.617,0.207305
107.664,0.199818
107.708,0.180067
107.785,0.128562
107.851,0.0841824
107.892,0.0619773
107.928,0.046287
107.961,0.0354444
107.991,0.0282028
108.02,0.0228235
108.049,0.0189149
108.085,0.0156669
108.126,0.0132384
108.168,0.0117085
108.223,0.0105105
108.296,0.00963931
108.407,0.00903883
108.502,0.00889258
108.619,0.00906436
108.766,0.00982771
108.883,0.0110084
108.985,0.0126846
109.074,0.0149356
109.148,0.0178606
109.199,0.0210173
109.238,0.0244784
109.274,0.0292538
109.305,0.0352341
109.33,0.0422306
109.356,0.0518381
109.383,0.0654669
109.409,0.0836075
109.434,0.108042
109.46,0.140418
109.486,0.182465
109.513,0.239257
109.546,0.327153
109.583,0.450244
109.632,0.656342
109.753,1.2112
109.814,1.40991
109.872,1.49719
109.9,1.50666
109.977,1.44876
110.066,1.26851
110.147,1.01507
110.286,0.483017
110.33,0.344795
110.364,0.256398
110.395,0.19339
110.426,0.144374
110.454,0.110737
110.481,0.0853839
110.506,0.0684942
110.533,0.0548078
110.56,0.0449633
110.587,0.0379857
110.614,0.0331294
110.646,0.0293637
110.675,0.0274817
110.71,0.0267391
110.746,0.0277707
110.781,0.030866
110.813,0.0357779
110.846,0.0433929
110.878,0.0540723
110.915,0.0704024
110.96,0.0961373
111.093,0.185698
111.154,0.214447
111.277,0.244068
111.32,0.265747
111.361,0.302906
111.401,0.358152
111.457,0.463534
111.541,0.636764
111.589,0.700535
111.627,0.718063
111.673,0.693212
111.717,0.625801
111.789,0.460904
111.862,0.284774
111.905,0.202222
111.937,0.15234
111.969,0.113196
111.996,0.0873512
112.024,0.0675735
112.051,0.0527769
112.075,0.0433622
112.103,0.0348313
112.132,0.0288431
112.16,0.0247207
112.195,0.0215657
112.229,0.0198882
112.259,0.0194503
112.29,0.0200034
112.321,0.0217219
112.348,0.0243567
112.376,0.028656
112.405,0.0347957
112.438,0.0444827
112.471,0.0573756
112.51,0.077162
112.567,0.112684
112.653,0.168944
112.707,0.192712
112.752,0.19937
112.799,0.192068
112.855,0.1686
112.95,0.117074
112.991,0.101584
113.017,0.0958641
113.052,0.0931524
113.094,0.0972507
113.165,0.115145
113.234,0.131997
113.278,0.135616
113.326,0.13117
113.381,0.116527
113.47,0.0871083
113.501,0.0800934
113.532,0.076456
113.549,0.0764106
113.583,0.0806695
113.616,0.0910955
113.65,0.107677
113.697,0.140272
113.815,0.238015
113.867,0.266226
113.91,0.274016
113.953,0.265543
114.005,0.236711
114.087,0.165957
114.152,0.110851
114.196,0.0801513
114.232,0.06093
114.263,0.0479022
114.294,0.0380212
114.325,0.0307906
114.358,0.0253673
114.393,0.0217703
114.421,0.0200063
114.462,0.0188003
114.473,0.018731
114.508,0.019167
114.542,0.0206302
114.576,0.0233436
114.61,0.0277162
114.639,0.0330587
114.669,0.0409919
114.701,0.0524262
114.733,0.0678439
114.767,0.0894082
114.803,0.119149
114.85,0.167493
114.976,0.32104
115.028,0.365229
115.078,0.381851
115.08,0.381885
115.124,0.370099
115.177,0.329145
115.314,0.169961
115.353,0.134084
115.386,0.111265
115.414,0.0982407
115.437,0.0920001
115.461,0.0897353
115.484,0.0913127
115.511,0.0978955
115.543,0.111256
115.587,0.137201
115.693,0.210182
115.743,0.232276
115.78,0.237389
115.831,0.227865
115.887,0.198773
115.98,0.137897
116.014,0.121236
116.05,0.111374
116.07,0.109768
116.104,0.113825
116.137,0.126557
116.179,0.152721
116.251,0.216171
116.322,0.275834
116.37,0.299333
116.397,0.303286
116.445,0.292372
116.499,0.255947
116.638,0.119293
116.681,0.085441
116.712,0.0650539
116.744,0.0489076
116.774,0.0370877
116.803,0.0284938
116.832,0.0221142
116.861,0.0174618
116.887,0.0143595
116.916,0.0119011
116.951,0.00984432
116.985,0.00844379
117.031,0.0072155
117.08,0.00640289
117.122,0.00596272
117.186,0.00568711
117.193,0.00568636
117.235,0.00583158
117.277,0.00628765
117.318,0.00710535
117.363,0.00851024
117.407,0.0104971
117.471,0.0141688
117.565,0.0199682
117.617,0.0220614
117.66,0.0226517
117.711,0.0218662
117.77,0.0192292
117.888,0.0122854
117.933,0.0104133
117.969,0.00965559
117.982,0.00957853
118.009,0.00983759
118.036,0.0107626
118.056,0.0119993
118.081,0.0143171
118.104,0.0174786
118.127,0.0218095
118.15,0.0275448
118.174,0.0349305
118.201,0.0462956
118.234,0.0631636
118.269,0.0867771
118.315,0.123991
118.412,0.211903
118.466,0.247366
118.514,0.260276
118.52,0.26043
118.563,0.252003
118.605,0.228543
118.675,0.169932
118.751,0.102225
118.791,0.0726531
118.825,0.05296
118.853,0.0400025
118.88,0.0301257
118.905,0.0230946
118.928,0.0181978
118.951,0.01447
118.974,0.0116818
118.998,0.00962986
119.021,0.00810474
119.051,0.00681008
119.081,0.00599332
119.111,0.00549659
119.15,0.00515835
119.186,0.00506835
119.232,0.00518002
119.278,0.00556211
119.324,0.00631674
119.362,0.00737613
119.393,0.00863295
119.423,0.0103534
119.455,0.0128922
119.488,0.0163269
119.524,0.0214216
119.56,0.0280872
119.601,0.0376518
119.643,0.0503531
119.69,0.0678039
119.739,0.0907137
119.788,0.119922
119.837,0.157563
119.891,0.209908
120.029,0.372679
120.086,0.415226
120.121,0.423077
120.171,0.40608
120.223,0.356166
120.316,0.22515
120.373,0.148115
120.413,0.10507
120.446,0.0764023
120.474,0.0573835
120.502,0.0428936
120.526,0.0330017
120.55,0.0254444
120.575,0.0197752
120.599,0.0155896
120.625,0.0124789
120.648,0.0103855
120.676,0.00860384
120.704,0.00738073
120.741,0.00631264
120.787,0.00551138
120.843,0.00496072
120.918,0.00456706
121.009,0.00436254
121.039,0.00434163
121.142,0.00442129
121.244,0.00475708
121.327,0.00533417
121.388,0.00610755
121.434,0.00708173
121.472,0.00834745
121.502,0.00981831
121.536,0.0121756
121.566,0.0151194
121.597,0.0191069
121.627,0.0243856
121.661,0.0321504
121.698,0.0428025
121.746,0.0604824
121.88,0.119409
121.93,0.134786
121.98,0.140976
121.985,0.14101
122.038,0.135343
122.103,0.116242
122.19,0.0865306
122.23,0.07827
122.259,0.0761907
122.292,0.0790576
122.325,0.0881441
122.358,0.103662
122.394,0.129189
122.438,0.169123
122.567,0.307227
122.619,0.344114
122.664,0.354912
122.717,0.341476
122.789,0.290415
122.86,0.237018
122.902,0.220452
122.913,0.219237
122.949,0.225905
122.98,0.245805
123.015,0.284927
123.059,0.357053
123.183,0.611077
123.238,0.685369
123.278,0.703557
123.328,0.676172
123.383,0.591689
123.524,0.277069
123.565,0.201509
123.601,0.147649
123.634,0.109966
123.662,0.0841747
123.691,0.064407
123.72,0.0495865
123.749,0.0387325
123.777,0.0308702
123.805,0.0251715
123.838,0.0204777
123.867,0.0176275
123.905,0.0149324
123.953,0.0127055
124.001,0.0112527
124.059,0.0101162
124.117,0.00941383
124.2,0.00897475
124.214,0.00896541
124.281,0.00921832
124.33,0.00981735
124.378,0.0109913
124.418,0.012684
124.451,0.01476
124.483,0.0177588
124.515,0.0220538
124.545,0.0273092
124.578,0.0353819
124.611,0.0461092
124.649,0.0622469
124.691,0.0845171
124.753,0.125389
124.849,0.191184
124.902,0.215746
124.95,0.223494
125.0,0.21539
125.057,0.188523
125.194,0.0963399
125.24,0.0717635
125.278,0.0563974
125.312,0.0472335
125.337,0.0429353
125.366,0.0407298
125.374,0.0406618
125.391,0.0413217
125.417,0.0444232
125.443,0.0501732
125.469,0.058724
125.499,0.072582
125.534,0.0937522
125.578,0.128371
125.674,0.220532
125.74,0.276938
125.788,0.301351
125.82,0.306216
125.867,0.296279
125.922,0.261803
126.048,0.152282
126.091,0.124343
126.122,0.111736
126.155,0.105163
126.166,0.104553
126.204,0.108206
126.246,0.120551
126.362,0.171454
126.417,0.184337
126.435,0.185282
126.483,0.178757
126.53,0.161084
126.604,0.118677
126.678,0.0744715
126.721,0.0533177
126.758,0.0390325
126.79,0.0295965
126.816,0.0235414
126.842,0.0189246
126.869,0.0155352
126.897,0.013032
126.922,0.0116384
126.947,0.0108961
126.966,0.0107194
126.995,0.0110307
127.025,0.0120705
127.059,0.0142311
127.094,0.0174793
127.133,0.0226025
127.177,0.0299123
127.253,0.0457965
127.331,0.0618738
127.387,0.0695181
127.442,0.0722168
127.448,0.0722188
127.577,0.0672003
127.621,0.0690334
127.662,0.0756921
127.703,0.0883736
127.748,0.10947
127.815,0.152134
127.898,0.20507
127.95,0.225884
127.989,0.23074
128.04,0.221736
128.092,0.196639
128.189,0.127979
128.251,0.0857285
128.292,0.0632489
128.329,0.0465848
128.362,0.0354984
128.392,0.0274789
128.42,0.0217465
128.449,0.017396
128.477,0.014141
128.51,0.0113939
128.544,0.00942019
128.579,0.00800368
128.62,0.00690745
128.67,0.00602192
128.731,0.00537069
128.812,0.0048916
128.893,0.00469351
128.935,0.00468712
129.007,0.00485808
129.055,0.00516505
129.103,0.00574568
129.141,0.00650641
129.174,0.0075305
129.206,0.00903797
129.239,0.0112191
129.269,0.0139487
129.301,0.0180691
129.334,0.0235826
129.369,0.0310825
129.406,0.0413607
129.46,0.059832
129.57,0.101913
129.622,0.116525
129.674,0.122676
129.68,0.122747
129.731,0.118136
129.79,0.102535
129.929,0.0515312
129.97,0.0391217
130.005,0.0309266
130.037,0.0249791
130.068,0.0208952
130.094,0.0185404
130.129,0.016718
130.156,0.0163065
130.188,0.0168844
130.223,0.0189471
130.252,0.0219709
130.281,0.026414
130.311,0.0325628
130.344,0.0419272
130.376,0.0543263
130.412,0.0716017
130.458,0.0998005
130.523,0.149485
130.616,0.223157
130.669,0.25217
130.723,0.263435
130.726,0.263448
130.775,0.255046
130.844,0.221593
130.932,0.17324
130.976,0.15989
130.998,0.157869
131.033,0.161884
131.071,0.176758
131.123,0.210982
131.238,0.303917
131.294,0.328475
131.317,0.330831
131.368,0.318321
131.425,0.278985
131.571,0.131939
131.616,0.0948482
131.654,0.0705554
131.686,0.0550965
131.715,0.0445206
131.742,0.0373951
131.768,0.0325037
131.788,0.0301296
131.821,0.028342
131.832,0.0282464
131.859,0.0290289
131.899,0.0324599
131.946,0.0392106
132.089,0.0661629
132.145,0.0729517
132.191,0.0747286
132.257,0.0718536
132.345,0.0650861
132.366,0.0645756
132.4,0.065791
132.438,0.0709344
132.479,0.0817284
132.528,0.101847
132.655,0.167706
132.712,0.186619
132.748,0.190385
132.795,0.184388
132.844,0.165958
132.924,0.120654
132.994,0.0800919
133.036,0.0601396
133.073,0.0467644
133.105,0.0383482
133.133,0.0336198
133.16,0.0312119
133.177,0.0309059
133.201,0.0320895
133.226,0.035371
133.25,0.0409453
133.275,0.0490542
133.303,0.0616807
133.333,0.0802211
133.368,0.107277
133.41,0.149181
133.481,0.23561
133.562,0.333633
133.612,0.374922
133.66,0.388743
133.709,0.374467
133.761,0.331415
133.86,0.211358
133.919,0.142477
133.959,0.105268
133.995,0.0793835
134.026,0.0621075
134.055,0.049713
134.085,0.0408446
134.117,0.0347534
134.143,0.0315882
134.17,0.029972
134.188,0.0296351
134.224,0.0305539
134.259,0.0335665
134.295,0.0389832
134.326,0.0462757
134.356,0.0561717
134.385,0.0697955
134.414,0.0884289
134.444,0.113508
134.474,0.148214
134.506,0.194863
134.54,0.260531
134.577,0.351781
134.622,0.486939
134.759,0.974402
134.815,1.11601
134.869,1.17154
134.874,1.17193
134.925,1.13002
134.981,1.00845
135.084,0.714152
135.134,0.613575
135.178,0.569321
135.204,0.564161
135.243,0.583542
135.311,0.668523
135.396,0.776357
135.439,0.795599
135.488,0.772996
135.539,0.699893
135.613,0.535286
135.699,0.330883
135.748,0.237887
135.785,0.18156
135.819,0.143518
135.846,0.121892
135.87,0.107907
135.897,0.0985182
135.92,0.0957474
135.944,0.0979625
135.965,0.10454
135.992,0.119414
136.018,0.142583
136.045,0.175235
136.071,0.218672
136.103,0.286769
136.141,0.390708
136.183,0.54156
136.254,0.848283
136.331,1.19025
136.386,1.36114
136.438,1.42124
136.44,1.42133
136.489,1.36906
136.541,1.2172
136.631,0.824653
136.696,0.544052
136.738,0.395463
136.772,0.303524
136.805,0.232744
136.836,0.183616
136.867,0.150012
136.897,0.127675
136.925,0.114699
136.965,0.105546
137.019,0.10256
137.124,0.103793
137.163,0.103726
137.23,0.105838
