95-Am-241(n,total fission) ENDF/B-VII.1
29.3805,0.366576
29.421,0.590338
29.4559,0.776204
29.4836,0.871113
29.5038,0.893182
29.526,0.866496
29.5544,0.763858
29.6277,0.366068
29.6506,0.265219
29.67,0.198757
29.6872,0.154554
29.7009,0.128017
29.7147,0.108373
29.7304,0.0931937
29.7462,0.0847665
29.762,0.0822162
29.7777,0.0849528
29.7958,0.0941441
29.8139,0.109378
29.839,0.139258
29.9092,0.242761
29.9373,0.267858
29.955,0.272486
29.9769,0.264858
30.0006,0.241692
30.039,0.183293
30.0786,0.120178
30.102,0.0897975
30.122,0.0694886
30.1421,0.0543141
30.1616,0.0437914
30.1811,0.0365618
30.2034,0.0312429
30.2293,0.0276911
30.2588,0.025723
30.297,0.0249948
30.3484,0.0258478
30.4045,0.0286591
30.4537,0.0331862
30.492,0.0389829
30.5225,0.0463409
30.5455,0.0546953
30.5641,0.0643536
30.5827,0.0778244
30.6013,0.0966493
30.6199,0.122715
30.6365,0.153802
30.6565,0.202886
30.6774,0.269979
30.7033,0.375033
30.7781,0.729197
30.81,0.830908
30.839,0.870196
30.8512,0.872872
30.9364,0.829167
31.0305,0.891106
31.0674,0.939489
31.0937,1.01752
31.1194,1.15379
31.1497,1.39765
31.2076,1.93764
31.2344,2.07799
31.2462,2.09545
31.2725,2.02396
31.3016,1.78249
31.3788,0.833739
31.4029,0.593599
31.4222,0.443081
31.4397,0.337488
31.4548,0.267212
31.4698,0.213085
31.4849,0.172079
31.5018,0.138262
31.5187,0.113993
31.5356,0.0965872
31.5568,0.0813902
31.5772,0.0715362
31.6043,0.0629759
31.6314,0.0578801
31.6666,0.0549969
31.6746,0.0548717
31.701,0.0559686
31.7322,0.0610204
31.7582,0.0698864
31.7787,0.0813851
31.7979,0.0974484
31.8171,0.120372
31.8363,0.152121
31.8559,0.195609
31.8767,0.255588
31.9043,0.35714
31.9692,0.639986
31.9993,0.736644
32.0255,0.772005
32.0296,0.772629
32.0505,0.75487
32.0732,0.69897
32.1068,0.567189
32.1601,0.331842
32.1845,0.243322
32.2053,0.183332
32.2247,0.139986
32.2427,0.109358
32.2589,0.0883545
32.2781,0.0698218
32.2974,0.0564911
32.3166,0.0468868
32.3406,0.0384427
32.3646,0.0325733
32.3934,0.0276208
32.4294,0.0233386
32.4783,0.0194409
32.5295,0.0166843
32.5935,0.0143379
32.6704,0.0124791
32.7716,0.0109772
32.8729,0.0101669
32.985,0.0098987
33.0853,0.0103114
33.148,0.011133
33.1856,0.012093
33.2177,0.0135153
33.2433,0.0154233
33.2657,0.0180668
33.285,0.0214501
33.3032,0.0260125
33.3208,0.0320336
33.3408,0.0413627
33.3609,0.0537423
33.386,0.0737623
33.4253,0.113163
33.4687,0.15664
33.4982,0.175634
33.5204,0.180376
33.5467,0.174099
33.5757,0.154387
33.6499,0.0828461
33.6749,0.0638677
33.6958,0.0523055
33.7112,0.0463638
33.7295,0.0419976
33.7445,0.0406204
33.7595,0.0412096
33.7781,0.0448906
33.794,0.0508762
33.81,0.0601236
33.8261,0.0731287
33.8444,0.0933846
33.8628,0.120165
33.886,0.164015
33.9144,0.231287
33.9706,0.377234
34.0009,0.432116
34.0284,0.449755
34.0532,0.435408
34.0785,0.394722
34.1295,0.270197
34.1614,0.195541
34.183,0.156091
34.201,0.132518
34.2153,0.120084
34.2296,0.113551
34.2368,0.112535
34.2522,0.115478
34.2675,0.125508
34.2829,0.142734
34.3011,0.172399
34.3235,0.222351
34.3555,0.313655
34.4061,0.465703
34.4355,0.524599
34.4599,0.541203
34.4847,0.524203
34.5094,0.476934
34.5538,0.348017
34.5906,0.239712
34.6125,0.187915
34.6336,0.150649
34.6504,0.130365
34.6673,0.118711
34.6805,0.115673
34.695,0.118665
34.7094,0.12853
34.7263,0.149302
34.7432,0.180826
34.7619,0.229106
34.783,0.300863
34.8117,0.425137
34.8689,0.70237
34.8984,0.804969
34.9256,0.841885
34.9276,0.842059
34.9538,0.811824
34.9827,0.717183
35.0616,0.340453
35.0835,0.254603
35.1032,0.192813
35.1196,0.152435
35.1375,0.118773
35.1537,0.0964933
35.1699,0.0805944
35.1834,0.0714055
35.1996,0.0644651
35.2186,0.0612146
35.2214,0.061147
35.2381,0.0628848
35.2571,0.0693788
35.2761,0.0810521
35.2951,0.0984583
35.3172,0.12648
35.3418,0.167523
35.3912,0.270913
35.4303,0.3456
35.458,0.375965
35.4745,0.381095
35.5018,0.366807
35.5264,0.332448
35.5733,0.235186
35.6106,0.157521
35.6351,0.116262
35.656,0.0886368
35.6749,0.0696583
35.6923,0.056432
35.7119,0.0456762
35.7286,0.0391244
35.751,0.033182
35.7733,0.0294443
35.8007,0.0267472
35.8225,0.0255178
35.8746,0.0243809
35.883,0.0243545
35.934,0.0248955
35.9849,0.0268254
36.0147,0.0290685
36.0467,0.0332064
36.0723,0.0385802
36.0979,0.0465963
36.1226,0.057471
36.1519,0.0747466
36.1962,0.108263
36.2654,0.162118
36.3547,0.222008
36.4496,0.306074
36.4852,0.317701
36.5209,0.30623
36.5932,0.247512
36.6228,0.235906
36.6267,0.23587
36.6456,0.242429
36.6623,0.259732
36.679,0.291371
36.6957,0.34203
36.7124,0.418095
36.7287,0.524684
36.7441,0.664146
36.7595,0.850912
36.7749,1.0955
36.7909,1.42065
36.8085,1.87383
36.8305,2.59519
36.8576,3.69511
36.9218,6.5929
36.9509,7.49461
36.9788,7.80412
37.0061,7.50524
37.0332,6.68953
37.0818,4.52602
37.1174,2.96418
37.1415,2.10696
37.1601,1.58176
37.1776,1.19044
37.1942,0.905323
37.2105,0.691775
37.2268,0.532299
37.2423,0.419647
37.2574,0.338657
37.2749,0.269928
37.2925,0.22101
37.31,0.185746
37.3326,0.153671
37.3577,0.129062
37.389,0.107927
37.4204,0.0931216
37.4641,0.0787382
37.5188,0.0670145
37.5734,0.0596867
37.6499,0.0543764
37.7045,0.0533501
37.7607,0.0545612
37.8309,0.0598268
37.8871,0.0682427
37.9293,0.0784744
37.963,0.0906612
37.9967,0.108959
38.0237,0.131237
38.0462,0.158593
38.0664,0.194004
38.0844,0.238176
38.1024,0.299234
38.1187,0.37464
38.1361,0.481297
38.1534,0.622538
38.1708,0.805473
38.1913,1.08441
38.2157,1.50916
38.2491,2.23655
38.3069,3.58301
38.3352,4.04237
38.3624,4.22568
38.3659,4.22792
38.3907,4.10345
38.4174,3.7211
38.4585,2.81548
38.5047,1.73726
38.5304,1.24681
38.551,0.934401
38.5709,0.698849
38.5869,0.552192
38.603,0.438626
38.6193,0.351538
38.637,0.282387
38.6525,0.238989
38.6702,0.204209
38.6885,0.180633
38.7135,0.162357
38.7468,0.15279
38.8247,0.144709
38.8666,0.130353
38.9354,0.0921603
38.9776,0.0699745
39.012,0.0564837
39.0453,0.0476807
39.0786,0.0422981
39.1207,0.0388757
39.1629,0.0379155
39.209,0.0390309
39.2435,0.0416855
39.2781,0.047124
39.3011,0.053605
39.3213,0.0625103
39.3386,0.0738046
39.3547,0.0886303
39.372,0.110993
39.3894,0.142064
39.4067,0.184238
39.4241,0.239916
39.4424,0.315708
39.4647,0.432546
39.4932,0.620499
39.5591,1.10503
39.5908,1.26254
39.6172,1.30831
39.6448,1.26257
39.671,1.14138
39.7519,0.592474
39.7757,0.467126
39.7956,0.392887
39.8146,0.349867
39.829,0.336168
39.8361,0.335285
39.8504,0.345311
39.8648,0.370786
39.8837,0.427488
39.9058,0.524689
39.9364,0.705371
40.0046,1.17571
40.037,1.3315
40.0674,1.38389
40.0926,1.34857
40.1226,1.22521
40.2001,0.759597
40.2271,0.643542
40.2532,0.580472
40.276,0.564694
40.308,0.589488
40.3672,0.671347
40.3858,0.678258
40.4163,0.652537
40.4468,0.581272
40.4948,0.412583
40.5348,0.270403
40.5602,0.19656
40.5811,0.148273
40.6002,0.114105
40.6177,0.0899178
40.6355,0.0714527
40.6533,0.0578419
40.6711,0.0479601
40.6888,0.0408418
40.7113,0.0346218
40.7359,0.0301074
40.7712,0.0261114
40.8135,0.0233462
40.8699,0.0215388
40.8981,0.0212769
40.9429,0.0219521
40.9767,0.0238801
41.005,0.0271432
41.0282,0.0316526
41.0503,0.0381776
41.0723,0.0476794
41.0944,0.0609915
41.1165,0.0788366
41.1407,0.104076
41.1739,0.147328
41.2349,0.234085
41.2688,0.267201
41.298,0.277095
41.3246,0.26882
41.3591,0.236563
41.4427,0.121803
41.4692,0.0929189
41.4908,0.0753289
41.5124,0.0632678
41.5287,0.0577526
41.5441,0.0553151
41.5518,0.0550792
41.5699,0.0570517
41.588,0.062517
41.6106,0.074163
41.6372,0.0943515
41.6728,0.130244
41.7333,0.19569
41.7643,0.218114
41.7937,0.225682
41.8216,0.219538
41.8619,0.193241
41.9203,0.148165
41.9427,0.136895
41.967,0.130369
41.9869,0.129002
42.0563,0.134443
42.092,0.130216
42.1243,0.11787
42.1709,0.0895383
42.2218,0.0563961
42.2512,0.0410208
42.2761,0.0310074
42.2983,0.0243608
42.3205,0.0195267
42.3415,0.0162704
42.3637,0.0138947
42.3903,0.0120357
42.4257,0.0105961
42.4612,0.00981447
42.5177,0.00923387
42.5565,0.00910036
42.6451,0.00933813
42.7115,0.0100003
42.7846,0.0113805
42.8355,0.0129957
42.8801,0.015215
42.9119,0.0176449
42.9374,0.0204869
42.9603,0.0241625
42.9832,0.0294957
43.0033,0.0361937
43.0234,0.0456097
43.0425,0.0580157
43.0616,0.0747951
43.0807,0.0970068
43.1017,0.128865
43.1246,0.173448
43.1526,0.241695
43.2354,0.477688
43.269,0.542954
43.3022,0.566656
43.3047,0.566723
43.3373,0.548951
43.4086,0.470644
43.4304,0.463855
43.4589,0.477074
43.5454,0.583067
43.5613,0.588906
43.5939,0.568281
43.6265,0.503869
43.6743,0.36023
43.7172,0.228374
43.7427,0.164437
43.765,0.120148
43.7827,0.0926329
43.8001,0.0715603
43.8174,0.0555309
43.8348,0.0436223
43.8522,0.0349475
43.871,0.0282919
43.8904,0.0235852
43.9126,0.020033
43.9404,0.0173347
43.9681,0.0158146
44.0014,0.0149593
44.018,0.0148393
44.0511,0.0152016
44.084,0.0165534
44.1086,0.0185164
44.1333,0.0216845
44.1538,0.0256012
44.1752,0.0313048
44.1978,0.0396098
44.2227,0.0519688
44.2508,0.0704319
44.2862,0.0997088
44.3519,0.158503
44.3871,0.179462
44.4157,0.185193
44.4446,0.179247
44.4785,0.159089
44.5697,0.0785722
44.5968,0.059094
44.6198,0.0461627
44.64,0.0375636
44.6604,0.0312947
44.6808,0.0272192
44.7012,0.0250804
44.7182,0.0246089
44.7396,0.0255147
44.7656,0.0285442
44.8016,0.0353415
44.8602,0.0482196
44.8945,0.053156
44.9179,0.0542206
44.9475,0.0524744
44.9807,0.046856
45.0725,0.0239221
45.1029,0.0178933
45.1278,0.0141613
45.1499,0.0116972
45.172,0.00991316
45.1953,0.00861648
45.2218,0.0076606
45.2483,0.0070834
45.2837,0.00667249
45.3501,0.00645991
45.4363,0.00671304
45.5158,0.00737794
45.5866,0.0084753
45.6308,0.00959153
45.664,0.010825
45.6971,0.0126575
45.7251,0.0150044
45.7487,0.0179123
45.7723,0.0221315
45.7929,0.0273745
45.8136,0.0346057
45.8338,0.0442241
45.8541,0.0569321
45.8764,0.0751022
45.902,0.101896
45.9367,0.147584
46.0022,0.244677
46.0347,0.28054
46.0671,0.296755
46.0732,0.297184
46.1054,0.285477
46.1349,0.256784
46.2278,0.126753
46.2556,0.0960938
46.2784,0.0773884
46.2955,0.0673397
46.3126,0.0606537
46.3297,0.0572145
46.3411,0.0566551
46.3576,0.0581997
46.3808,0.064798
46.404,0.0760775
46.4355,0.0974371
46.5017,0.149332
46.5368,0.168113
46.5641,0.17318
46.5969,0.166567
46.6328,0.145573
46.7194,0.0744487
46.7491,0.0549147
46.7738,0.0424368
46.7965,0.0339018
46.8171,0.0282787
46.8406,0.0238296
46.8641,0.0209935
46.8876,0.0193255
46.92,0.0183289
46.9309,0.0182404
46.9742,0.0187533
47.0174,0.0204024
47.0607,0.0232513
47.1005,0.0274097
47.1323,0.032554
47.1601,0.0394
47.184,0.0482124
47.2051,0.0595839
47.2246,0.0746255
47.2417,0.0927809
47.2587,0.117197
47.2755,0.149112
47.2926,0.191579
47.3116,0.253218
47.3322,0.340422
47.3539,0.457681
47.381,0.641585
47.4276,1.02987
47.4699,1.37918
47.5036,1.57298
47.5345,1.63692
47.561,1.59131
47.5925,1.42892
47.6391,1.05488
47.6868,0.655762
47.7134,0.472919
47.7351,0.352893
47.7562,0.26106
47.7757,0.19619
47.792,0.154595
47.8088,0.121447
47.8251,0.0970588
47.8414,0.0786148
47.8603,0.0627931
47.8793,0.0514497
47.9024,0.0418145
47.9227,0.0358424
47.9498,0.0302243
47.9837,0.0254909
48.0241,0.0217323
48.0802,0.0183932
48.1251,0.0166712
48.1982,0.0150484
48.2617,0.0145885
48.3072,0.0148368
48.3559,0.0159153
48.3925,0.0177525
48.4168,0.0198958
48.4412,0.0232791
48.4625,0.027791
48.4829,0.034058
48.5008,0.0417356
48.5188,0.0520069
48.5393,0.0676749
48.5598,0.0883188
48.5814,0.116
48.6101,0.162651
48.6593,0.261515
48.7034,0.347684
48.7342,0.388714
48.765,0.403512
48.7958,0.388741
48.8255,0.349609
48.8804,0.242283
48.9199,0.16533
48.9486,0.120104
48.9702,0.0938699
48.9907,0.0751064
49.0061,0.0648301
49.0215,0.0576088
49.0369,0.0532774
49.0523,0.0517215
49.0679,0.0529426
49.0841,0.0572187
49.1003,0.0646766
49.1192,0.0776205
49.1408,0.0983061
49.1641,0.127876
49.1946,0.176671
49.2694,0.311155
49.3038,0.351987
49.3321,0.363359
49.361,0.351471
49.3946,0.311484
49.4846,0.152427
49.5127,0.112159
49.5368,0.0853605
49.5565,0.068744
49.5781,0.0554405
49.5953,0.0478919
49.6135,0.0422621
49.6339,0.0382596
49.6612,0.0356779
49.6816,0.0352094
49.7157,0.0363432
49.7565,0.0400555
49.7974,0.0462133
49.8375,0.0554783
49.8696,0.0666358
49.8985,0.0814727
49.921,0.0980144
49.941,0.118259
49.9614,0.146441
49.9818,0.185108
50.0018,0.236711
50.0226,0.308805
50.0434,0.404437
50.0657,0.538199
50.0895,0.720871
50.1208,1.02475
50.2115,2.07272
50.2448,2.33621
50.2777,2.43099
50.307,2.35636
50.3354,2.15459
50.3808,1.66175
50.4371,1.00401
50.4662,0.725957
50.4896,0.547369
50.5107,0.420739
50.5311,0.32696
50.5515,0.257153
50.5697,0.211935
50.5878,0.179779
50.6081,0.156471
50.6238,0.145995
50.6475,0.140534
50.6658,0.143381
50.6913,0.155539
50.7297,0.186485
50.7905,0.241153
50.8284,0.259589
50.841,0.260912
50.8737,0.251968
50.9121,0.221024
51.003,0.114685
51.0334,0.0856334
51.0587,0.0667889
51.0842,0.0526171
51.1056,0.0438985
51.1302,0.0368374
51.1547,0.0321226
51.179,0.0291049
51.215,0.0265966
51.263,0.0253776
51.2814,0.0253094
51.3367,0.0260393
51.3858,0.0277671
51.4473,0.0316357
51.4928,0.0362957
51.5343,0.0427673
51.5675,0.0505145
51.5985,0.0612426
51.6261,0.075355
51.6505,0.0935303
51.6719,0.115752
51.6942,0.147536
51.7139,0.185183
51.7336,0.234121
51.7563,0.30758
51.7808,0.409955
51.8094,0.562148
51.8524,0.8472
51.9123,1.26341
51.9504,1.44631
51.9838,1.50204
52.0144,1.45437
52.0487,1.3012
52.1068,0.906253
52.1536,0.589249
52.182,0.432659
52.2065,0.325172
52.2305,0.243413
52.2523,0.18704
52.2742,0.144759
52.2943,0.115736
52.3153,0.0931846
52.3389,0.0747859
52.3651,0.0603987
52.3922,0.049989
52.4254,0.0411286
52.4669,0.0336611
52.5085,0.0285435
52.5609,0.0240855
52.6134,0.0211299
52.6554,0.0196652
52.7005,0.0191045
52.7367,0.0196977
52.7728,0.021611
52.8022,0.0244144
52.8365,0.0292908
52.8874,0.0393078
52.9477,0.0519176
52.9839,0.056892
53.0136,0.0582475
53.0517,0.0559647
53.0954,0.0489003
53.1587,0.036386
53.1903,0.0319741
53.2175,0.0302384
53.231,0.0302344
53.2512,0.0314069
53.2763,0.0349751
53.3015,0.0409292
53.3342,0.0519998
53.4249,0.0909755
53.464,0.102096
53.4926,0.104678
53.5263,0.100869
53.5648,0.088649
53.6592,0.0463672
53.6915,0.0347077
53.7176,0.0274347
53.744,0.0219251
53.7705,0.018022
53.797,0.0153793
53.8197,0.0138635
53.8514,0.0125555
53.8832,0.0118832
53.9316,0.0116125
53.9861,0.0120789
54.0298,0.0131091
54.0708,0.0149494
54.1036,0.0174465
54.1323,0.0207843
54.1606,0.0255313
54.1872,0.0316667
54.2192,0.0414647
54.2594,0.0573981
54.343,0.0942812
54.3785,0.1047
54.4155,0.108493
54.4562,0.103819
54.5202,0.0848064
54.5644,0.0721283
54.5948,0.0675646
54.6054,0.067172
54.6268,0.0687595
54.6481,0.074146
54.6694,0.0842544
54.6905,0.100053
54.7116,0.122987
54.7327,0.154609
54.7538,0.196507
54.7768,0.255341
54.803,0.340635
54.8358,0.472707
54.9162,0.838614
54.9539,0.959526
54.9864,1.00062
54.9897,1.001
55.0215,0.968499
55.0523,0.880879
55.1023,0.665715
55.1561,0.422067
55.1864,0.308819
55.2133,0.229764
55.2358,0.178825
55.2561,0.144045
55.2742,0.120954
55.2924,0.104159
55.3131,0.0922212
55.3338,0.0869099
55.3407,0.0864998
55.3613,0.0891223
55.382,0.0972848
55.4064,0.113696
55.438,0.144642
55.5298,0.260829
55.5665,0.291747
55.5952,0.2998
55.6276,0.289814
55.6667,0.255018
55.7442,0.161248
55.7765,0.131911
55.7985,0.118999
55.8226,0.112237
55.8313,0.111779
55.8571,0.116753
55.883,0.131563
55.9071,0.154786
55.9326,0.189919
55.9629,0.246607
55.9984,0.332678
56.0824,0.570562
56.1217,0.648362
56.1555,0.67158
56.1871,0.65022
56.2249,0.575667
56.2888,0.384583
56.3314,0.260894
56.3608,0.191306
56.3852,0.145751
56.4081,0.112468
56.431,0.0873292
56.4524,0.0699124
56.4742,0.0570073
56.496,0.0478016
56.5215,0.0404563
56.5505,0.0351213
56.5869,0.0313308
56.6305,0.0292544
56.6649,0.0287933
56.7282,0.0298489
56.7914,0.0332095
56.842,0.0380205
56.8854,0.0445255
56.9239,0.0534749
56.9547,0.0644596
56.9778,0.0764302
57.0,0.0925898
57.0222,0.115483
57.0416,0.143349
57.061,0.181214
57.0794,0.229451
57.0988,0.296366
57.1182,0.383784
57.1386,0.501504
57.1632,0.685098
57.1897,0.935601
57.2279,1.38404
57.2981,2.28378
57.3363,2.62656
57.371,2.74034
57.372,2.74038
57.4016,2.6593
57.4336,2.4094
57.4829,1.81621
57.5395,1.09404
57.5709,0.768738
57.5956,0.566943
57.6171,0.428287
57.6375,0.326663
57.6578,0.249081
57.6761,0.196044
57.6944,0.155779
57.7128,0.125485
57.7337,0.100048
57.757,0.0800425
57.7785,0.0668406
57.8031,0.0559604
57.8339,0.0464113
57.8678,0.0390742
57.914,0.0321397
57.9694,0.0264711
58.0295,0.0222234
58.0988,0.0188137
58.1819,0.0160539
58.2752,0.0140904
58.3735,0.0129614
58.4391,0.0126962
58.5139,0.0129603
58.577,0.0139127
58.619,0.0152635
58.6493,0.0169243
58.677,0.0193361
58.7001,0.022386
58.7232,0.0268724
58.7417,0.0319225
58.7626,0.0397167
58.7834,0.0504348
58.8037,0.064483
58.8261,0.0850043
58.8508,0.114671
58.8765,0.154325
58.9102,0.218647
58.9943,0.400868
59.029,0.45343
59.0643,0.473989
59.0657,0.47402
59.0996,0.456372
59.1321,0.410064
59.1871,0.294094
59.2353,0.190341
59.2633,0.140411
59.2888,0.103912
59.3123,0.0777351
59.3322,0.0606809
59.3538,0.0466423
59.3754,0.0363632
59.397,0.0289845
59.4186,0.0237597
59.4385,0.020321
59.466,0.0170788
59.4936,0.0149807
59.5349,0.0130782
59.5762,0.0120194
59.6176,0.0114856
59.6451,0.0113839
59.6895,0.0117456
59.7256,0.0127509
59.7545,0.0142695
59.7834,0.0166892
59.8106,0.0200331
59.8384,0.0247026
59.8717,0.0320673
59.9309,0.048629
59.9806,0.0621519
60.0228,0.069415
60.0508,0.0709181
60.0917,0.0682631
60.1961,0.0504748
60.2218,0.0477429
60.2616,0.0463293
60.371,0.0499117
60.4164,0.0481783
60.4672,0.042638
60.5424,0.0325102
60.5889,0.0282863
60.6301,0.0267231
60.6417,0.0266563
60.6824,0.0276316
60.7253,0.0305972
60.7654,0.0353199
60.7975,0.0409153
60.8295,0.0489589
60.858,0.0592847
60.8829,0.0720475
60.9078,0.0899227
60.9296,0.111409
60.9518,0.14088
60.974,0.180152
60.9984,0.237466
61.0224,0.310855
61.0504,0.420489
61.0856,0.594561
61.1833,1.16859
61.2189,1.31659
61.2541,1.38014
61.2607,1.38149
61.2921,1.34263
61.3362,1.18249
61.4233,0.749961
61.4582,0.621475
61.4838,0.556448
61.5113,0.51134
61.5608,0.471882
61.627,0.428556
61.6735,0.369862
61.7852,0.175554
61.8168,0.130822
61.8436,0.100596
61.8692,0.0781831
61.8953,0.0610415
61.9215,0.0486169
61.9443,0.0407425
61.9704,0.0342747
61.9984,0.029471
62.0263,0.0261379
62.0682,0.0228522
62.1241,0.0203339
62.166,0.0193955
62.194,0.0192231
62.2339,0.019798
62.2639,0.0210995
62.2938,0.0234135
62.3288,0.0277106
62.3662,0.0344452
62.4203,0.0474065
62.4846,0.0629693
62.5246,0.0687435
62.549,0.0697871
62.5889,0.0670695
62.6267,0.060231
62.7254,0.0360942
62.7642,0.0288457
62.7975,0.0244954
62.8242,0.0221595
62.8644,0.0201706
62.9047,0.019507
62.9651,0.0200275
63.0316,0.0220363
63.0896,0.025316
63.1302,0.0292265
63.165,0.0345382
63.1961,0.0417715
63.2251,0.0515527
63.2541,0.0652502
63.2831,0.0837234
63.3171,0.112141
63.3642,0.161985
63.4345,0.241162
63.4786,0.275408
63.5198,0.286572
63.5621,0.276841
63.6432,0.237308
63.6577,0.235069
63.6806,0.239666
63.7056,0.260605
63.7264,0.295125
63.7484,0.352952
63.7696,0.434483
63.7933,0.559653
63.8178,0.732194
63.8464,0.992949
63.8834,1.41305
63.9612,2.39166
63.9982,2.72631
64.0339,2.86416
64.0392,2.86647
64.0747,2.7598
64.1117,2.45153
64.2143,1.21943
64.2459,0.923453
64.2688,0.763775
64.2902,0.658623
64.3062,0.607235
64.3276,0.57315
64.3383,0.569741
64.3654,0.596479
64.3982,0.681911
64.48,0.976085
64.5193,1.0586
64.5383,1.06892
64.5767,1.02574
64.6192,0.893141
64.7036,0.547905
64.7355,0.451379
64.7587,0.406929
64.7835,0.388126
64.8001,0.394655
64.8194,0.424162
64.836,0.470607
64.8553,0.553146
64.8746,0.670849
64.8966,0.855274
64.9207,1.12599
64.9448,1.47696
64.9742,2.0183
65.0156,2.96154
65.0838,4.62328
65.1252,5.33957
65.1603,5.57684
65.1639,5.57889
65.1961,5.40985
65.2348,4.81021
65.2963,3.35765
65.3458,2.19075
65.378,1.57724
65.4033,1.20062
65.428,0.919443
65.45,0.737049
65.472,0.609459
65.494,0.528184
65.5128,0.489135
65.5354,0.4725
65.5572,0.481054
65.5957,0.536359
65.6794,0.699818
65.7203,0.734795
65.727,0.73538
65.7645,0.709784
65.81,0.620307
65.9122,0.336766
65.9473,0.261962
65.9724,0.22419
65.9946,0.20289
66.0195,0.193096
66.0231,0.192942
66.0444,0.198655
66.0657,0.215728
66.0922,0.253014
66.1188,0.307298
66.1576,0.412567
66.2345,0.65152
66.2743,0.739768
66.3126,0.77092
66.3486,0.743668
66.3884,0.6576
66.4906,0.337564
66.5223,0.259177
66.5467,0.21485
66.5697,0.18692
66.5871,0.175256
66.6044,0.171615
66.6268,0.178769
66.6483,0.197884
66.6727,0.233635
66.7046,0.299744
66.8053,0.564221
66.8454,0.630654
66.8726,0.644697
66.9067,0.622585
66.9427,0.55653
67.0017,0.393754
67.0508,0.255975
67.0835,0.180835
67.1101,0.132811
67.134,0.099408
67.1553,0.0766904
67.1763,0.0597319
67.1968,0.0474171
67.2172,0.0383819
67.2402,0.0311648
67.2658,0.0257457
67.2914,0.0221584
67.3221,0.0193641
67.3679,0.0168879
67.4212,0.0152414
67.5102,0.013763
67.6169,0.0130444
67.6656,0.0129952
67.7568,0.0133652
67.848,0.0144781
67.921,0.0161886
67.9818,0.0185952
68.0304,0.0217295
68.0669,0.0253972
68.0973,0.0299537
68.1241,0.0357624
68.1482,0.0431506
68.1723,0.0534384
68.1964,0.067696
68.221,0.0875907
68.2453,0.114165
68.2696,0.149
68.298,0.201605
68.3304,0.278297
68.3774,0.415886
68.4472,0.627668
68.4893,0.713587
68.5247,0.738299
68.5633,0.709288
68.6061,0.618078
68.7135,0.294394
68.7463,0.214073
68.7755,0.157761
68.8003,0.120858
68.823,0.0947193
68.8457,0.074821
68.8684,0.059971
68.8931,0.0482375
68.9174,0.0400557
68.9466,0.0333316
68.9758,0.0288887
69.0147,0.0251981
69.0439,0.0235061
69.0896,0.0220656
69.1353,0.0217492
69.1821,0.0225626
69.2289,0.0248899
69.2673,0.0285112
69.3036,0.0340592
69.3362,0.0415572
69.3688,0.0522658
69.4,0.0664246
69.432,0.0860923
69.4617,0.110607
69.4907,0.142165
69.5197,0.183733
69.5473,0.235249
69.578,0.309993
69.6101,0.410412
69.6503,0.569085
69.7416,0.983566
69.7828,1.11462
69.8212,1.15785
69.86,1.11062
69.8974,0.988273
69.9662,0.657472
70.0145,0.431007
70.046,0.310875
70.0718,0.232723
70.0949,0.177242
70.1174,0.135365
70.14,0.103572
70.1602,0.081994
70.1805,0.0657018
70.2008,0.0535154
70.2244,0.0431739
70.2481,0.0358328
70.2729,0.0303602
70.3066,0.0252717
70.3404,0.0218724
70.3855,0.0188482
70.4418,0.0164419
70.519,0.0145509
70.5962,0.013723
70.6348,0.0136437
70.6974,0.0140379
70.7471,0.0150109
70.7844,0.0164367
70.8154,0.0184648
70.8403,0.0210156
70.8634,0.0245516
70.8846,0.0292132
70.9058,0.0357837
70.9269,0.044933
70.9481,0.0574636
70.9693,0.0742812
70.9914,0.0974486
71.0149,0.129495
71.0408,0.174637
71.0701,0.238724
71.1085,0.341764
71.2078,0.640274
71.262,0.761393
71.3192,0.830149
71.3645,0.844657
71.4277,0.810511
71.4871,0.7179
71.5914,0.484775
71.6303,0.425925
71.6619,0.404619
71.6782,0.403296
71.7108,0.41761
71.8026,0.499915
71.8305,0.508592
71.8701,0.492264
71.9108,0.441366
72.0143,0.251497
72.043,0.210442
72.0748,0.178778
72.1016,0.163726
72.134,0.15767
72.1803,0.164235
72.2464,0.178339
72.2621,0.179054
72.3007,0.173541
72.3377,0.158383
72.3964,0.12063
72.4636,0.0741042
72.4975,0.0548139
72.5292,0.0405982
72.5569,0.0310548
72.5816,0.0246064
72.6063,0.0197481
72.633,0.0159166
72.6609,0.0130642
72.6889,0.0110631
72.7225,0.00940974
72.7673,0.00797353
72.8201,0.00688851
72.8973,0.00587629
72.9938,0.00506802
73.1096,0.00443994
73.2253,0.00402525
73.399,0.00364524
73.5727,0.00346246
73.6884,0.00343157
73.8866,0.00355952
74.0352,0.00385922
74.161,0.00434486
74.2563,0.00496526
74.3325,0.0057459
74.3992,0.00681781
74.4468,0.0080115
74.4849,0.00945449
74.5183,0.0113451
74.5482,0.0138653
74.5726,0.0168031
74.597,0.0208842
74.6214,0.0265345
74.6443,0.0337165
74.6671,0.0432146
74.6923,0.0569306
74.7197,0.0764683
74.7506,0.104722
74.7891,0.148941
74.8821,0.272042
74.9263,0.314051
74.9667,0.328712
74.9688,0.328751
75.0025,0.319448
75.0422,0.287134
75.1043,0.208536
75.1603,0.135211
75.1954,0.0974011
75.2259,0.0714499
75.2526,0.0539675
75.277,0.0417906
