# pu241gd155
1.000000000000000082e-05,3.831131329544935336e-118
1.002836715985624398e-05,5.293460604194804913e-118
1.005681478928831749e-05,7.320657005593577133e-118
1.008534311656555452e-05,1.013349565299921920e-117
1.011395237060482290e-05,1.404004470108038344e-117
1.014264278097235979e-05,1.947057621013462325e-117
1.017141457788562163e-05,2.702659660948778064e-117
1.020026799221512215e-05,3.754977100459986366e-117
1.022920325548629081e-05,5.221890292239588577e-117
1.025822059988132949e-05,7.268651617188805765e-117
1.028732025824107422e-05,1.012713897618414821e-116
1.031650246406686210e-05,1.412302216045090422e-116
1.034576745152241339e-05,1.971413008737041484e-116
1.037511545543570002e-05,2.754468800949824138e-116
1.040454671130083117e-05,3.852206130303853756e-116
1.043406145527995394e-05,5.392544791570767231e-116
1.046365992420513377e-05,7.555996568489415723e-116
1.049334235558026202e-05,1.059753010761193590e-115
1.052310898758296681e-05,1.487762657895314166e-115
1.055296005906651037e-05,2.090643158167841157e-115
1.058289580956171866e-05,2.940658617558274322e-115
1.061291647927889896e-05,4.140272546320103989e-115
1.064302230910976608e-05,5.834908618582489485e-115
1.067321354062937357e-05,8.231162623913875853e-115
1.070349041609805852e-05,1.162281946734261838e-114
1.073385317846338127e-05,1.642805633591726944e-114
1.076430207136207186e-05,2.324269345066339058e-114
1.079483733912199349e-05,3.291648904004943439e-114
1.082545922676409577e-05,4.666255806448958489e-114
1.085616798000438151e-05,6.621444976332252238e-114
1.088696384525588372e-05,9.405186478387062327e-114
1.091784706963063409e-05,1.337253266139771763e-113
1.094881790094165693e-05,1.903236518558586859e-113
1.097987658770497153e-05,2.711476951386635560e-113
1.101102337914149633e-05,3.866823570132196155e-113
1.104225852517919017e-05,5.520002962389684495e-113
1.107358227645496154e-05,7.887911148139619664e-113
1.110499488431670822e-05,1.128297666360320551e-112
1.113649660082532642e-05,1.615569291127422588e-112
1.116808767875673864e-05,2.315628845498636574e-112
1.119976837160392141e-05,3.322423728517254621e-112
1.123153893357893987e-05,4.771830903386302400e-112
1.126339961961498575e-05,6.860571271022181471e-112
1.129535068536842210e-05,9.873746678348275394e-112
1.132739238722083989e-05,1.422497153967443188e-111
1.135952498228110782e-05,2.051491962421146449e-111
1.139174872838744417e-05,2.961682425121541743e-111
1.142406388410947508e-05,4.280146967368386834e-111
1.145647070875032335e-05,6.192010351958467345e-111
1.148896946234867180e-05,8.967238933651799613e-111
1.152156040568086561e-05,1.299993457115189534e-110
1.155424380026299771e-05,1.886601747171093838e-110
1.158701990835300436e-05,2.740799251900393927e-110
1.161988899295277591e-05,3.985964645909043856e-110
1.165285131781026596e-05,5.802967966432766705e-110
1.168590714742160047e-05,8.457241228180144044e-110
1.171905674703321393e-05,1.233872769710939150e-109
1.175230038264396190e-05,1.802089947225966917e-109
1.178563832100726571e-05,2.634803793796775757e-109
1.181907082963325370e-05,3.856444995175052630e-109
1.185259817679090090e-05,5.650597390810999499e-109
1.188622063151018552e-05,8.288410844661216443e-109
1.191993846358424890e-05,1.217080159011746468e-108
1.195375194357155545e-05,1.789119829600214064e-108
1.198766134279807293e-05,2.632893799502967521e-108
1.202166693335943911e-05,3.878843481039890368e-108
1.205576898812315054e-05,5.720678072655170656e-108
1.208996778073075468e-05,8.446376665343607750e-108
1.212426358560003692e-05,1.248453610573152081e-107
1.215865667792723132e-05,1.847373686661957694e-107
1.219314733368922463e-05,2.736647304657668413e-107
1.222773582964577379e-05,4.058504167409051767e-107
1.226242244334172178e-05,6.025562759292025742e-107
1.229720745310922703e-05,8.956019874489591541e-107
1.233209113807000123e-05,1.332660938779704898e-106
1.236707377813754047e-05,1.985239218590172457e-106
1.240215565401937831e-05,2.960710597410259639e-106
1.243733704721933552e-05,4.420489718449188546e-106
1.247261824003977996e-05,6.607505144998659594e-106
1.250799951558389154e-05,9.887778330088170549e-106
1.254348115775792889e-05,1.481342255514296953e-105
1.257906345127351801e-05,2.221820526484689299e-105
1.261474668164992916e-05,3.336267087483075769e-105
1.265053113521636717e-05,5.015477931791958008e-105
1.268641709911427372e-05,7.548574053483192797e-105
1.272240486129962785e-05,1.137417773793308250e-104
1.275849471054526177e-05,1.715848779909116294e-104
1.279468693644316819e-05,2.591453008701591068e-104
1.283098182940683638e-05,3.918450967958537494e-104
1.286737968067356972e-05,5.931897975023138141e-104
1.290388078230683364e-05,8.990472911875862805e-104
