93-Np-237(n,total fission) ENDF/B-VII.1
82.7699,4.00892E-4
82.8393,4.1701E-4
82.8981,4.57642E-4
82.948,5.20387E-4
82.9855,5.96942E-4
83.0168,6.92508E-4
83.048,8.3164E-4
83.0792,0.0010328
83.1072,0.00128432
83.1352,0.00162081
83.1663,0.00211489
83.198,0.00276595
83.2369,0.00378958
83.278,0.00514311
83.3289,0.00722449
83.3754,0.00963227
83.42,0.0126444
83.4619,0.0164317
83.5052,0.0215692
83.5681,0.0311298
83.6512,0.0442046
83.701,0.0491602
83.7396,0.0502621
83.7839,0.0482448
83.8353,0.0420557
83.9667,0.0192653
84.006,0.013623
84.0358,0.0101777
84.0631,0.00764298
84.0884,0.00580273
84.1136,0.00438036
84.1363,0.00340156
84.1588,0.00266363
84.182,0.00209116
84.2053,0.00166957
84.2285,0.00136139
84.2558,0.00110458
84.2823,9.29544E-4
84.3142,7.84251E-4
84.3514,6.70434E-4
84.4046,5.66153E-4
84.4731,4.83989E-4
84.56,4.24145E-4
84.6469,3.97943E-4
84.6648,3.96927E-4
84.7185,4.07279E-4
84.762,4.39646E-4
84.7946,4.89255E-4
84.8218,5.57138E-4
84.849,6.60131E-4
84.8762,8.11401E-4
84.9025,0.00101803
84.9291,0.00130264
84.9557,0.00167672
84.9856,0.0022155
85.0235,0.003074
85.1381,0.00614593
85.1821,0.00692456
85.2198,0.00715298
85.2589,0.00690835
85.3039,0.00609313
85.4229,0.00292134
85.4569,0.00217474
85.4886,0.00162388
85.5168,0.00125109
85.5424,9.96589E-4
85.568,8.09667E-4
85.5935,6.77055E-4
85.6191,5.86332E-4
85.6498,5.1797E-4
85.6695,4.91141E-4
85.7124,4.6425E-4
85.7285,4.62454E-4
85.7767,4.7732E-4
85.8196,5.13415E-4
85.8718,5.8831E-4
85.9231,7.01383E-4
85.9754,8.68094E-4
86.0174,0.00105615
86.0564,0.0013035
86.0862,0.00157409
86.1138,0.00193077
86.1378,0.00236248
86.1631,0.00299139
86.1856,0.00375869
86.2082,0.00477602
86.2323,0.00620502
86.2592,0.0083023
86.2861,0.011003
86.3196,0.0152588
86.3653,0.0224849
86.4504,0.037159
86.4974,0.0428049
86.5397,0.0445982
86.5814,0.0428504
86.6262,0.0375756
86.7438,0.0175773
86.7808,0.0123977
86.8095,0.0091903
86.8361,0.00684972
86.86,0.00521443
86.883,0.00400686
86.904,0.00316021
86.925,0.00251372
86.946,0.00202645
86.9705,0.00161215
86.9934,0.00133579
87.0208,0.00110703
87.0481,9.53732E-4
87.0754,8.52007E-4
87.1082,7.77783E-4
87.1465,7.42373E-4
87.152,7.41532E-4
87.1785,7.53487E-4
87.2097,8.06852E-4
87.241,9.14984E-4
87.2683,0.00106852
87.2956,0.00129194
87.3229,0.00159999
87.3502,0.00200543
87.3814,0.00259766
87.4231,0.00359437
87.5459,0.0070541
87.5982,0.00803159
87.6458,0.00832439
87.6956,0.00799776
87.773,0.00666163
87.8253,0.00576144
87.8651,0.00541999
87.8713,0.00540802
87.8964,0.00549904
87.9269,0.00594043
87.9603,0.00686807
87.9996,0.00850513
88.1053,0.0139281
88.1513,0.0153546
88.1784,0.0155954
88.2179,0.0150641
88.2608,0.0134196
88.3335,0.0092278
88.3895,0.00602029
88.4243,0.0044089
88.4548,0.00330519
88.481,0.00258678
88.5029,0.00214105
88.5247,0.00182267
88.5422,0.00165228
88.5597,0.0015517
88.5772,0.0015175
88.6003,0.00157063
88.6217,0.00171996
88.6467,0.00201876
88.6718,0.00245704
88.7004,0.00313436
88.7331,0.00413778
88.7805,0.00594378
88.8564,0.00906019
88.9001,0.0103843
88.9438,0.0109613
88.9504,0.0109717
88.9937,0.0105362
89.0436,0.00912434
89.1414,0.00544162
89.1747,0.00447396
89.2005,0.00393491
89.2262,0.0035961
89.2538,0.00345023
89.2641,0.00344867
89.2952,0.00359263
89.3458,0.00415396
89.4145,0.00498901
89.4617,0.00522997
89.4639,0.00523089
89.5081,0.00504095
89.555,0.00444939
89.6792,0.00216431
89.7142,0.00164262
89.7448,0.00128023
89.7755,0.00100519
89.8015,8.32433E-4
89.8296,6.98192E-4
89.8613,5.97138E-4
89.8899,5.39136E-4
89.9352,4.88656E-4
89.9982,4.6342E-4
90.0288,4.60888E-4
90.0983,4.70846E-4
90.1698,5.06416E-4
90.2316,5.66772E-4
90.2891,6.62694E-4
90.3293,7.69942E-4
90.3638,9.08807E-4
90.3925,0.00107929
90.419,0.00130507
90.4416,0.00157542
90.4643,0.00194517
90.487,0.00244946
90.5097,0.00313185
90.5328,0.00406614
90.555,0.00524055
90.5799,0.00696144
90.6057,0.00926197
90.6345,0.0125417
90.6696,0.0176016
90.7172,0.02605
90.8014,0.0418743
90.8479,0.0478638
90.8903,0.0498061
90.9288,0.0482506
90.9739,0.0428655
91.0541,0.0283297
91.1055,0.0193667
91.1402,0.0145322
91.1719,0.0111409
91.2019,0.00880958
91.2293,0.00730857
91.2535,0.00638776
91.2816,0.00566077
91.3258,0.00497476
91.4505,0.00359413
91.5248,0.00268859
91.565,0.00235781
91.5922,0.00226675
91.5992,0.0022655
91.6249,0.00235351
91.6482,0.00257688
91.6715,0.0029586
91.6948,0.00351793
91.7217,0.00440193
91.752,0.00572435
91.7875,0.00767614
91.9049,0.0153463
91.9515,0.0173481
91.9896,0.017894
92.0285,0.0173084
92.073,0.015375
92.1419,0.010862
92.2027,0.00685063
92.2371,0.0049908
92.2654,0.00375398
92.2925,0.00281916
92.3178,0.00214363
92.34,0.00168832
92.3621,0.0013391
92.3849,0.00107016
92.4103,8.55834E-4
92.4356,7.09306E-4
92.4558,6.29084E-4
92.4862,5.54743E-4
92.5166,5.21624E-4
92.5369,5.17136E-4
92.5751,5.38649E-4
92.6217,6.05357E-4
92.7357,8.28564E-4
92.7885,8.81363E-4
92.8024,8.8384E-4
92.8532,8.48718E-4
92.9079,7.44919E-4
93.0138,4.87416E-4
93.052,4.19938E-4
93.0883,3.80413E-4
93.1228,3.67455E-4
93.159,3.7937E-4
93.197,4.1707E-4
93.2581,5.16283E-4
93.3362,6.52373E-4
93.3898,7.03861E-4
93.4102,7.08379E-4
93.4553,6.86532E-4
93.5128,6.06241E-4
93.6188,4.13039E-4
93.6631,3.54687E-4
93.7,3.25498E-4
93.7369,3.16888E-4
93.7646,3.26207E-4
93.7923,3.52302E-4
93.8205,4.01486E-4
93.845,4.68823E-4
93.8695,5.66817E-4
93.894,7.04939E-4
93.9185,8.94492E-4
93.943,0.00114803
93.9702,0.00151899
93.9993,0.00203822
94.0311,0.00276024
94.0734,0.00396481
94.1813,0.00749261
94.2277,0.00854972
94.2722,0.008933
94.274,0.00893365
94.3184,0.00858907
94.3673,0.00752819
94.4894,0.00382753
94.5304,0.00281328
94.5641,0.00214946
94.5992,0.00161179
94.6315,0.00123525
94.6641,9.48523E-4
94.6954,7.41391E-4
94.7255,5.91349E-4
94.7556,4.78244E-4
94.788,3.88321E-4
94.8244,3.16765E-4
94.8636,2.65511E-4
94.9037,2.32359E-4
94.9437,2.12717E-4
94.9878,2.02366E-4
95.0119,2.0093E-4
95.0599,2.07182E-4
95.1084,2.28336E-4
95.1511,2.62754E-4
95.1942,3.14908E-4
95.2576,4.20753E-4
95.3431,5.75309E-4
95.3956,6.35109E-4
95.4287,6.46254E-4
95.4745,6.23821E-4
95.524,5.56906E-4
95.6493,3.2213E-4
95.6968,2.53732E-4
95.7372,2.11943E-4
95.7777,1.83709E-4
95.8292,1.62576E-4
95.8646,1.54632E-4
95.9353,1.47721E-4
95.9893,1.46786E-4
96.0793,1.50133E-4
96.1494,1.5873E-4
96.202,1.73381E-4
96.2396,1.92806E-4
96.2696,2.17431E-4
96.2997,2.53987E-4
96.3323,3.12218E-4
96.3638,3.92949E-4
96.3959,5.05141E-4
96.4309,6.67333E-4
96.4752,9.30774E-4
96.5829,0.00168941
96.6314,0.00193767
96.676,0.00202827
96.6798,0.00202888
96.7205,0.00196431
96.769,0.00173805
96.8945,8.70904E-4
96.935,6.42373E-4
96.9696,4.91189E-4
96.9983,3.95923E-4
97.027,3.24819E-4
97.0557,2.73768E-4
97.0891,2.33871E-4
97.1287,2.06226E-4
97.1695,1.92282E-4
97.2083,1.88078E-4
97.2634,1.93795E-4
97.3083,2.10133E-4
97.3491,2.39183E-4
97.3838,2.80499E-4
97.4175,3.41869E-4
97.4491,4.25017E-4
97.4797,5.34563E-4
97.5159,7.06385E-4
97.5588,9.69232E-4
97.6821,0.0018726
97.7315,0.0021089
97.7698,0.00216936
97.814,0.00209002
97.8557,0.00188524
97.9332,0.00132278
97.9931,8.92359E-4
98.0316,6.70075E-4
98.0663,5.14713E-4
98.098,4.08917E-4
98.1297,3.32479E-4
98.1613,2.79512E-4
98.1969,2.40736E-4
98.2384,2.1431E-4
98.28,2.00337E-4
98.3481,1.91391E-4
98.3865,1.90323E-4
98.507,1.97171E-4
98.5845,2.13902E-4
98.6378,2.3887E-4
98.6804,2.72597E-4
98.7253,3.26395E-4
98.7738,4.08496E-4
98.8536,5.8748E-4
98.9318,7.57534E-4
98.9896,8.30163E-4
99.0341,8.44958E-4
99.1093,8.31136E-4
99.1554,8.58948E-4
99.1915,9.42048E-4
99.2248,0.0010924
99.257,0.00132184
99.2904,0.00165812
99.332,0.00221522
99.4506,0.00414713
99.5005,0.00469685
99.542,0.00485165
99.5858,0.00468104
99.6398,0.00407447
99.7415,0.0025535
99.7766,0.00217028
99.7969,0.00202353
99.8213,0.00193565
99.8322,0.00193144
99.854,0.00199463
99.8812,0.00222094
99.9039,0.00254764
99.9326,0.00315523
99.9613,0.00399261
99.9963,0.00532764
100.046,0.00772231
100.138,0.0125154
100.188,0.0142666
100.23,0.0147765
100.272,0.0142762
100.321,0.0125899
100.45,0.0060316
100.487,0.00450676
100.518,0.00348216
100.546,0.00280441
100.574,0.00232519
100.596,0.00207681
100.618,0.00194397
100.628,0.0019188
100.65,0.00194894
100.672,0.00209001
100.693,0.00235006
100.715,0.00274114
100.742,0.00343741
100.769,0.00439442
100.799,0.00582294
100.834,0.00790773
100.879,0.0113739
100.989,0.020868
101.037,0.0236928
101.08,0.0245762
101.124,0.0237164
101.175,0.0208075
101.286,0.0120331
101.32,0.0099759
101.348,0.00884013
101.369,0.00829441
101.395,0.00807762
101.42,0.00828514
101.453,0.00916151
101.495,0.0110162
101.603,0.0169737
101.658,0.0188188
101.703,0.0192359
101.77,0.0184516
101.871,0.0168222
102.003,0.0159221
102.062,0.0144588
102.125,0.0116946
102.231,0.00616587
102.271,0.00443895
102.305,0.00326986
102.337,0.00243525
102.365,0.00187891
102.392,0.00146031
102.42,0.0011534
102.446,9.41946E-4
102.473,7.89934E-4
102.505,6.59747E-4
102.538,5.74475E-4
102.578,5.08934E-4
102.63,4.56657E-4
102.705,4.15866E-4
102.829,3.84489E-4
102.951,3.76391E-4
103.094,3.89294E-4
103.213,4.26649E-4
103.267,4.61892E-4
103.315,5.14855E-4
103.354,5.85102E-4
103.391,6.9176E-4
103.424,8.29307E-4
103.454,0.001014
103.485,0.00126731
103.514,0.00159358
103.543,0.00202654
103.576,0.00265441
103.611,0.00350577
103.65,0.00475122
103.696,0.00662621
103.755,0.0095666
103.871,0.0159667
103.924,0.0179436
103.969,0.0185284
104.015,0.0178868
104.066,0.0158472
104.148,0.0108584
104.209,0.0071612
104.245,0.00545364
104.278,0.00420888
104.304,0.00348082
104.33,0.00295508
104.356,0.00261094
104.379,0.00243678
104.406,0.00236341
104.441,0.00242643
104.498,0.00274484
104.573,0.0031866
104.62,0.00328281
104.671,0.00317288
104.738,0.00274295
104.829,0.00206201
104.867,0.00186619
104.907,0.00176915
104.927,0.0017674
104.963,0.00184523
104.999,0.00202444
105.043,0.00236582
105.112,0.00311095
105.192,0.00420401
105.245,0.0051865
105.283,0.0062424
105.314,0.0075417
105.34,0.00909973
105.365,0.0112758
105.39,0.014204
105.415,0.018135
105.441,0.0235025
105.469,0.0309581
105.501,0.0421436
105.539,0.0585492
105.597,0.0898127
105.675,0.132736
105.726,0.151593
105.77,0.157225
105.813,0.151724
105.859,0.13503
105.934,0.0944967
105.995,0.0607551
106.034,0.0431522
106.067,0.0313877
106.095,0.023457
106.122,0.0175858
106.147,0.0133936
106.171,0.0102046
106.195,0.00787458
106.218,0.00622335
106.241,0.00498987
106.264,0.00407328
106.291,0.0032974
106.32,0.00270448
106.355,0.0022188
106.39,0.00188985
106.44,0.00157718
106.5,0.00133848
106.568,0.00117624
106.622,0.00111921
106.63,0.00111705
106.676,0.001147
106.716,0.00124983
106.753,0.00143356
106.787,0.00170417
106.822,0.00210085
106.86,0.00268176
106.911,0.00368314
107.01,0.00590065
107.063,0.00671931
107.109,0.00696121
107.157,0.00667839
107.21,0.00581493
107.336,0.00293999
107.376,0.00218306
107.411,0.00168269
107.44,0.00134266
107.47,0.00108491
107.5,8.95954E-4
107.53,7.61414E-4
107.566,6.531E-4
107.609,5.75164E-4
107.66,5.25711E-4
107.722,5.01914E-4
107.742,5.00165E-4
107.798,5.11995E-4
107.837,5.40449E-4
107.879,5.99082E-4
107.91,6.70614E-4
107.947,7.94245E-4
107.983,9.71387E-4
108.025,0.00125208
108.08,0.00172751
108.189,0.00280228
108.239,0.00312202
108.28,0.00321003
108.325,0.00310352
108.375,0.00277304
108.507,0.00150597
108.551,0.00117718
108.59,9.63342E-4
108.628,8.24084E-4
108.666,7.55665E-4
108.69,7.44306E-4
108.724,7.71841E-4
108.751,8.35327E-4
108.782,9.56198E-4
108.813,0.0011408
108.845,0.0014149
108.879,0.00180971
108.917,0.00240142
108.964,0.00335062
109.08,0.00610161
109.128,0.00693404
109.177,0.007301
109.183,0.00730779
109.229,0.00707986
109.289,0.00622184
109.369,0.00483356
109.401,0.00446405
109.442,0.00424273
109.482,0.00434052
109.535,0.00486453
109.632,0.00608962
109.685,0.00634833
109.734,0.00611659
109.787,0.00541979
109.899,0.00338069
109.934,0.00292038
109.968,0.0026502
109.992,0.00259721
110.022,0.00270215
110.053,0.00301969
110.083,0.00355492
110.119,0.00444412
110.17,0.0061267
110.266,0.00959547
110.317,0.0108827
110.365,0.0113066
110.413,0.010875
110.465,0.0096257
110.599,0.00509009
110.647,0.00382211
110.688,0.00299048
110.724,0.00244428
110.763,0.00202141
110.799,0.00175845
110.837,0.0015852
110.885,0.00146724
110.979,0.00140289
111.068,0.00132756
111.151,0.00116412
111.251,9.36938E-4
111.321,8.34977E-4
111.376,8.09694E-4
111.436,8.43406E-4
111.484,9.1987E-4
111.542,0.00107404
111.63,0.00140302
111.819,0.00215547
111.859,0.00241589
111.896,0.0027991
111.927,0.00330869
111.958,0.00406209
111.989,0.0051258
112.021,0.00655498
112.057,0.00866537
112.106,0.0123023
112.205,0.0205887
112.259,0.0238974
112.307,0.0249978
112.31,0.0250013
112.353,0.0242174
112.401,0.0216135
112.477,0.0154109
112.544,0.00995511
112.584,0.00729461
112.619,0.00548325
112.65,0.00421816
112.681,0.00330283
112.711,0.00266302
112.742,0.00220898
112.77,0.00193778
112.806,0.00173146
112.833,0.00165402
112.862,0.00162841
112.905,0.00168004
112.947,0.00183575
112.984,0.00207409
113.019,0.00243572
113.054,0.00296834
113.086,0.00367764
113.119,0.00464696
113.152,0.00596514
113.192,0.00798559
113.242,0.0112076
113.424,0.024928
113.537,0.033116
113.622,0.0416814
113.711,0.0509376
113.769,0.0535527
113.774,0.0535658
113.824,0.0515685
113.876,0.0457149
113.956,0.03211
114.021,0.0209692
114.062,0.0151278
114.095,0.0114382
114.123,0.0089589
114.153,0.00688958
114.183,0.0053702
114.211,0.00431957
114.241,0.00355351
114.266,0.00311103
114.296,0.00276399
114.335,0.00253713
114.361,0.00249595
114.405,0.00259469
114.438,0.002806
114.481,0.00325864
114.53,0.00401571
114.599,0.00548612
114.69,0.00752547
114.746,0.00829371
114.783,0.00845395
114.833,0.00817588
114.895,0.0072052
115.01,0.00479585
115.067,0.0039184
115.109,0.00349791
115.151,0.0032704
115.181,0.00321778
115.23,0.0033235
115.27,0.00361509
115.305,0.00406235
115.34,0.00480893
115.371,0.00579302
115.4,0.00718165
115.427,0.00898566
115.452,0.0111874
115.48,0.0145044
115.508,0.0188806
115.539,0.0253532
115.571,0.033487
115.611,0.046678
115.675,0.0718849
115.744,0.100164
115.799,0.116293
115.848,0.121637
115.85,0.12165
115.897,0.117177
115.949,0.102948
116.088,0.0477073
116.128,0.0347275
116.16,0.0263542
116.193,0.0198525
116.221,0.0156227
116.249,0.0124491
116.274,0.0103441
116.304,0.00853375
116.335,0.00736887
116.365,0.00668876
116.396,0.00637945
116.416,0.00634224
116.454,0.00659093
116.493,0.00722877
116.541,0.00856276
116.59,0.0105097
116.733,0.0176062
116.793,0.0194606
116.832,0.0198497
116.891,0.0191573
117.031,0.0146757
117.083,0.0138633
117.088,0.0138513
117.125,0.0142839
117.157,0.0155728
117.184,0.0175304
117.21,0.0205544
117.237,0.024968
117.265,0.031542
117.293,0.0406485
117.321,0.0528826
117.349,0.0688382
117.381,0.0922642
117.42,0.128189
117.471,0.188324
117.575,0.325205
117.629,0.37471
117.678,0.392063
117.68,0.392106
117.725,0.379203
117.774,0.338307
117.853,0.239208
117.917,0.158241
117.96,0.114176
117.993,0.0871759
118.021,0.0691596
118.049,0.055188
118.077,0.0447101
118.105,0.0371136
118.133,0.0318015
118.163,0.028028
118.203,0.025231
118.243,0.0241107
118.256,0.0239966
118.31,0.0244385
118.388,0.0269214
118.461,0.0310993
118.522,0.0366894
118.569,0.04348
118.606,0.0514952
118.638,0.0613593
118.669,0.0753062
118.701,0.0950092
118.731,0.120816
118.76,0.153719
118.792,0.202766
118.824,0.266839
118.861,0.36112
118.904,0.499045
118.963,0.730345
119.132,1.50602
119.196,1.88709
119.247,2.33302
119.298,2.94723
119.438,5.10155
119.494,5.62888
119.524,5.71084
119.571,5.52399
119.617,4.99468
119.69,3.69892
119.763,2.32761
119.807,1.64192
119.84,1.23171
119.869,0.944288
119.899,0.717372
119.925,0.569207
119.953,0.446201
119.977,0.369635
120.006,0.303865
120.038,0.254595
120.071,0.222426
120.124,0.189401
120.358,0.0805333
120.415,0.0596101
120.464,0.0459016
120.508,0.0367775
120.551,0.0304057
120.602,0.0252157
120.665,0.0209789
120.744,0.0175941
120.853,0.0145141
120.977,0.0120838
121.067,0.0108544
121.158,0.0102404
121.177,0.0102255
121.234,0.0105061
121.291,0.0113527
121.376,0.0135627
121.484,0.016577
121.547,0.0172272
121.604,0.0166387
121.669,0.0148183
121.792,0.0104095
121.847,0.00902778
121.895,0.00826555
121.967,0.00772512
122.149,0.00734993
122.245,0.00756155
122.38,0.0081836
122.396,0.00819057
122.462,0.00789048
122.532,0.00699594
122.677,0.00450491
122.739,0.00371263
122.79,0.00325682
122.852,0.00292172
122.925,0.00274159
122.961,0.00271835
123.027,0.00279848
123.08,0.00302482
123.125,0.00340208
123.171,0.00402619
123.21,0.00483803
123.254,0.00606871
123.304,0.00798267
123.364,0.0109471
123.446,0.0159216
123.533,0.0224497
123.633,0.0318061
123.725,0.0406356
123.786,0.0440196
123.811,0.0443806
123.865,0.0426685
123.919,0.037902
124.063,0.01924
124.108,0.0146765
124.14,0.0122683
124.172,0.0105875
124.198,0.00974296
124.227,0.00927932
124.243,0.00920963
124.291,0.00960082
124.424,0.0121039
124.494,0.0125921
124.572,0.0127308
124.614,0.0134369
124.649,0.014907
124.679,0.0171646
124.709,0.0206372
124.738,0.0254881
124.771,0.0328031
124.806,0.0433578
124.851,0.0601801
124.981,0.116741
125.033,0.131708
125.08,0.136516
125.127,0.131603
125.179,0.116545
125.267,0.0780298
125.328,0.052189
125.369,0.0379892
125.402,0.0288224
125.43,0.0230289
125.457,0.0189185
125.483,0.0159916
125.509,0.0141246
125.534,0.0132225
125.548,0.0130672
125.575,0.0134092
125.603,0.0146379
125.634,0.0169152
125.669,0.0208366
125.71,0.0270502
125.763,0.0374083
125.885,0.0646281
125.941,0.0728781
125.986,0.0750999
126.035,0.0722182
126.086,0.0641694
126.169,0.0443093
126.235,0.0286989
126.277,0.0206814
126.312,0.0152293
126.342,0.0114935
126.372,0.00866724
126.4,0.0066242
126.429,0.00509831
126.455,0.00405105
126.482,0.00325841
126.512,0.00263856
126.543,0.00218956
126.574,0.00187915
126.611,0.00162418
126.656,0.00142318
126.711,0.00126728
126.792,0.00112043
126.893,0.00101187
127.005,9.5869E-4
127.026,9.5719E-4
127.112,9.89026E-4
127.175,0.0010654
127.232,0.00119791
127.28,0.00138737
127.321,0.00162459
127.367,0.00200807
127.413,0.00255241
127.466,0.00339179
127.607,0.00615846
127.664,0.00688853
127.707,0.00707083
127.756,0.00681968
127.813,0.00600451
127.956,0.00299876
128.005,0.00217795
128.044,0.0016625
128.079,0.00131811
128.116,0.00105849
128.151,8.84645E-4
128.186,7.65984E-4
128.233,6.67267E-4
128.279,6.11626E-4
128.341,5.74768E-4
128.444,5.57785E-4
128.652,5.88462E-4
128.776,6.27942E-4
128.84,6.8545E-4
128.878,7.54513E-4
128.908,8.41042E-4
128.943,9.94805E-4
128.976,0.00120958
129.008,0.00150493
129.039,0.00190883
129.071,0.00244253
129.108,0.00325242
129.148,0.00435401
129.205,0.00633151
129.329,0.0110072
129.397,0.0127839
129.461,0.0134999
129.479,0.0135298
129.556,0.0129418
129.643,0.0112526
129.749,0.00819821
129.864,0.00462775
129.918,0.00326762
129.958,0.00243983
129.995,0.0018555
130.027,0.0014549
130.057,0.00116938
130.091,9.37171E-4
130.124,7.72166E-4
130.163,6.42306E-4
130.202,5.59145E-4
130.245,5.01083E-4
130.311,4.53758E-4
130.425,4.18846E-4
130.641,4.00264E-4
130.692,3.99612E-4
130.872,4.11075E-4
130.988,4.38509E-4
131.087,4.88243E-4
131.16,5.55991E-4
131.226,6.53386E-4
131.275,7.66989E-4
131.321,9.22843E-4
131.357,0.00110117
131.39,0.00133399
131.42,0.00164251
131.447,0.00202074
131.475,0.00254824
131.501,0.00317872
131.526,0.00399899
131.556,0.00523073
131.587,0.00690569
131.623,0.0094228
131.666,0.013183
131.736,0.0207108
131.814,0.02918
131.869,0.033352
131.92,0.0347128
131.969,0.0334225
132.019,0.0297809
132.1,0.0210808
132.169,0.0135675
132.212,0.0096656
132.249,0.0070409
132.281,0.00524045
132.308,0.00408391
132.334,0.00322648
132.359,0.00257179
132.387,0.00204613
132.413,0.00170258
132.443,0.00143992
132.473,0.00128089
132.506,0.00120022
132.531,0.00118261
132.588,0.00122875
132.705,0.00140244
132.748,0.00142151
132.822,0.00136377
132.935,0.00118527
132.959,0.00116904
132.99,0.00118145
133.022,0.00124901
133.054,0.0014021
133.079,0.00159093
133.106,0.0018978
133.133,0.00232171
133.159,0.00286313
133.19,0.00374089
133.223,0.00496416
133.259,0.00668165
133.299,0.00912326
133.364,0.0139198
133.453,0.0207707
133.509,0.0237151
133.56,0.024667
133.611,0.0236928
133.667,0.0207361
133.809,0.00998624
133.849,0.00750849
133.888,0.00565161
133.919,0.00448571
133.948,0.00370912
133.977,0.0031569
134.005,0.00279012
134.034,0.00256743
134.079,0.00241274
134.208,0.00230955
134.272,0.00209287
134.353,0.00163375
134.45,0.00103681
134.504,7.74797E-4
134.548,6.13291E-4
134.586,5.13256E-4
134.626,4.39639E-4
134.672,3.83447E-4
134.734,3.40196E-4
134.824,3.09589E-4
134.944,2.91036E-4
134.98,2.8981E-4
135.06,3.00217E-4
135.116,3.2356E-4
135.177,3.70686E-4
135.243,4.48353E-4
135.392,6.60509E-4
135.46,7.14395E-4
135.49,7.20224E-4
135.554,6.95807E-4
135.743,5.05377E-4
135.825,4.55118E-4
135.919,4.33572E-4
135.929,4.33269E-4
135.999,4.43894E-4
136.06,4.77762E-4
136.112,5.3044E-4
136.2,6.64199E-4
136.304,8.33884E-4
136.377,8.98678E-4
136.404,9.04618E-4
136.474,8.7854E-4
136.584,7.97318E-4
136.612,7.90096E-4
136.654,8.04003E-4
136.696,8.57309E-4
136.739,9.60123E-4
136.781,0.0011224
136.823,0.00135499
136.867,0.00169202
136.907,0.00210911
136.947,0.00267967
136.982,0.00335615
137.013,0.00416236
137.042,0.00518086
137.074,0.0067098
137.105,0.00864548
137.134,0.011027
137.169,0.0147402
137.207,0.0198515
137.253,0.0276197
137.397,0.0570533
137.451,0.0645451
137.503,0.0672032
137.549,0.0651673
137.606,0.0575839
137.692,0.0401274
137.761,0.0260713
137.807,0.0183295
137.843,0.0136131
137.872,0.0104518
137.903,0.0078444
137.933,0.00597244
137.96,0.00463901
137.988,0.0036473
138.013,0.00295934
138.04,0.00244241
138.069,0.00203487
138.099,0.00175259
138.126,0.00160053
138.146,0.00153015
138.187,0.00148706
138.232,0.00156068
138.281,0.00175281
138.358,0.00221337
138.472,0.00309499
138.535,0.0037603
138.576,0.0043762
138.616,0.00525921
138.659,0.00661258
138.702,0.00848514
138.75,0.0112492
138.882,0.0203035
138.938,0.0230277
138.993,0.024012
138.995,0.024012
139.051,0.0230062
139.117,0.0198671
139.229,0.0131533
139.286,0.0104953
139.343,0.00862569
139.407,0.00730377
139.483,0.00630352
139.549,0.00583021
139.574,0.00578902
139.61,0.00590783
139.659,0.00647864
139.707,0.00752401
139.798,0.0103647
139.873,0.0124723
139.928,0.0131823
139.94,0.0132084
139.994,0.012762
140.051,0.011419
140.165,0.00799837
140.216,0.00686039
140.262,0.00624063
140.314,0.00589598
140.439,0.00547547
140.507,0.00485271
140.592,0.00361849
140.675,0.00234765
140.721,0.00177564
140.762,0.00139351
140.792,0.0011871
140.814,0.00107528
140.844,9.81303E-4
140.874,9.46919E-4
140.903,9.66063E-4
140.939,0.00105604
140.982,0.00125192
141.031,0.00157651
141.093,0.00211887
141.163,0.00287443
141.236,0.00388324
141.301,0.00504143
141.379,0.00689209
141.489,0.00976693
141.554,0.010847
141.591,0.0110308
141.646,0.0106093
141.711,0.00921561
141.825,0.00601775
141.871,0.0051192
141.91,0.00474015
141.926,0.0047046
141.955,0.00482354
141.995,0.00535799
142.035,0.00627199
142.11,0.00863872
142.179,0.0107707
142.234,0.0118159
142.268,0.0120134
142.319,0.0115873
142.368,0.0104254
142.448,0.00761377
142.528,0.00474016
142.572,0.00340922
142.608,0.00255531
142.639,0.00196256
142.67,0.00149945
142.701,0.00114882
142.728,9.23066E-4
142.755,7.47495E-4
142.787,6.06868E-4
142.818,5.14E-4
142.85,4.57615E-4
142.887,4.27797E-4
142.9,4.25888E-4
142.938,4.43291E-4
142.969,4.85695E-4
143.003,5.64456E-4
143.037,6.84125E-4
143.071,8.52488E-4
143.105,0.00107669
143.144,0.00141575
143.196,0.00198035
143.323,0.00359654
143.378,0.00410489
143.432,0.00432578
143.44,0.00432964
143.49,0.00418241
143.544,0.00373136
143.696,0.00186117
143.741,0.0014216
143.78,0.0011287
143.807,9.90399E-4
143.833,8.99359E-4
143.864,8.54531E-4
143.886,8.65583E-4
143.909,9.14652E-4
143.937,0.0010331
143.964,0.00122043
143.992,0.00148311
144.027,0.00192083
144.066,0.00258366
144.112,0.00356976
144.206,0.0060514
144.28,0.00784934
144.334,0.00862593
144.37,0.00878885
144.42,0.00849307
144.475,0.0075627
144.569,0.0051552
144.639,0.00338851
144.682,0.00248226
144.723,0.0018184
144.754,0.00141703
144.787,0.00109537
144.819,8.53858E-4
144.849,6.86832E-4
144.88,5.65369E-4
144.911,4.77107E-4
144.943,4.1654E-4
144.976,3.80181E-4
145.008,3.6384E-4
145.024,3.62574E-4
145.055,3.7292E-4
145.087,4.02427E-4
145.123,4.65954E-4
145.155,5.516E-4
145.186,6.73211E-4
145.221,8.60659E-4
145.257,0.00111623
145.297,0.00149041
145.346,0.0020708
145.484,0.0040132
145.544,0.00462184
145.599,0.00482902
145.6,0.00482924
145.655,0.00464104
145.705,0.00417514
145.861,0.00207073
145.902,0.00162993
