93-Np-237(n,total fission) ENDF/B-VII.1
31.6149,0.0241978
31.6482,0.0252629
31.6502,0.0252645
31.6811,0.0243088
31.7161,0.0212895
31.7853,0.0134062
31.8169,0.0106108
31.8439,0.0088967
31.8675,0.00785251
31.8976,0.00696661
31.9377,0.00626402
32.0068,0.00560492
32.1219,0.00495609
32.2899,0.00433466
32.542,0.00375599
32.7421,0.00348993
32.9221,0.00339009
33.0372,0.00345632
33.0978,0.00362622
33.1412,0.00395231
33.1702,0.00440702
33.1935,0.00502431
33.2157,0.00593548
33.2349,0.0070607
33.2565,0.00878572
33.2829,0.0116208
33.3195,0.0166937
33.3644,0.0232172
33.3927,0.0261101
33.4208,0.0271556
33.4483,0.0261442
33.4735,0.0236564
33.5553,0.012052
33.5816,0.009138
33.6043,0.00725711
33.6271,0.00592497
33.6473,0.00512181
33.6707,0.00453443
33.6941,0.00421651
33.7198,0.00408881
33.7299,0.00408818
33.7501,0.00415609
33.7947,0.00456091
33.8925,0.0057967
33.9526,0.00614431
34.0119,0.00623871
34.0763,0.00604453
34.1281,0.00545953
34.2162,0.00416077
34.2562,0.00379153
34.3023,0.00358726
34.3383,0.00354455
34.4001,0.00363929
34.4439,0.00388227
34.4741,0.00421356
34.5092,0.00487452
34.5439,0.00589721
34.6057,0.00843327
34.6488,0.00998481
34.6834,0.0104878
34.6854,0.0104905
34.7161,0.0101642
34.7533,0.0090203
34.8216,0.00634246
34.8517,0.00545828
34.8819,0.00485951
34.914,0.00448786
34.9514,0.00429286
34.9767,0.00425021
35.0575,0.00435791
35.2216,0.00486863
35.2798,0.00489708
35.302,0.00489671
35.4212,0.005017
35.6273,0.00566559
35.8447,0.00668681
36.0339,0.00800024
36.1763,0.00944757
36.3088,0.0114444
36.4211,0.0139362
36.4994,0.0164081
36.5746,0.0198272
36.6337,0.0237182
36.6847,0.0285245
36.7278,0.0343673
36.7629,0.0412665
36.7929,0.0499858
36.8181,0.0608925
36.8386,0.0739411
36.8576,0.0912654
36.8751,0.114074
36.8902,0.140946
36.9052,0.176927
36.9202,0.224711
36.9363,0.292142
36.9533,0.386732
36.9698,0.505328
36.9886,0.676448
37.0114,0.937505
37.0432,1.38643
37.0957,2.17124
37.1239,2.47165
37.1511,2.59394
37.1548,2.59573
37.1822,2.49726
37.2104,2.21583
37.2624,1.44928
37.2969,0.957618
37.3202,0.688736
37.3396,0.511455
37.3579,0.382309
37.3749,0.290302
37.3902,0.227273
37.4063,0.177189
37.4216,0.142
37.4369,0.115924
37.4548,0.0939962
37.4727,0.0785651
37.4951,0.0652893
37.5178,0.056335
37.5502,0.0481314
37.5891,0.0424679
37.6293,0.0397692
37.6493,0.0394321
37.6835,0.0403048
37.7397,0.0450268
37.8722,0.0606896
37.9023,0.0666503
37.9344,0.0770208
37.9634,0.0915579
37.9936,0.113171
38.0238,0.142038
38.0715,0.200672
38.1294,0.274872
38.161,0.30118
38.1862,0.308032
38.2187,0.295427
38.2507,0.262381
38.3288,0.152365
38.3589,0.119487
38.3837,0.100377
38.4074,0.08847
38.4331,0.0816033
38.4538,0.079812
38.4744,0.0806969
38.5064,0.0866383
38.5385,0.0982956
38.5666,0.114941
38.5906,0.136919
38.6125,0.166995
38.6323,0.206851
38.6496,0.256082
38.6669,0.323742
38.6836,0.411662
38.7018,0.540319
38.72,0.710292
38.7401,0.952638
38.7635,1.31504
38.7921,1.86512
38.8556,3.21991
38.8858,3.68355
38.9153,3.87485
38.9204,3.87779
38.9462,3.75796
38.9806,3.31258
39.0444,2.23388
39.0697,1.93927
39.0849,1.83167
39.1067,1.77296
39.1234,1.79864
39.15,1.93652
39.2094,2.35876
39.2396,2.44012
39.2708,2.34428
39.3008,2.08928
39.3855,1.04981
39.4103,0.805817
39.4309,0.648012
39.4521,0.528945
39.4692,0.461737
39.4882,0.412915
39.5113,0.385545
39.519,0.383271
39.5422,0.395417
39.5655,0.43705
39.5889,0.512999
39.6077,0.605607
39.6248,0.723477
39.6443,0.908232
39.6618,1.1353
39.6794,1.43715
39.6976,1.84985
39.7163,2.40446
39.7371,3.20467
39.7605,4.36588
39.7875,6.05776
39.8666,12.004
39.8952,13.5895
39.9249,14.3224
39.9296,14.3375
39.9581,13.8217
39.989,12.2281
40.0438,8.00864
40.0788,5.39793
40.1029,3.93128
40.1242,2.89583
40.1432,2.18005
40.161,1.66372
40.1788,1.27288
40.1962,0.988925
40.2135,0.779286
40.229,0.64037
40.2465,0.522855
40.2672,0.422922
40.288,0.35213
40.3117,0.294381
40.3429,0.241721
40.3799,0.199002
40.4244,0.163978
40.4778,0.13551
40.5372,0.114411
40.5965,0.100506
40.6747,0.0898455
40.7361,0.086421
40.7668,0.0862895
40.8329,0.0901052
40.877,0.0966882
40.921,0.108301
40.9586,0.12498
40.9898,0.147506
41.0131,0.173655
41.0326,0.205374
41.052,0.250843
41.0696,0.309281
41.0862,0.385106
41.1028,0.487907
41.1194,0.625531
41.1371,0.819596
41.1557,1.09018
41.1744,1.43818
41.1977,1.99103
41.2283,2.90277
41.2916,5.03892
41.3238,5.83869
41.353,6.15066
41.3577,6.15688
41.386,5.93364
41.414,5.32241
41.4615,3.77746
41.5017,2.44597
41.5276,1.74034
41.5468,1.32084
41.5655,0.995863
41.5841,0.745069
41.6012,0.570707
41.6176,0.444774
41.6339,0.350255
41.651,0.277161
41.6692,0.221121
41.6873,0.180906
41.7055,0.151725
41.7262,0.127542
41.7509,0.107081
41.7833,0.0884041
41.8222,0.0730297
41.8724,0.0594298
41.9283,0.0490033
41.9937,0.0405042
42.0603,0.0343927
42.1365,0.0294555
42.2166,0.0259457
42.3088,0.0236097
42.3898,0.0228815
42.4511,0.0236401
42.4812,0.0250003
42.5128,0.0279468
42.5323,0.0310923
42.5549,0.0367277
42.5741,0.0438962
42.5933,0.0540645
42.6125,0.0680994
42.6324,0.0876568
42.6529,0.11413
42.6776,0.154873
42.711,0.224123
42.7681,0.354061
42.8021,0.410533
42.8311,0.430694
42.8358,0.431061
42.8617,0.41828
42.8895,0.37961
42.9347,0.282148
42.9818,0.175776
43.0084,0.126758
43.0296,0.0956157
43.0491,0.0731808
43.0689,0.0558539
43.0854,0.0449309
43.1037,0.0358416
43.1224,0.0290645
43.1402,0.0244387
43.1605,0.0206725
43.1869,0.0173936
43.2169,0.0150045
43.2539,0.0131252
43.3127,0.0112742
43.3935,0.00974143
43.4877,0.00864133
43.6301,0.00768421
43.77,0.00729273
43.7922,0.00728831
43.8527,0.00741257
43.9026,0.00779481
43.9432,0.00855396
43.9703,0.00952682
43.9906,0.0106754
44.0128,0.0125403
44.0334,0.0150506
44.0539,0.0185473
44.077,0.02394
44.1002,0.0311115
44.129,0.0425938
44.2148,0.0844144
44.2462,0.0949672
44.2767,0.0986676
44.3078,0.0948097
44.3387,0.0843575
44.4263,0.0417243
44.4548,0.0304825
44.478,0.0234108
44.4985,0.0186116
44.5191,0.015036
44.5399,0.0124382
44.5638,0.0104254
44.5876,0.00915746
44.6115,0.00840409
44.6433,0.00794477
44.6593,0.00789364
44.6874,0.00805783
44.7237,0.00874917
44.7599,0.0100051
44.8183,0.0129887
44.8767,0.0159007
44.9174,0.0168211
44.925,0.0168454
44.9593,0.0163727
45.0096,0.0143848
45.074,0.0114393
45.1103,0.010316
45.1505,0.00968776
45.1707,0.0095909
45.2249,0.00986508
45.2972,0.0110691
45.3607,0.0128634
45.4062,0.0148359
45.4425,0.017163
45.4759,0.0202492
45.5114,0.0249832
45.5453,0.0313527
45.5808,0.0402426
45.6183,0.0522704
45.6553,0.0672239
45.6869,0.0840569
45.7124,0.102991
45.7337,0.125392
45.754,0.155599
45.773,0.194903
45.7915,0.246972
45.8116,0.322782
45.8321,0.425707
45.8541,0.56822
45.882,0.796322
45.9679,1.64502
45.9979,1.85344
46.0287,1.93966
46.0311,1.94011
46.06,1.87484
46.0899,1.68442
46.1489,1.12256
46.1867,0.779089
46.2115,0.601838
46.2331,0.484031
46.2558,0.394355
46.2774,0.336764
46.3014,0.295598
46.3398,0.25729
46.4094,0.199833
46.5038,0.099616
46.5353,0.0723642
46.5623,0.0541895
46.5848,0.0426145
46.6073,0.0338667
46.6313,0.0270586
46.6553,0.022222
46.6793,0.0187929
46.7044,0.0162257
46.7428,0.0135734
46.7908,0.0114275
46.8514,0.0096276
46.927,0.00811152
46.99,0.00724561
47.061,0.00670366
47.0815,0.00666574
47.1226,0.00681722
47.1657,0.00736155
47.2746,0.00971693
47.3194,0.0100984
47.3609,0.00969485
47.4122,0.00834402
47.4903,0.00588948
47.5355,0.00487667
47.5663,0.00441312
47.6074,0.00401887
47.6798,0.00368451
47.8005,0.00349367
47.8826,0.00347217
47.9988,0.00362191
48.0557,0.00387916
48.0919,0.00422328
48.1191,0.00467098
48.1462,0.00539718
48.1689,0.00632547
48.1925,0.00773879
48.2151,0.00964744
48.2378,0.0122193
48.2629,0.0159499
48.2946,0.0219367
48.3786,0.0403131
48.4118,0.0451692
48.4432,0.0468325
48.4762,0.0452955
48.5245,0.0388147
48.5688,0.0324141
48.6,0.0298268
48.6185,0.0294214
48.643,0.0302132
48.6766,0.0332833
48.7422,0.0408761
48.7807,0.0426258
48.8134,0.0413275
48.8473,0.0374574
48.9543,0.0191693
48.9894,0.0144313
49.0193,0.0114196
49.0469,0.00941432
49.0703,0.00821809
49.1018,0.00718057
49.1289,0.00669417
49.1679,0.00643194
49.1799,0.00642304
49.2592,0.00677644
49.3581,0.00765032
49.4161,0.00861407
49.4562,0.00983802
49.4862,0.0113665
49.5122,0.0134127
49.5338,0.0158942
49.5579,0.0198248
49.5796,0.0247831
49.6014,0.0314142
49.6255,0.0410762
49.6542,0.0558617
49.6941,0.0817453
49.7539,0.122804
49.7895,0.140076
49.8233,0.146475
49.8253,0.146509
49.8566,0.14214
49.8994,0.124506
49.9584,0.0944223
49.9874,0.0847446
50.0133,0.0822611
50.0306,0.0849544
50.0479,0.0919998
50.0674,0.10632
50.0869,0.128999
50.1064,0.162052
50.1253,0.206392
50.1461,0.271242
50.1687,0.364632
50.1932,0.495165
50.2233,0.697567
50.3162,1.44516
50.3521,1.64316
50.3837,1.70803
50.413,1.66233
50.4488,1.48196
50.5004,1.07759
50.5505,0.673
50.5804,0.477202
50.6048,0.350499
50.6272,0.260278
50.6475,0.197399
50.6645,0.156826
50.6835,0.121861
50.7018,0.0965284
50.7201,0.0775506
50.7394,0.0627014
50.7608,0.0507779
50.7852,0.0411293
50.8096,0.0342887
50.8408,0.0281126
50.8747,0.0233908
50.9154,0.019342
50.9679,0.0156511
51.0273,0.012727
51.09,0.0105151
51.1614,0.00869903
51.2447,0.00719602
51.3136,0.0063191
51.3814,0.00580301
51.4039,0.00574606
51.4491,0.00592123
51.4832,0.00642253
51.5173,0.00734696
51.5575,0.00901816
51.6458,0.0136509
51.6839,0.0148752
51.7048,0.0150734
51.7401,0.0145473
51.7802,0.0128028
51.8746,0.00711836
51.9068,0.00560198
51.9392,0.00447877
51.9696,0.00375739
51.9999,0.00328619
52.0403,0.00292062
52.0827,0.00272864
52.1555,0.00261948
52.1656,0.00261784
52.2318,0.00269467
52.2767,0.0029098
52.3049,0.00319889
52.3307,0.00364833
52.3529,0.00425405
52.3756,0.00517046
52.3984,0.00648834
52.4203,0.00823983
52.441,0.0104059
52.4658,0.0137266
52.4979,0.0191549
52.5825,0.0357916
52.6173,0.0404568
52.6496,0.0420018
52.6786,0.0407708
52.7154,0.0360659
52.8069,0.0185741
52.8356,0.0141565
52.8597,0.0113309
52.882,0.00945555
52.8999,0.00842013
52.9197,0.00767942
52.9438,0.00723121
52.9718,0.00710896
53.0219,0.0072091
53.0628,0.00700631
53.1061,0.00626486
53.1833,0.00414565
53.2284,0.0030056
53.2584,0.00242404
53.2885,0.00199506
53.3176,0.00170609
53.3461,0.00151516
53.3747,0.00138996
53.4128,0.00128921
53.4796,0.00121465
53.5084,0.00121151
53.5516,0.00124942
53.5924,0.0013643
53.6253,0.00155321
53.6516,0.00179539
53.6815,0.00219611
53.7118,0.00275885
53.7523,0.00373357
53.8212,0.00554925
53.8596,0.00623573
53.8918,0.00643156
53.9264,0.00621774
53.969,0.0054955
54.0277,0.00434313
54.056,0.00401386
54.0773,0.00393981
54.0991,0.00403654
54.1287,0.00443557
54.172,0.00543118
54.2298,0.00682253
54.2679,0.00727032
54.2768,0.00728827
54.3101,0.00704227
54.3463,0.00627543
54.446,0.00317401
54.4794,0.00234806
54.5062,0.0018442
54.5293,0.00151906
54.5524,0.00127915
54.5813,0.00107318
54.6044,9.63495E-4
54.6391,8.59397E-4
54.6738,7.99323E-4
54.7431,7.42051E-4
54.8065,7.27528E-4
54.8951,7.54834E-4
55.0158,8.18158E-4
55.0291,8.19023E-4
55.0984,7.91095E-4
55.2171,6.87815E-4
55.3138,6.46107E-4
55.3621,6.42236E-4
55.4917,6.63257E-4
55.59,7.10216E-4
55.6556,7.70613E-4
55.7133,8.69085E-4
55.7462,9.67878E-4
55.7761,0.00111134
55.8019,0.00130568
55.8225,0.00153487
55.8431,0.00185903
55.8627,0.002287
55.8812,0.00283363
55.8998,0.00355267
55.9198,0.00456714
55.941,0.00594126
55.9667,0.00808944
55.9968,0.0112559
56.0895,0.0229183
56.1233,0.0259246
56.158,0.0271273
56.1598,0.0271302
56.1926,0.026142
56.2313,0.0227752
56.325,0.011014
56.3555,0.00786548
56.3797,0.00589361
56.4017,0.00449654
56.4237,0.0034366
56.4451,0.00267472
56.4644,0.00217492
56.4849,0.0017902
56.5049,0.00152442
56.529,0.00130611
56.5596,0.00113041
56.592,0.0010175
56.6421,9.21174E-4
56.6946,8.82443E-4
56.715,8.80865E-4
56.8328,9.21687E-4
56.892,8.87749E-4
56.9641,7.71573E-4
57.0492,6.25023E-4
57.1123,5.60668E-4
57.1902,5.2945E-4
57.2406,5.25467E-4
57.5766,5.59375E-4
57.6998,6.00763E-4
57.8117,6.76388E-4
57.8812,7.56791E-4
57.9368,8.61524E-4
57.9785,9.9208E-4
58.0063,0.00112812
58.0337,0.00132871
58.0572,0.00158211
58.0806,0.00194604
58.1002,0.00236464
58.1198,0.00291909
58.1429,0.00379141
58.1656,0.0049252
58.1906,0.00653284
58.2194,0.00887639
58.2608,0.0130711
58.3637,0.0245737
58.5282,0.0396924
58.5826,0.0439475
58.6099,0.0445975
58.6461,0.0431197
58.6824,0.0388542
58.7328,0.0296435
58.7932,0.0177378
58.8234,0.0128341
58.8496,0.00944393
58.8718,0.00720256
58.8924,0.00558435
58.9128,0.00436866
58.9332,0.00346572
58.9514,0.0028725
58.974,0.00234303
58.9967,0.00198729
59.0239,0.00171895
59.0517,0.00156578
59.0797,0.00149791
59.0891,0.00149151
59.117,0.00151978
59.1448,0.00162826
59.1726,0.00184461
59.1957,0.00214017
59.2189,0.00257904
59.2421,0.00320474
59.2665,0.00412056
59.2904,0.00530811
59.3195,0.00719526
59.3552,0.0101332
59.438,0.0178352
59.4782,0.0203694
59.5118,0.0210952
59.5471,0.0203304
59.5873,0.0178682
59.6645,0.0116051
59.6884,0.0101556
59.7069,0.00939895
59.7302,0.00903192
59.7513,0.00937489
59.7682,0.0101907
59.7852,0.0115525
59.8031,0.0136623
59.8233,0.0169363
59.8458,0.0217779
59.8729,0.0293464
59.9078,0.0415961
59.986,0.0722515
60.0209,0.0819829
60.0558,0.0860281
60.0596,0.0860693
60.0949,0.0826627
60.1277,0.0740938
60.1842,0.0523677
60.2318,0.0338625
60.2609,0.0245295
60.2862,0.0180085
60.3084,0.0135354
60.3288,0.0103489
60.3473,0.00810521
60.3667,0.00630495
60.3861,0.00496183
60.4056,0.00397316
60.4243,0.00327365
60.4438,0.00274302
60.4681,0.00227917
60.4924,0.00196676
60.5168,0.00175594
60.5459,0.0015958
60.5751,0.00151417
60.5959,0.00150118
60.6271,0.00156256
60.6479,0.00167116
60.6702,0.00186679
60.6941,0.00219085
60.718,0.00266249
60.7449,0.00340392
60.7726,0.00442595
60.8053,0.00596806
60.8962,0.0110112
60.9326,0.0124257
60.9689,0.0129487
61.0033,0.0124989
61.0396,0.0111361
61.1124,0.00706419
61.1529,0.0049296
61.1803,0.00377013
61.2031,0.00300858
61.2259,0.00243057
61.248,0.00203487
61.27,0.0017829
61.29,0.00166786
61.3,0.00164897
61.322,0.00169624
61.3414,0.00184071
61.3652,0.00215686
61.3876,0.00260488
61.414,0.00333317
61.444,0.00442581
61.4887,0.00648285
61.5483,0.00937851
61.5867,0.0107143
61.6228,0.0112075
61.625,0.0112095
61.6616,0.0107665
61.7025,0.0093619
61.7983,0.00475706
61.8284,0.00357536
61.8567,0.00270583
61.8795,0.00217619
61.9047,0.00174542
61.93,0.00145361
61.9563,0.00126683
61.9799,0.00117841
62.0046,0.00115035
62.0294,0.00118081
62.0541,0.0012706
62.083,0.00146467
62.1055,0.00170314
62.1307,0.00209698
62.1534,0.00260608
62.1761,0.0033119
62.1976,0.00421246
62.2212,0.00553487
62.2448,0.00728235
62.269,0.00959636
62.2973,0.0130343
62.3311,0.0181917
62.4331,0.0365061
62.4706,0.0410319
62.505,0.0424885
62.538,0.0411294
62.5732,0.03699
62.6327,0.0263234
62.6819,0.0174524
62.7142,0.0128267
62.7405,0.0099747
62.7624,0.00821537
62.7872,0.00681511
62.8111,0.00595633
62.837,0.00540873
62.8764,0.00500754
62.9511,0.0044354
63.0113,0.00360647
63.0714,0.00271647
63.1025,0.00241379
63.1311,0.00231717
63.1531,0.00239739
63.176,0.00265066
63.1988,0.00310148
63.2215,0.00376802
63.2486,0.00485706
63.2803,0.00651285
63.3777,0.0126506
63.4179,0.0143299
63.4496,0.0147704
63.4831,0.0142739
63.5233,0.0125406
63.6227,0.00627336
63.6537,0.00470041
63.6773,0.00377635
63.701,0.00310306
63.7235,0.00268463
63.7431,0.00248196
63.7628,0.00241141
63.7869,0.00247631
63.8191,0.00275628
63.9036,0.0038055
63.9439,0.00406527
63.9568,0.00408086
63.9902,0.00395476
64.0254,0.00358515
64.0845,0.00263794
64.1386,0.00175424
64.1713,0.00132479
64.2015,0.00102041
64.2267,8.31424E-4
64.2531,6.87279E-4
64.2814,5.81873E-4
64.3097,5.1385E-4
64.3323,4.78529E-4
64.3776,4.4038E-4
64.4341,4.27433E-4
64.4902,4.38228E-4
64.535,4.66849E-4
64.5686,5.08823E-4
64.6023,5.82287E-4
64.6309,6.85404E-4
64.6554,8.18587E-4
64.6799,0.00100895
64.7044,0.00127335
64.7289,0.00162827
64.756,0.00214043
64.7892,0.00294697
64.8403,0.00448574
64.8924,0.0060747
64.9312,0.00692363
64.9684,0.00724359
64.9703,0.00724485
65.0027,0.00704096
65.0384,0.00637478
65.1002,0.00460526
65.1485,0.00322372
65.1825,0.00245735
65.207,0.00204326
65.2315,0.00174876
65.2541,0.00157965
65.2767,0.0015048
65.2842,0.00150059
65.3068,0.0015521
65.3294,0.00170794
65.3519,0.0019869
65.3721,0.00236362
65.3922,0.00289068
65.4124,0.00360317
65.4354,0.00469483
65.4594,0.00620739
65.4862,0.00842284
65.5169,0.0116694
65.5597,0.0173174
65.6307,0.0273442
65.6704,0.031299
65.7074,0.0327307
65.7098,0.0327356
65.7445,0.0316073
65.7791,0.0284967
65.8376,0.020552
65.8903,0.0131793
65.9223,0.00950227
65.9485,0.00709154
65.9731,0.00531964
65.9955,0.00408081
66.0183,0.00312603
66.0387,0.00248883
66.0591,0.0020115
66.0824,0.00161536
66.1046,0.00134671
66.1283,0.00114281
66.1569,9.7523E-4
66.1919,8.417E-4
66.2399,7.31215E-4
66.3,6.52899E-4
66.3872,5.93352E-4
66.4961,5.64773E-4
66.5761,5.71236E-4
66.6694,6.11152E-4
66.7673,6.96771E-4
66.8408,8.0232E-4
66.9071,9.49882E-4
66.9551,0.00111253
66.9975,0.00132978
67.0314,0.00159514
67.0605,0.00193587
67.0853,0.00236014
67.1081,0.00291437
67.1281,0.00358197
67.148,0.0044805
67.1685,0.00571546
67.1899,0.00744545
67.2113,0.00973121
67.2328,0.0126831
67.2578,0.017094
67.2864,0.0235108
67.3221,0.0334906
67.4138,0.0624439
67.4507,0.0705259
67.4882,0.0737202
67.4902,0.0737281
67.5281,0.0707631
67.571,0.0613188
67.6668,0.0321641
67.6996,0.0243008
67.723,0.0200805
67.7464,0.017085
67.7651,0.0155379
67.7916,0.0145103
67.8036,0.014436
67.8237,0.0147601
67.8633,0.0165433
67.9307,0.0202555
67.9723,0.0211769
67.9744,0.0211777
68.0121,0.0203835
68.0528,0.0179726
68.1615,0.00850577
68.1952,0.00609794
68.2212,0.00462893
68.2458,0.00354081
68.2704,0.00271879
68.292,0.00218446
68.3113,0.00182622
68.3315,0.00155125
68.3566,0.00132061
68.3818,0.0011894
68.407,0.00114053
68.4121,0.00113994
68.4322,0.00116811
68.4524,0.0012477
68.475,0.00140509
68.4999,0.00167729
68.5248,0.00207036
68.5529,0.00267707
68.585,0.00359451
68.6258,0.00507057
68.6953,0.00782016
68.7356,0.00899974
68.7731,0.00947247
68.7785,0.00948135
68.8123,0.00919254
68.8506,0.00822101
68.9105,0.00589431
68.965,0.00375102
68.9979,0.00270013
69.0228,0.00207039
69.0476,0.00157701
69.0709,0.0012252
69.0934,9.70679E-4
69.1159,7.83707E-4
69.1415,6.34082E-4
69.169,5.2585E-4
69.2,4.47439E-4
69.238,3.88697E-4
69.2928,3.39754E-4
69.384,2.92706E-4
69.5121,2.5319E-4
69.6401,2.31899E-4
69.7926,2.19781E-4
69.8434,2.18797E-4
69.9267,2.24693E-4
69.9892,2.42235E-4
70.0475,2.76321E-4
70.1215,3.45984E-4
70.2079,4.30658E-4
70.265,4.55895E-4
70.28,4.56817E-4
70.3892,4.33631E-4
70.43,4.46016E-4
70.4618,4.78105E-4
70.4963,5.39105E-4
70.5426,6.60485E-4
70.6311,9.27583E-4
70.6839,0.0010245
70.7266,0.00104589
70.7753,0.00103895
70.8027,0.00105108
70.8327,0.00111305
70.8586,0.00123938
70.8802,0.00142176
70.9016,0.00169549
70.9227,0.00207997
70.9438,0.00260204
70.968,0.00339868
70.9936,0.00449887
71.0255,0.0062513
71.0694,0.00925873
71.1374,0.0142564
71.1813,0.0166244
71.2216,0.0175322
71.2271,0.0175472
71.266,0.0169211
71.3057,0.0151729
71.4208,0.00811206
71.4653,0.00592935
71.5036,0.00445616
71.5419,0.00331036
71.5784,0.00245647
71.6139,0.00181021
71.6464,0.0013543
71.6753,0.00104212
71.7019,8.21662E-4
71.7286,6.55056E-4
71.7539,5.37025E-4
71.7844,4.35729E-4
71.8097,3.7628E-4
71.8456,3.18775E-4
71.8814,2.81345E-4
71.9352,2.46045E-4
72.0123,2.16175E-4
72.1123,1.93012E-4
72.2859,1.70476E-4
72.5203,1.5354E-4
72.812,1.45672E-4
72.898,1.45396E-4
73.2241,1.48598E-4
73.3636,1.55094E-4
73.4984,1.68239E-4
73.5809,1.85237E-4
73.6424,2.07696E-4
73.7028,2.41727E-4
73.7773,3.0133E-4
73.8417,3.71658E-4
73.8852,4.42435E-4
73.9152,5.16773E-4
73.9404,6.0736E-4
73.9676,7.48934E-4
73.9928,9.36414E-4
74.0179,0.00119504
74.0441,0.00155676
74.0699,0.00201907
74.1037,0.00279499
74.1457,0.0039966
74.2375,0.006875
74.2929,0.0081422
74.3751,0.00914599
74.4646,0.0103135
74.5404,0.0114042
74.5627,0.0114969
74.6054,0.0111355
74.6477,0.0100201
74.7023,0.00775059
74.7716,0.00462196
74.807,0.00331801
74.8366,0.00246862
74.8629,0.0019052
74.8867,0.0015357
74.9101,0.00128955
74.9282,0.00116611
74.9553,0.00107044
74.9733,0.00105423
75.0034,0.00108763
75.1068,0.00137293
75.1404,0.0014044
75.1841,0.00135012
75.2323,0.00117557
75.3427,6.17889E-4
75.3779,4.76073E-4
75.4122,3.70082E-4
75.4416,3.03926E-4
75.468,2.6073E-4
75.495,2.29273E-4
75.522,2.07587E-4
75.566,1.86303E-4
75.6312,1.71913E-4
75.738,1.65042E-4
75.808,1.68829E-4
75.8621,1.81318E-4
75.9021,2.00745E-4
75.9405,2.32061E-4
75.9774,2.77536E-4
76.0158,3.4372E-4
76.0659,4.57611E-4
76.192,8.12467E-4
76.244,9.95022E-4
76.2791,0.00117506
76.3091,0.00139857
76.3421,0.00174801
76.3761,0.00224098
76.4195,0.00305725
76.5016,0.00475821
76.5448,0.00535126
76.5783,0.00550551
76.6152,0.00532222
76.6554,0.00474418
76.7202,0.00333715
76.7729,0.00218314
76.8069,0.00157581
76.8366,0.00115774
76.862,8.82609E-4
76.8866,6.79827E-4
76.9103,5.35447E-4
76.9335,4.32158E-4
76.9576,3.55101E-4
76.9833,2.98319E-4
77.0152,2.52052E-4
77.0503,2.20378E-4
77.1006,1.93813E-4
77.155,1.79686E-4
77.1802,1.77748E-4
77.2154,1.81183E-4
77.2477,1.92519E-4
77.2772,2.11915E-4
77.3122,2.48619E-4
77.3498,3.06891E-4
77.3948,4.02026E-4
77.4859,6.25894E-4
77.53,7.0143E-4
77.5696,7.25534E-4
77.61,7.00738E-4
77.6521,6.28997E-4
77.7678,3.48294E-4
77.8112,2.65898E-4
77.8478,2.15396E-4
77.8831,1.81182E-4
77.9249,1.55024E-4
77.9729,1.3818E-4
78.0259,1.29927E-4
78.0565,1.28779E-4
78.1164,1.33538E-4
78.1724,1.473E-4
78.2336,1.74037E-4
78.3798,2.64468E-4
78.4364,2.83199E-4
78.4545,2.84328E-4
78.5036,2.74513E-4
78.5616,2.42983E-4
78.6674,1.71457E-4
78.7223,1.45597E-4
78.7711,1.32138E-4
78.8254,1.26217E-4
78.8404,1.2605E-4
78.8852,1.29394E-4
78.9306,1.40007E-4
78.9695,1.57353E-4
79.0084,1.85306E-4
79.0503,2.30099E-4
79.0986,3.0138E-4
79.2049,4.83381E-4
79.2532,5.32896E-4
79.2819,5.41134E-4
79.3251,5.21106E-4
79.3745,4.58777E-4
79.4796,2.83906E-4
79.5215,2.30654E-4
79.5603,1.9591E-4
79.5895,1.78374E-4
79.631,1.63562E-4
79.6827,1.57054E-4
79.6929,1.56886E-4
79.7541,1.61258E-4
79.8296,1.77555E-4
79.8847,2.00638E-4
79.9232,2.28623E-4
79.953,2.62879E-4
79.9785,3.06535E-4
80.0053,3.73928E-4
80.0295,4.62189E-4
80.051,5.69666E-4
80.0749,7.32243E-4
80.0974,9.36035E-4
80.1223,0.00123284
80.1498,0.00165833
80.1797,0.00224993
80.2199,0.00324781
80.3205,0.00608777
80.3628,0.00690772
80.4048,0.00721147
80.4068,0.0072116
80.4443,0.00697975
80.4925,0.0061298
80.6076,0.00330287
80.6524,0.00242474
80.6899,0.00185548
80.7258,0.00143193
80.7637,0.00108625
80.7996,8.33864E-4
80.836,6.37156E-4
80.8696,4.994E-4
80.9032,3.96929E-4
80.9355,3.25722E-4
80.9696,2.73563E-4
81.0037,2.39E-4
81.0492,2.11468E-4
81.0947,1.96971E-4
81.1622,1.88067E-4
81.1847,1.87086E-4
81.2697,1.89547E-4
81.3548,2.02312E-4
81.4357,2.27606E-4
81.5207,2.70654E-4
81.5875,3.1921E-4
81.6357,3.72611E-4
81.6725,4.38903E-4
81.6998,5.15301E-4
81.7271,6.29366E-4
81.7492,7.60792E-4
81.7722,9.49683E-4
81.7965,0.00122287
81.8192,0.00156509
81.8443,0.00205705
81.8723,0.00277006
81.9022,0.00373675
81.943,0.00536488
82.0305,0.00927815
82.0773,0.0107785
82.1178,0.0112849
82.1215,0.0112884
82.1587,0.0109251
82.2034,0.00965134
82.3199,0.004774
82.3549,0.00356751
82.3874,0.00268446
82.4173,0.00206068
82.4471,0.00159637
82.4771,0.00125202
82.5042,0.00102328
82.5342,8.35297E-4
82.5673,6.86433E-4
82.6023,5.75599E-4
82.6409,4.93676E-4
82.6835,4.3844E-4
82.7236,4.11014E-4
