94-Pu-242(n,total fission) ENDF/B-VII.1
332.4,0.214714
332.477,0.207134
332.563,0.182747
332.71,0.12112
332.809,0.0801282
332.875,0.0578512
332.928,0.0434858
332.979,0.0325891
333.024,0.0248771
333.067,0.0191943
333.111,0.0148288
333.154,0.0115279
333.198,0.00900337
333.24,0.0072339
333.288,0.00575575
333.336,0.00469457
333.39,0.00384286
333.45,0.00317694
333.525,0.00260129
333.6,0.00219645
333.708,0.00178468
333.834,0.00145089
333.969,0.00119581
334.131,9.7544E-4
334.32,7.92194E-4
334.536,6.43503E-4
334.788,5.20988E-4
335.065,4.26092E-4
335.401,3.44856E-4
335.767,2.8293E-4
336.229,2.28562E-4
336.715,1.88846E-4
337.255,1.57646E-4
337.885,1.31789E-4
338.715,1.0822E-4
339.69,8.94512E-5
340.957,7.32661E-5
342.413,6.08036E-5
344.159,5.09564E-5
346.488,4.20718E-5
349.205,3.53466E-5
352.311,3.03111E-5
355.416,2.69423E-5
359.686,2.40481E-5
363.762,2.28656E-5
364.344,2.28506E-5
367.259,2.38644E-5
368.638,2.55844E-5
369.585,2.78076E-5
370.361,3.10941E-5
371.007,3.58223E-5
371.395,4.02788E-5
371.795,4.73677E-5
372.082,5.50751E-5
372.347,6.56757E-5
372.56,7.84114E-5
372.737,9.39734E-5
372.879,1.12067E-4
372.986,1.31723E-4
373.071,1.54963E-4
373.135,1.81068E-4
373.188,2.13277E-4
373.234,2.54075E-4
373.277,3.08411E-4
373.313,3.717E-4
373.348,4.58086E-4
373.384,5.76037E-4
373.419,7.36525E-4
373.453,9.41044E-4
373.485,0.00119509
373.517,0.00152294
373.554,0.00202189
373.591,0.00267621
373.631,0.00358902
373.671,0.00476498
373.716,0.00643432
373.76,0.00853744
373.817,0.0119208
373.884,0.0169559
373.986,0.0261611
374.13,0.0395244
374.215,0.0449854
374.297,0.0469609
374.3,0.0469638
374.374,0.0454536
374.448,0.0412284
374.556,0.031834
374.698,0.0184299
374.764,0.0131933
374.824,0.00937963
374.873,0.00693751
374.917,0.00516274
374.957,0.00390392
374.997,0.00292058
375.035,0.0021969
375.073,0.00165689
375.104,0.00130928
375.135,0.00103697
375.166,8.25506E-4
375.197,6.62509E-4
375.231,5.25368E-4
375.267,4.21731E-4
375.307,3.37907E-4
375.351,2.73293E-4
375.396,2.28867E-4
375.449,1.92577E-4
375.518,1.61828E-4
375.593,1.40046E-4
375.692,1.20274E-4
375.841,1.00429E-4
376.017,8.49201E-5
376.206,7.36364E-5
376.457,6.37548E-5
376.772,5.62389E-5
377.105,5.16388E-5
377.518,4.89672E-5
377.725,4.86068E-5
378.301,5.05353E-5
378.692,5.43803E-5
379.113,6.14983E-5
379.494,7.19231E-5
379.794,8.43987E-5
380.065,1.00949E-4
380.308,1.22732E-4
380.506,1.48521E-4
380.672,1.7896E-4
380.818,2.16944E-4
380.931,2.58091E-4
381.022,3.03519E-4
381.099,3.5712E-4
381.163,4.18737E-4
381.226,5.06706E-4
381.282,6.18547E-4
381.328,7.50628E-4
381.376,9.39282E-4
381.416,0.00116089
381.457,0.00145727
381.498,0.0018515
381.539,0.00237119
381.584,0.00313473
381.629,0.00414103
381.675,0.00544045
381.725,0.00728825
381.779,0.00978364
381.842,0.0134175
381.923,0.019161
382.111,0.0340092
382.208,0.0394076
382.291,0.0412729
382.3,0.0412891
382.38,0.0398648
382.463,0.0356759
382.597,0.0255151
382.721,0.0159345
382.79,0.0114829
382.853,0.00823893
382.907,0.00605073
382.957,0.00449738
383.0,0.00345731
383.045,0.00261491
383.085,0.00205204
383.125,0.00161964
383.164,0.00129064
383.204,0.00104199
383.252,8.23196E-4
383.299,6.67201E-4
383.354,5.41693E-4
383.415,4.4459E-4
383.478,3.74726E-4
383.569,3.0655E-4
383.678,2.51648E-4
383.814,2.04705E-4
383.972,1.66782E-4
384.135,1.39027E-4
384.357,1.12401E-4
384.597,9.25035E-5
384.897,7.5456E-5
385.245,6.20024E-5
385.653,5.14248E-5
386.116,4.33817E-5
386.578,3.78313E-5
387.213,3.26238E-5
387.849,2.91143E-5
388.802,2.56619E-5
389.994,2.30088E-5
391.45,2.1105E-5
393.795,1.95428E-5
397.472,1.88414E-5
401.161,1.94871E-5
403.582,2.09741E-5
405.115,2.2977E-5
406.035,2.51291E-5
406.799,2.81133E-5
407.435,3.2276E-5
407.881,3.70513E-5
408.269,4.36871E-5
408.564,5.16422E-5
408.81,6.18598E-5
408.997,7.36081E-5
409.136,8.62331E-5
409.246,1.00959E-4
409.338,1.19776E-4
409.403,1.40158E-4
409.458,1.66425E-4
409.504,1.98571E-4
409.551,2.4527E-4
409.592,3.05743E-4
409.626,3.73918E-4
409.663,4.73051E-4
409.7,6.07139E-4
409.737,7.87076E-4
409.774,0.00102611
409.811,0.00133996
409.849,0.0017698
409.888,0.00232534
409.932,0.00314608
409.977,0.00420084
410.025,0.00564705
410.076,0.00759374
410.141,0.0106153
410.231,0.0158238
410.408,0.0270114
410.5,0.0312157
410.586,0.0329247
410.6,0.032961
410.683,0.0317556
410.771,0.0281085
410.908,0.0197221
411.026,0.0123988
411.094,0.00888813
411.153,0.00642805
411.207,0.0046644
411.253,0.00347207
411.294,0.00262774
411.334,0.00199471
411.373,0.00151416
411.412,0.00114553
411.444,9.07951E-4
411.476,7.21625E-4
411.508,5.76719E-4
411.544,4.55189E-4
411.581,3.6037E-4
411.614,2.97623E-4
411.656,2.4018E-4
411.697,1.99506E-4
411.747,1.65683E-4
411.804,1.3976E-4
411.876,1.18578E-4
411.972,1.00664E-4
412.092,8.61557E-5
412.256,7.29653E-5
412.441,6.30025E-5
412.671,5.46591E-5
412.902,4.90549E-5
413.27,4.33511E-5
413.639,3.99571E-5
414.13,3.74969E-5
414.868,3.63423E-5
415.718,3.73043E-5
416.569,4.0107E-5
417.414,4.49286E-5
418.108,5.10684E-5
418.802,5.99488E-5
419.441,7.20565E-5
419.946,8.59062E-5
420.367,1.02205E-4
420.754,1.23331E-4
421.107,1.50596E-4
421.41,1.83458E-4
421.68,2.24159E-4
421.915,2.73813E-4
422.129,3.36904E-4
422.313,4.13261E-4
422.471,5.04723E-4
422.609,6.17776E-4
422.707,7.32625E-4
422.786,8.64086E-4
422.852,0.00102464
422.909,0.00123395
422.958,0.0014998
423.0,0.00181689
423.041,0.00226278
423.075,0.00277711
423.108,0.00342787
423.141,0.0042846
423.174,0.00540736
423.21,0.00703764
423.246,0.00919698
423.284,0.0121731
423.323,0.0162616
423.363,0.021591
423.402,0.0284226
423.445,0.0380357
423.495,0.0519657
423.548,0.0711759
423.607,0.0978079
423.688,0.142764
423.899,0.281584
424.0,0.330596
424.088,0.348162
424.1,0.348404
424.181,0.336332
424.263,0.302718
424.387,0.22528
424.525,0.135153
424.599,0.0944895
424.656,0.0694462
424.706,0.051777
424.753,0.038327
424.798,0.0283811
424.839,0.0214063
424.878,0.0162048
424.916,0.012258
424.954,0.00924597
424.99,0.00705648
425.024,0.00550538
425.058,0.00432437
425.092,0.00345018
425.128,0.00274043
425.168,0.0021622
425.21,0.00173265
425.253,0.00142867
425.3,0.00119575
425.352,0.00101199
425.424,8.42363E-4
425.507,7.11157E-4
425.615,5.93129E-4
425.765,4.79619E-4
425.931,3.91059E-4
426.124,3.17515E-4
426.346,2.57845E-4
426.576,2.13254E-4
426.829,1.77466E-4
427.133,1.46354E-4
427.504,1.19371E-4
427.906,9.89725E-5
428.387,8.18697E-5
428.948,6.79417E-5
429.622,5.66356E-5
430.392,4.80321E-5
431.355,4.11683E-5
432.317,3.65534E-5
433.601,3.26198E-5
435.141,2.98221E-5
437.194,2.78832E-5
440.275,2.69383E-5
445.552,2.82094E-5
449.81,3.11122E-5
454.094,3.5921E-5
457.835,4.23615E-5
461.082,5.10561E-5
463.42,6.03588E-5
465.302,7.10787E-5
466.936,8.44301E-5
468.369,1.01838E-4
469.39,1.20587E-4
470.133,1.41081E-4
470.733,1.65981E-4
471.133,1.90266E-4
471.505,2.23904E-4
471.777,2.60978E-4
471.995,3.04873E-4
472.161,3.54828E-4
472.275,4.07255E-4
472.361,4.68826E-4
472.432,5.5097E-4
472.489,6.54506E-4
472.539,7.91711E-4
472.577,9.4274E-4
472.62,0.00117725
472.658,0.00147132
472.697,0.0018725
472.735,0.00241594
472.774,0.00314527
472.812,0.0041135
472.853,0.00546412
472.891,0.00713061
472.93,0.00925558
472.975,0.0124293
473.02,0.0164842
473.073,0.0226411
473.133,0.0314556
473.197,0.0432694
473.282,0.0625607
473.495,0.116829
473.6,0.136012
473.692,0.142614
473.7,0.142653
473.791,0.1371
473.882,0.12176
474.028,0.0856968
474.156,0.0534148
474.233,0.0374671
474.293,0.0274542
474.35,0.0198758
474.401,0.0145596
474.447,0.0108835
474.49,0.00816271
474.53,0.00622812
474.57,0.00473683
474.61,0.00360415
474.65,0.00275567
474.69,0.00212807
474.73,0.00166899
474.769,0.00133628
474.81,0.00109493
474.856,9.0227E-4
474.902,7.70904E-4
474.963,6.57233E-4
475.04,5.73007E-4
475.132,5.15302E-4
475.285,4.6378E-4
475.53,4.2488E-4
475.912,4.07306E-4
476.346,4.19713E-4
476.843,4.61475E-4
477.463,5.48161E-4
477.982,6.5969E-4
478.42,7.94221E-4
478.858,9.83747E-4
479.228,0.00121008
479.542,0.00147659
479.856,0.00185054
480.125,0.00230646
480.343,0.00282325
480.539,0.00346271
480.707,0.00421722
480.864,0.0051983
480.976,0.0061718
481.083,0.00747944
481.167,0.00900684
481.234,0.0108133
481.293,0.0131287
481.342,0.0158894
481.391,0.0197894
481.433,0.0244281
481.475,0.0307245
481.517,0.0392496
481.559,0.0507236
481.598,0.0648727
481.637,0.0832151
481.682,0.110576
481.727,0.146334
481.772,0.193047
481.821,0.257176
481.875,0.346712
481.937,0.475935
482.014,0.678931
482.119,1.01877
482.293,1.61477
482.391,1.85982
482.485,1.96006
482.5,1.96207
482.59,1.8913
482.679,1.69485
482.818,1.23961
482.962,0.749692
483.039,0.533422
483.102,0.390094
483.161,0.283912
483.214,0.208996
483.263,0.155544
483.307,0.118258
483.352,0.089482
483.394,0.0685328
483.436,0.0526229
483.478,0.0406759
483.52,0.0317859
483.562,0.0252123
483.601,0.0206454
483.643,0.0169971
483.693,0.0138392
483.752,0.0112933
483.811,0.00953322
483.889,0.00791807
483.979,0.00665462
484.091,0.00554426
484.231,0.00455585
484.399,0.00370696
484.595,0.00299906
484.808,0.00244664
485.044,0.00200327
485.324,0.00162237
485.637,0.0013173
485.996,0.00106885
486.385,8.7638E-4
486.773,7.35752E-4
487.254,6.10058E-4
487.81,5.06884E-4
488.365,4.32577E-4
489.105,3.63928E-4
489.845,3.18446E-4
490.734,2.84406E-4
491.757,2.62948E-4
492.781,2.55642E-4
494.092,2.67181E-4
495.265,2.98403E-4
496.286,3.478E-4
497.146,4.13464E-4
497.845,4.91952E-4
498.523,6.01701E-4
499.103,7.38015E-4
499.62,9.11205E-4
500.05,0.00111448
500.426,0.00136084
500.749,0.00164964
501.066,0.00204074
501.33,0.00248981
501.566,0.00304187
501.792,0.00377272
501.988,0.00466276
502.156,0.00572618
502.311,0.00710629
502.428,0.00857398
502.542,0.010613
502.634,0.0129842
502.711,0.0157978
502.779,0.0193378
502.846,0.024097
502.911,0.0305178
502.969,0.0383885
503.027,0.0488822
503.083,0.0621345
503.147,0.0821736
503.212,0.10828
503.281,0.143737
503.364,0.198132
503.481,0.291252
503.685,0.466221
503.798,0.532895
503.899,0.553762
503.995,0.535387
504.107,0.472163
504.305,0.303098
504.425,0.205733
504.511,0.148604
504.58,0.112176
504.644,0.0852293
504.709,0.0644631
504.763,0.0511526
504.821,0.0401039
504.879,0.0317998
504.937,0.0256016
505.001,0.0205452
505.07,0.0166655
505.139,0.013861
505.225,0.0113507
505.32,0.00939845
505.427,0.00780653
505.556,0.00642789
505.701,0.00530161
505.89,0.00425326
506.083,0.00348011
506.309,0.00282539
506.567,0.00228644
506.858,0.00185046
507.196,0.00148626
507.557,0.00120807
507.987,9.70039E-4
508.46,7.83789E-4
508.976,6.38111E-4
509.525,5.25912E-4
510.202,4.26367E-4
510.923,3.5056E-4
511.762,2.87513E-4
512.74,2.35926E-4
513.934,1.92625E-4
515.214,1.61256E-4
516.651,1.37445E-4
518.413,1.19171E-4
520.029,1.08858E-4
521.292,1.04378E-4
523.097,1.02859E-4
524.62,1.06014E-4
526.143,1.14476E-4
527.686,1.3077E-4
528.883,1.52703E-4
529.837,1.79925E-4
530.654,2.14899E-4
531.335,2.57671E-4
531.97,3.16178E-4
532.485,3.8495E-4
532.908,4.65035E-4
533.302,5.6987E-4
533.619,6.88127E-4
533.937,8.54099E-4
534.202,0.00105018
534.429,0.00128503
534.622,0.00156113
534.807,0.0019326
534.966,0.00238838
535.091,0.00290076
535.195,0.00351179
535.278,0.00420921
535.35,0.0050581
535.414,0.0061104
535.478,0.00758353
535.536,0.00947268
535.592,0.0119372
535.647,0.0152474
535.698,0.0193004
535.751,0.0247597
535.805,0.0319015
535.861,0.0416107
535.927,0.0561496
536.001,0.0767488
536.092,0.10884
536.241,0.173663
536.394,0.238773
536.503,0.270045
536.6,0.279669
536.7,0.269347
536.794,0.242952
536.939,0.182437
537.099,0.112312
537.19,0.0795753
537.26,0.0593814
537.323,0.044684
537.385,0.033605
537.439,0.025971
537.493,0.0200806
537.548,0.0156088
537.599,0.012459
537.652,0.00997596
537.712,0.00789828
537.773,0.00640709
537.839,0.00524153
537.905,0.00440517
537.981,0.00371331
538.075,0.00309728
538.192,0.00256109
538.325,0.00213126
538.484,0.00176038
538.688,0.00142371
538.915,0.00116256
539.142,9.75626E-4
539.407,8.1777E-4
539.724,6.83894E-4
540.095,5.76689E-4
540.519,4.95279E-4
541.048,4.32684E-4
541.684,3.94758E-4
542.168,3.86017E-4
542.661,3.9287E-4
543.277,4.24447E-4
543.769,4.72494E-4
544.263,5.49453E-4
544.696,6.52442E-4
545.068,7.81616E-4
545.39,9.41633E-4
545.693,0.00115704
545.947,0.00141355
546.164,0.00171968
546.368,0.00212548
546.541,0.00261459
546.69,0.00321355
546.801,0.00385339
546.888,0.00454861
546.975,0.00554156
547.051,0.00681999
547.116,0.00840803
547.17,0.0102534
547.224,0.0127743
547.278,0.0162224
547.328,0.0204582
547.377,0.0260355
547.427,0.0333016
547.483,0.0439756
547.542,0.0589511
547.6,0.0777061
547.669,0.105925
547.741,0.143134
547.843,0.207227
548.087,0.379025
548.196,0.431533
548.3,0.449433
548.394,0.434584
548.498,0.387545
548.663,0.274658
548.81,0.171877
548.899,0.1211
548.97,0.08902
549.031,0.0669305
549.093,0.0497056
549.148,0.0376882
549.204,0.0285469
549.254,0.022379
549.306,0.0174227
549.36,0.0136497
549.415,0.0108881
549.469,0.00886732
549.531,0.00720207
549.603,0.0058386
549.687,0.0047713
549.78,0.00395788
549.891,0.00327717
550.031,0.0026803
550.198,0.00217555
550.374,0.00179248
550.591,0.00145249
550.851,0.0011636
551.148,9.32018E-4
551.483,7.49136E-4
551.873,5.99792E-4
552.263,4.93439E-4
552.746,3.99181E-4
553.31,3.22319E-4
553.867,2.68225E-4
554.604,2.17556E-4
555.408,1.79155E-4
556.271,1.50266E-4
557.306,1.25768E-4
558.612,1.0488E-4
560.047,8.96696E-5
561.934,7.69687E-5
563.902,6.93801E-5
565.871,6.63701E-5
566.527,6.63076E-5
567.906,6.8198E-5
569.284,7.40816E-5
570.318,8.32429E-5
571.007,9.32456E-5
571.697,1.09137E-4
572.256,1.2936E-4
572.685,1.52652E-4
573.043,1.80625E-4
573.368,2.17027E-4
573.641,2.60625E-4
573.869,3.11479E-4
574.09,3.81222E-4
574.266,4.59827E-4
574.406,5.47196E-4
574.519,6.46853E-4
574.61,7.60174E-4
574.69,9.0383E-4
574.755,0.00107409
574.812,0.0012862
574.869,0.00158872
574.918,0.00195327
574.967,0.00245555
575.014,0.00312019
575.059,0.00398523
575.105,0.00513675
575.15,0.00665433
575.196,0.0086307
575.244,0.0113239
575.295,0.0150378
575.352,0.0203733
575.412,0.0276182
575.476,0.0372388
575.554,0.0519841
575.658,0.0760968
575.868,0.129705
575.983,0.150848
576.085,0.15875
576.1,0.158874
576.198,0.15321
576.295,0.137471
576.454,0.0989521
576.607,0.0604445
576.694,0.0426656
576.76,0.0315385
576.824,0.0230962
576.882,0.0170107
576.936,0.0126917
576.987,0.00951882
577.031,0.00741284
577.075,0.00577123
577.119,0.00450659
577.165,0.00349599
577.206,0.00282436
577.255,0.00222079
577.303,0.00178253
577.352,0.00146395
577.412,0.00118593
577.481,9.71812E-4
577.56,8.05056E-4
577.651,6.77021E-4
577.765,5.6748E-4
577.928,4.60988E-4
578.123,3.73998E-4
578.331,3.09063E-4
578.559,2.5814E-4
578.832,2.14444E-4
579.157,1.77906E-4
579.515,1.49765E-4
579.944,1.2625E-4
580.519,1.05296E-4
581.12,9.10221E-5
581.841,7.95499E-5
582.723,7.06647E-5
584.005,6.35244E-5
585.305,6.04173E-5
585.964,5.99964E-5
587.32,6.13995E-5
588.675,6.66055E-5
589.685,7.45477E-5
590.527,8.59797E-5
591.116,9.90556E-5
591.644,1.17246E-4
592.056,1.39017E-4
592.4,1.66065E-4
592.675,1.97649E-4
592.923,2.38885E-4
593.129,2.89063E-4
593.294,3.47658E-4
593.432,4.209E-4
593.528,4.98845E-4
593.611,5.99733E-4
593.673,7.11155E-4
593.735,8.7213E-4
593.786,0.00106297
593.838,0.00132827
593.884,0.00165475
593.934,0.00213053
593.982,0.00275204
594.03,0.00358025
594.078,0.00467021
594.126,0.00605581
594.18,0.00810962
594.234,0.0107558
594.294,0.0145021
594.364,0.0200184
594.441,0.0277005
594.546,0.0404632
594.774,0.0709838
594.884,0.0814165
594.99,0.0854544
595.0,0.0854838
595.103,0.082202
595.206,0.0731316
595.374,0.0513125
595.516,0.0326273
595.602,0.0232341
595.671,0.0171422
595.736,0.0125366
595.796,0.00923274
595.85,0.00693135
595.898,0.00536467
595.949,0.00404591
595.992,0.0032021
596.035,0.00254552
596.078,0.0020394
596.121,0.00165227
596.167,0.0013376
596.216,0.00109694
596.264,9.20502E-4
596.324,7.63754E-4
596.396,6.37704E-4
596.468,5.53715E-4
596.565,4.7954E-4
596.685,4.20022E-4
596.829,3.74337E-4
597.022,3.37891E-4
597.215,3.19658E-4
597.366,3.15264E-4
597.605,3.24762E-4
597.844,3.57123E-4
598.024,4.03118E-4
598.173,4.67812E-4
598.278,5.43571E-4
598.357,6.3647E-4
598.415,7.38738E-4
598.473,8.8923E-4
598.525,0.00108785
598.571,0.00133826
598.617,0.00168683
598.657,0.00210099
598.7,0.00267972
598.738,0.00337134
598.777,0.00426215
598.815,0.0053995
598.861,0.00716669
598.907,0.00947359
598.955,0.0125767
599.007,0.0168889
599.065,0.0230554
599.123,0.0308693
599.19,0.0422525
599.277,0.0604929
599.408,0.0941353
599.565,0.135784
599.683,0.158657
599.786,0.166832
599.8,0.166945
599.895,0.161334
599.991,0.14567
600.127,0.111995
600.303,0.0652149
600.39,0.0461059
600.464,0.0329149
600.526,0.0240958
600.581,0.0179828
600.633,0.0134284
600.679,0.0102506
600.725,0.00776383
600.771,0.00584893
600.815,0.00447572
600.858,0.00342913
600.901,0.00264026
600.945,0.00205132
600.988,0.00161502
601.031,0.00129351
601.075,0.00105489
601.125,8.58928E-4
601.181,7.06034E-4
601.244,5.90824E-4
601.319,4.98767E-4
601.406,4.27398E-4
601.529,3.60623E-4
601.693,3.01234E-4
601.889,2.52201E-4
602.133,2.10173E-4
602.43,1.75441E-4
602.787,1.47548E-4
603.171,1.27471E-4
603.7,1.09795E-4
604.229,9.92463E-5
605.023,9.12665E-5
605.608,8.9667E-5
606.242,9.2198E-5
606.876,1.00003E-4
607.352,1.11064E-4
607.748,1.25781E-4
608.144,1.4912E-4
608.425,1.74676E-4
608.659,2.05676E-4
608.846,2.40851E-4
609.012,2.85028E-4
609.132,3.30275E-4
609.236,3.88104E-4
609.31,4.49281E-4
609.379,5.33015E-4
609.437,6.35255E-4
609.485,7.55489E-4
609.533,9.22217E-4
609.581,0.00115465
609.624,0.00144128
609.667,0.0018266
609.706,0.00229102
609.751,0.00298592
609.796,0.0039079
609.84,0.00511674
609.885,0.00668091
609.931,0.00872977
609.984,0.0117958
610.037,0.015728
610.093,0.0209827
610.162,0.0289774
610.243,0.041081
610.353,0.0610349
610.568,0.103769
610.684,0.120167
610.79,0.126135
610.8,0.126181
610.895,0.122036
610.997,0.109383
611.155,0.0795713
611.311,0.0489105
611.396,0.0349042
611.468,0.0252368
611.532,0.018452
611.591,0.0135676
611.643,0.0101665
611.694,0.00757722
611.739,0.00581776
611.783,0.00444841
611.826,0.00344087
611.868,0.00266642
611.911,0.00207713
611.949,0.00167157
611.992,0.00132874
612.034,0.00107302
612.077,8.82679E-4
612.126,7.22922E-4
612.179,5.9992E-4
612.243,4.98521E-4
612.307,4.29088E-4
612.392,3.65774E-4
612.494,3.14231E-4
612.643,2.63051E-4
612.822,2.20747E-4
613.051,1.83069E-4
613.331,1.51772E-4
613.658,1.27194E-4
614.012,1.09097E-4
614.454,9.36555E-5
615.073,7.96756E-5
615.881,6.87034E-5
616.69,6.20825E-5
617.903,5.61592E-5
619.924,5.12869E-5
623.158,4.86705E-5
624.775,4.84491E-5
629.532,5.03396E-5
632.2,5.37122E-5
633.769,5.81763E-5
634.79,6.40628E-5
635.496,7.20191E-5
635.967,8.15371E-5
636.32,9.34996E-5
636.562,1.06524E-4
636.768,1.24357E-4
636.892,1.42199E-4
636.975,1.61134E-4
637.037,1.82439E-4
637.099,2.14085E-4
637.148,2.50998E-4
637.198,3.03317E-4
637.247,3.77745E-4
637.291,4.68131E-4
637.334,5.90426E-4
637.378,7.54761E-4
637.421,9.7365E-4
637.464,0.00126222
637.51,0.00166288
637.555,0.00216971
637.599,0.00281721
637.651,0.00378638
637.703,0.0050276
637.763,0.00683282
637.822,0.00909968
637.9,0.0128004
637.999,0.018694
638.262,0.036896
638.384,0.0429395
638.491,0.0450193
638.5,0.0450315
638.606,0.0432822
638.712,0.0384487
638.88,0.0270784
639.029,0.0168901
639.118,0.0118517
639.187,0.0086857
639.254,0.00628757
639.313,0.00460391
639.366,0.00343872
639.414,0.00261307
639.463,0.00195183
639.508,0.00149493
639.553,0.00114405
639.597,8.78005E-4
639.642,6.78615E-4
639.687,5.30708E-4
639.733,4.185E-4
639.774,3.44905E-4
639.824,2.80847E-4
639.873,2.35778E-4
639.931,1.99533E-4
639.997,1.72034E-4
640.08,1.50003E-4
640.179,1.33271E-4
640.333,1.17002E-4
640.553,1.02514E-4
640.861,8.99414E-5
641.3,7.95019E-5
641.652,7.4426E-5
642.469,6.78816E-5
643.286,6.48771E-5
645.284,6.27998E-5
645.647,6.27888E-5
649.279,6.51492E-5
654.906,7.3718E-5
658.307,8.30804E-5
660.348,9.32063E-5
661.368,1.02329E-4
662.048,1.12582E-4
662.559,1.25331E-4
662.984,1.43703E-4
663.208,1.60275E-4
663.37,1.80974E-4
663.463,2.0158E-4
663.545,2.31367E-4
663.614,2.73059E-4
663.672,3.26874E-4
663.724,3.98052E-4
663.771,4.8718E-4
663.817,6.08504E-4
663.86,7.62373E-4
663.904,9.66105E-4
663.947,0.00123314
663.996,0.00162893
664.044,0.0021507
664.093,0.00282739
664.147,0.00379879
664.207,0.00518403
664.27,0.00705547
664.339,0.00968803
664.418,0.0134019
664.53,0.0198249
664.765,0.0346763
664.881,0.0398633
664.991,0.0418008
665.0,0.041813
665.102,0.0403738
665.21,0.0359821
665.371,0.0262303
665.535,0.0159382
665.626,0.01125
665.703,0.00806221
665.765,0.0059915
665.821,0.00452723
665.876,0.00339068
665.927,0.00256949
665.978,0.00193794
666.021,0.00153137
666.063,0.00121387
666.106,9.68898E-4
666.148,7.82058E-4
666.191,6.41093E-4
666.242,5.18288E-4
666.293,4.32911E-4
666.353,3.66489E-4
666.417,3.21263E-4
666.51,2.86145E-4
666.634,2.67011E-4
666.76,2.62382E-4
666.937,2.67956E-4
667.139,2.8639E-4
667.341,3.19054E-4
667.508,3.62491E-4
667.639,4.1723E-4
667.738,4.83461E-4
667.82,5.71856E-4
667.886,6.81566E-4
667.943,8.23888E-4
667.998,0.00101802
668.047,0.00126712
668.096,0.00161248
668.141,0.00203376
668.185,0.00259197
668.229,0.00332502
668.279,0.00439942
668.33,0.00587082
668.376,0.00758862
668.429,0.0101572
668.483,0.0134443
668.545,0.0183183
668.611,0.0248167
668.693,0.0350379
668.796,0.0509559
669.062,0.0978485
669.178,0.112528
669.289,0.118178
669.3,0.11822
669.398,0.114463
669.503,0.102965
669.666,0.0756899
669.835,0.0458529
669.931,0.0317754
670.004,0.0231574
670.07,0.0170047
670.13,0.0125671
670.187,0.00930268
670.241,0.00693165
670.287,0.00535448
670.333,0.00412391
670.379,0.0031763
670.423,0.00248527
670.471,0.00191267
670.519,0.0014915
670.567,0.00118407
670.615,9.60706E-4
670.664,7.98581E-4
670.724,6.56289E-4
670.791,5.50556E-4
670.865,4.72519E-4
670.958,4.08718E-4
671.07,3.58326E-4
671.256,3.04001E-4
671.497,2.59194E-4
671.799,2.23348E-4
672.144,1.97302E-4
672.575,1.76862E-4
673.281,1.58263E-4
674.173,1.47764E-4
675.598,1.43599E-4
677.692,1.49826E-4
680.023,1.67938E-4
682.065,1.94528E-4
683.698,2.28403E-4
684.923,2.65599E-4
686.066,3.18906E-4
686.883,3.75189E-4
687.714,4.59342E-4
688.337,5.50816E-4
688.871,6.6336E-4
689.346,8.06553E-4
689.731,9.70402E-4
690.084,0.00118023
690.422,0.00146603
690.711,0.00181961
690.952,0.00224045
691.144,0.00271189
691.321,0.00332001
691.466,0.00404128
691.562,0.00472974
691.658,0.00572649
691.739,0.00697014
691.809,0.00857783
691.869,0.0105586
691.919,0.0128262
691.969,0.0158672
692.02,0.019941
692.068,0.0251256
692.116,0.0319139
692.164,0.0407224
692.212,0.0520295
692.267,0.0684005
692.327,0.0920755
692.387,0.122607
692.449,0.162435
692.519,0.21853
692.606,0.304076
692.733,0.45918
692.949,0.742735
693.076,0.861374
693.19,0.903224
693.2,0.903474
693.303,0.873943
693.399,0.797832
693.54,0.629052
693.746,0.359
693.842,0.253939
693.923,0.183346
693.993,0.134477
694.057,0.0995262
694.117,0.0741504
694.172,0.0564977
694.223,0.0435719
694.277,0.0331152
694.322,0.026444
694.367,0.0212523
694.422,0.0165538
694.476,0.0131237
694.535,0.0104305
694.595,0.00849017
694.665,0.00691347
694.746,0.0056918
694.83,0.00481321
694.951,0.00396104
695.095,0.00327118
695.264,0.00270756
695.481,0.00219709
695.733,0.00178223
696.031,0.0014442
696.344,0.00119492
696.741,9.75158E-4
697.151,8.18661E-4
697.56,7.06831E-4
698.117,6.0057E-4
698.816,5.13005E-4
699.656,4.46892E-4
700.646,4.01498E-4
701.356,3.8329E-4
702.777,3.70421E-4
704.198,3.83609E-4
705.263,4.13067E-4
706.104,4.54271E-4
706.833,5.11125E-4
707.441,5.8447E-4
708.011,6.91396E-4
708.46,8.21789E-4
708.805,9.71184E-4
709.133,0.00118046
709.366,0.00139822
709.572,0.00166918
709.735,0.0019725
709.866,0.0023093
709.997,0.00279201
710.107,0.00339672
710.184,0.00400538
710.261,0.00485314
710.338,0.00605723
710.408,0.00760034
710.472,0.00951663
710.536,0.0121125
710.603,0.01571
710.669,0.0204696
710.736,0.0266807
710.815,0.036109
710.901,0.0494108
711.004,0.0695033
711.163,0.107605
711.346,0.152279
711.473,0.174245
711.59,0.182215
711.6,0.182268
711.708,0.176347
711.839,0.155335
712.049,0.104664
712.204,0.0678505
712.299,0.0493908
712.378,0.0371365
712.456,0.0274853
712.523,0.021117
712.586,0.0164102
712.65,0.0127965
712.714,0.0100634
712.778,0.00800621
712.843,0.00645249
712.918,0.00517288
