64-Gd-155(n,total) ENDF/B-VII.1
97.0715,31.3816
97.115,26.4107
97.1658,22.5782
97.2239,19.9565
97.2964,18.3063
97.3718,17.7638
97.4672,18.3282
97.5388,19.7666
97.5944,21.789
97.6421,24.5202
97.6898,28.6966
97.7295,33.8397
97.7692,41.1764
97.8089,51.5494
97.8455,64.6466
97.8813,81.6106
97.917,103.469
97.9623,139.115
98.0139,190.988
98.1029,301.619
98.1824,400.11
98.2434,453.596
98.301,473.065
98.3043,473.131
98.3585,457.923
98.4208,407.137
98.594,197.762
98.6456,146.937
98.6917,111.26
98.7354,85.4874
98.7752,67.9247
98.8149,54.8777
98.8594,44.361
98.9039,36.9734
98.9484,31.7428
99.0068,27.0074
99.0675,23.666
99.1485,20.6534
99.2699,17.8106
99.3761,16.2735
99.5075,15.2762
99.5403,15.207
99.618,15.4933
99.6865,16.5867
99.746,18.6001
99.7935,21.242
99.8411,25.0462
99.8978,31.275
99.9775,42.8172
100.088,59.8033
100.16,66.7877
100.204,68.1047
100.268,65.5175
100.337,57.6607
100.494,33.9154
100.557,26.5594
100.611,22.0047
100.665,19.0904
100.715,17.5222
100.765,16.9651
100.809,17.2696
100.862,18.7594
100.902,20.8802
100.948,24.7713
100.995,30.5956
101.041,38.7277
101.095,51.4464
101.168,73.3356
101.276,108.849
101.338,123.649
101.401,129.78
101.407,129.819
101.465,125.239
101.532,110.712
101.675,69.3135
101.73,57.7366
101.769,52.1897
101.821,48.4855
101.846,48.0559
101.899,49.371
102.049,57.9012
102.088,58.507
102.156,56.2817
102.228,49.665
102.394,28.8555
102.461,22.3126
102.52,18.1728
102.582,15.1771
102.652,13.1285
102.736,11.7578
102.838,10.8973
102.976,10.3325
103.186,10.0666
103.382,10.344
103.494,10.8547
103.607,11.8946
103.693,13.4681
103.752,15.3912
103.804,18.1023
103.849,21.6491
103.886,25.8568
103.928,32.4098
103.968,41.1022
104.008,52.6545
104.055,70.2893
104.11,97.3438
104.204,153.753
104.29,204.19
104.347,226.744
104.404,234.945
104.455,228.761
104.513,207.571
104.611,151.718
104.699,100.32
104.755,73.9216
104.804,56.1129
104.849,43.9711
104.89,35.6079
104.935,29.1823
104.979,24.7351
105.024,21.7133
105.083,19.2003
105.15,17.7608
105.206,17.4191
105.262,17.8724
105.324,19.5882
105.373,22.3042
105.416,26.0843
105.459,31.6066
105.503,39.376
105.546,49.7163
105.599,65.7142
105.677,95.8645
105.784,138.737
105.843,155.112
105.901,161.51
105.907,161.548
105.97,155.036
106.033,137.275
106.201,72.669
106.254,56.6379
106.306,44.4517
106.35,37.0909
106.396,31.9424
106.434,29.5515
106.48,28.5382
106.517,29.255
106.557,31.7411
106.598,36.2955
106.638,43.3526
106.678,53.4278
106.719,67.1338
106.767,88.4314
106.823,119.614
106.984,225.656
107.043,252.365
107.103,262.497
107.166,252.277
107.228,224.401
107.401,112.029
107.46,81.5213
107.508,62.1875
107.547,50.0028
107.586,40.656
107.629,32.9858
107.673,27.5077
107.724,23.0909
107.782,19.7598
107.847,17.331
107.949,15.0129
108.101,13.043
108.263,11.8319
108.443,11.0423
108.684,10.6882
108.78,10.855
108.881,11.4594
108.948,12.3773
109.01,13.9594
109.053,15.7275
109.104,18.8431
109.146,22.7436
109.189,28.0994
109.238,36.253
109.292,48.1808
109.37,69.4827
109.474,99.7499
109.537,112.855
109.601,118.142
109.604,118.16
109.666,113.808
109.734,100.239
109.903,52.8544
109.961,39.7641
110.01,31.1774
110.058,24.7444
110.101,20.6199
110.149,17.2542
110.207,14.6232
110.264,12.9368
110.35,11.4166
110.438,10.5001
110.619,9.48417
110.859,8.86236
111.088,8.71012
111.327,9.07608
111.47,9.79216
111.58,10.9576
111.657,12.5203
111.713,14.432
111.757,16.8132
111.796,19.8703
111.834,24.1752
111.87,29.9954
111.907,38.0142
111.944,48.8508
111.98,63.1443
112.02,83.11
112.066,113.232
112.126,161.787
112.267,297.714
112.335,345.394
112.396,363.46
112.404,363.693
112.465,349.57
112.535,303.599
112.701,150.139
112.754,110.926
112.8,83.5
112.842,64.6492
112.884,50.6645
112.921,41.6954
112.963,34.4491
113.0,30.3457
113.037,27.7885
113.073,26.5406
113.098,26.3864
113.144,27.6375
113.18,30.2432
113.216,34.6937
113.251,41.5653
113.287,51.6167
113.323,65.7671
113.356,83.2081
113.393,108.944
113.434,146.229
113.483,202.586
113.543,291.111
113.679,511.888
113.738,581.201
113.8,611.157
113.807,611.465
113.862,591.781
113.915,538.919
114.003,406.434
114.098,257.242
114.15,189.219
114.194,144.348
114.237,109.447
114.277,84.7204
114.317,66.6835
114.357,53.6239
114.397,44.2974
114.444,36.7631
114.492,31.5203
114.551,27.3183
114.62,24.0321
114.713,21.2108
114.83,18.9532
115.031,16.7063
115.232,15.6936
115.333,15.5682
115.512,16.1229
115.608,17.0842
115.705,18.9815
115.769,21.2283
115.817,23.7928
115.872,28.3573
115.92,34.3241
115.959,41.3863
115.999,50.9913
116.04,64.4334
116.086,84.3768
116.136,113.04
116.195,156.577
116.303,255.118
116.383,324.404
116.447,361.308
116.505,373.092
116.564,360.842
116.637,316.829
116.819,156.631
116.873,118.011
116.923,89.8385
116.965,71.6486
117.007,57.6643
117.052,46.4403
117.097,38.3348
117.149,31.7257
117.202,27.2094
117.271,23.2549
117.343,20.5441
117.44,18.1718
117.585,15.9996
117.707,14.9192
117.855,14.4013
117.952,14.835
118.024,16.0179
118.087,18.1074
118.137,20.8487
118.192,25.2446
118.251,31.9425
118.317,42.0008
118.477,70.4547
118.551,79.1546
118.605,81.1927
118.67,78.3074
118.74,69.58
118.92,37.9804
118.987,28.8332
119.043,23.1434
119.092,19.5114
119.148,16.6007
119.204,14.6641
119.276,13.0921
119.349,12.1447
119.494,11.1019
119.774,10.1588
120.053,9.67412
120.67,9.26221
120.719,9.25918
121.255,9.58479
121.621,10.4339
121.884,11.7289
122.096,13.6356
122.237,15.732
122.367,18.723
122.464,22.1917
122.542,26.2899
122.61,31.5141
122.664,37.3407
122.719,45.7203
122.768,56.3352
122.811,69.0
122.859,87.7734
122.906,113.096
122.953,145.508
123.008,195.291
123.068,265.697
123.181,425.583
123.273,553.44
123.333,611.012
123.401,637.829
123.408,637.856
123.478,611.096
123.558,528.907
123.731,291.176
123.792,223.928
123.846,179.231
123.897,149.786
123.948,132.755
123.988,127.483
124.011,127.364
124.057,132.852
124.109,147.282
124.214,191.99
124.307,230.213
124.378,244.629
124.397,245.334
124.464,236.371
124.54,207.497
124.723,108.605
124.787,81.0036
124.841,63.2862
124.892,50.8801
124.943,42.0335
124.994,35.969
125.052,31.5367
125.119,28.7487
125.186,27.7859
125.259,28.6406
125.314,30.9576
125.37,35.3942
125.418,41.8182
125.463,50.8192
125.506,62.7328
125.548,78.8452
125.596,102.902
125.651,139.24
125.721,198.883
125.87,338.734
125.935,382.217
126.001,400.224
126.006,400.333
126.065,388.494
126.137,345.305
126.334,167.372
126.396,122.333
126.446,94.6103
126.491,74.8364
126.537,59.9306
126.577,50.1419
126.63,40.616
126.677,34.8521
126.739,29.5346
126.816,25.2293
126.917,21.7164
127.056,18.7154
127.23,16.3843
127.405,14.862
127.625,13.6204
127.846,13.0839
127.962,13.4275
128.051,14.468
128.126,16.3275
128.188,18.8805
128.262,23.2977
128.364,31.7199
128.489,42.1957
128.56,45.7547
128.606,46.4622
128.678,44.8604
128.766,39.1656
128.922,26.286
128.999,21.5555
129.066,18.9896
129.134,17.8799
129.147,17.8456
129.199,18.294
129.251,19.7706
129.302,22.4635
129.358,26.9709
129.417,33.9313
129.485,45.0138
129.601,68.7031
129.704,88.8023
129.781,97.4317
129.832,99.0267
129.907,95.6723
130.042,82.3977
130.103,79.9176
130.145,81.9717
130.187,88.3626
130.233,101.708
130.277,122.591
130.321,152.928
130.369,197.451
130.422,264.308
130.487,369.469
130.665,711.149
130.737,807.118
130.802,841.799
130.809,842.077
130.874,811.758
130.946,719.478
131.138,364.257
131.203,266.515
131.255,204.377
131.307,156.694
131.354,124.026
131.402,99.7728
131.449,81.9877
131.506,66.9526
131.568,55.5471
131.639,46.7154
131.728,39.3527
131.835,33.5206
131.967,28.7142
132.099,25.5163
132.256,23.3071
132.32,23.025
132.41,23.6807
132.478,25.5071
132.543,28.8873
132.607,34.1997
132.681,43.0853
132.884,74.836
132.966,82.6926
133.014,83.9514
133.091,80.5662
133.202,67.6137
133.298,55.7916
133.349,51.81
133.402,50.2658
133.454,51.5437
133.525,57.4548
133.705,80.2666
133.782,85.0349
133.799,85.2031
133.87,82.2283
133.951,72.5544
134.121,45.2186
134.185,37.3157
134.248,32.0674
134.308,29.6308
134.346,29.2239
134.409,30.1695
134.534,35.4219
134.633,39.2152
134.693,39.9725
134.761,38.949
134.855,34.5854
135.04,22.6637
135.131,18.3019
135.197,16.1182
135.276,14.3926
135.371,13.182
135.53,12.2005
135.807,11.4427
136.264,11.0058
136.464,11.1394
136.673,11.7266
136.812,12.6764
136.915,14.046
136.997,16.0462
137.046,17.9741
137.103,21.3982
137.15,25.6148
137.196,31.5949
137.236,38.8657
137.276,48.6043
137.322,63.4936
137.365,81.582
137.416,109.661
137.48,153.857
137.669,310.13
137.734,348.389
137.801,364.677
137.81,364.856
137.882,349.328
137.961,303.025
138.143,156.937
138.206,116.185
138.26,88.6469
138.311,68.6804
138.363,53.9984
138.411,44.1342
138.465,36.2078
138.528,30.1227
138.59,26.0818
138.669,22.6966
138.787,19.572
138.922,17.3659
139.124,15.3345
139.308,14.2098
139.542,13.564
139.677,13.9625
139.751,14.8374
139.822,16.567
139.879,18.9389
139.931,22.2183
139.991,27.5104
140.061,36.0129
140.155,50.7913
140.282,71.0141
140.357,78.4135
140.413,80.0527
140.485,76.7745
140.571,66.5656
140.742,40.1624
140.804,32.8308
140.866,27.7246
140.907,25.6004
140.959,24.3069
140.986,24.2114
141.037,24.9654
141.112,27.8832
141.303,38.3802
141.389,40.3863
141.397,40.4042
141.478,38.8898
141.572,33.8699
141.744,22.0727
141.826,17.7247
141.885,15.4654
141.96,13.4868
142.043,12.1485
142.154,11.1854
142.349,10.4059
142.675,9.77458
143.575,8.92569
143.977,8.7914
144.353,8.96789
144.549,9.38273
144.698,10.158
144.782,11.0558
144.846,12.2078
144.909,14.1021
144.965,16.8332
145.016,20.5439
145.059,25.0321
145.103,31.0635
145.154,40.4571
145.204,52.727
145.27,72.8089
145.461,144.279
145.537,163.888
145.606,170.132
145.678,163.209
145.748,145.364
145.944,74.5391
146.01,55.0662
146.065,42.7813
146.113,34.8008
146.162,29.1427
146.203,25.9104
146.256,23.6751
146.291,23.2549
146.344,24.1608
146.389,26.4472
146.434,30.2096
146.491,37.1134
146.557,48.2183
146.656,69.5997
146.761,92.8886
146.843,105.195
146.904,108.238
146.97,104.95
147.042,94.4581
147.246,50.7775
147.312,39.6889
147.363,33.3672
147.414,29.1
147.465,26.8682
147.491,26.5175
147.534,27.1394
147.577,29.4242
147.621,33.6097
147.664,40.0245
147.708,49.0517
147.758,63.2436
147.812,83.247
147.875,113.189
148.069,220.573
148.143,247.643
148.205,255.673
148.275,246.782
148.346,220.516
148.55,112.004
148.616,84.4242
148.669,67.2623
148.716,56.3202
148.757,49.7534
148.797,45.568
148.844,43.482
148.852,43.4255
148.899,44.7827
148.945,49.234
148.992,57.2529
149.038,69.5631
149.085,87.0662
149.133,111.761
149.181,143.949
149.24,193.964
149.324,281.928
149.475,454.378
149.566,526.6
149.657,556.636
149.689,558.344
149.815,550.848
149.927,571.54
150.135,673.403
150.17,677.832
150.243,658.718
150.328,586.791
150.448,425.727
150.557,277.844
150.624,204.02
150.681,155.222
150.732,122.298
150.782,97.5357
150.834,78.8306
150.893,63.9958
150.944,55.0569
151.011,46.7469
151.085,40.5849
151.182,35.3481
151.302,31.2567
151.398,29.4
151.471,28.9311
151.546,29.6948
151.621,32.4195
151.682,36.7033
151.741,43.2736
151.799,52.6311
151.87,67.6511
152.067,119.164
152.151,133.256
152.208,136.382
152.277,132.149
152.359,117.147
152.564,63.589
152.637,48.742
152.696,39.4528
152.762,32.023
152.833,26.7502
152.907,23.2815
152.995,20.7822
153.108,18.9986
153.274,17.8375
153.315,17.7893
153.434,18.468
153.531,20.3888
153.609,23.1552
153.709,28.3492
153.886,38.6476
153.973,41.2235
154.001,41.4083
154.089,39.8424
154.194,34.5003
154.366,23.7584
154.444,20.0537
154.537,17.0206
154.616,15.435
154.721,14.2478
154.923,13.3453
155.125,13.141
155.338,13.6003
155.441,14.4178
155.518,15.6882
155.582,17.5846
155.639,20.3357
155.691,24.1306
155.742,29.6665
155.793,37.4832
155.84,46.8965
155.897,62.0895
155.964,84.8148
156.159,164.593
156.236,186.321
156.306,193.558
156.37,188.147
156.447,168.495
156.589,112.149
156.676,79.271
156.738,60.4284
156.798,46.271
156.849,37.2586
156.901,30.6209
156.952,25.8544
157.017,21.7891
157.075,19.3567
157.169,16.9409
157.31,14.9787
157.504,13.5307
157.798,12.3222
158.187,11.4645
158.667,11.0992
158.936,11.4086
159.104,12.1254
159.204,13.0852
159.29,14.6568
159.359,16.9101
159.41,19.5953
159.462,23.5771
159.513,29.2781
159.56,36.6431
159.607,46.5033
159.66,61.3526
159.721,82.9957
159.801,119.251
159.957,195.31
160.035,221.471
160.106,230.038
160.181,221.344
160.252,198.181
160.467,98.5375
160.537,73.1071
160.593,57.382
160.643,47.2416
160.693,40.1312
160.746,35.4303
160.796,33.4949
160.821,33.3835
160.873,35.0234
160.912,38.0799
160.957,44.0033
161.003,53.029
161.05,66.4255
161.097,84.9927
161.15,112.565
161.209,152.71
161.283,216.388
161.451,381.215
161.535,439.277
161.608,457.419
161.678,442.697
161.761,389.906
161.973,191.927
162.044,138.929
162.102,105.519
162.155,82.451
162.205,66.1073
162.259,53.2299
162.313,44.1105
162.367,37.6771
162.444,31.5449
162.535,27.0203
162.663,23.1736
162.845,19.9131
163.028,17.8538
163.352,15.5615
163.835,13.6061
164.309,12.4198
165.239,10.9733
166.131,10.1824
166.481,10.0942
166.761,10.2552
167.041,10.93
167.209,11.9674
167.32,13.3373
167.404,15.1615
167.474,17.7024
167.528,20.7053
167.575,24.5445
167.622,29.9614
167.669,37.5286
167.717,47.9255
167.762,61.3009
167.81,79.7538
167.863,105.604
167.926,144.834
168.015,213.331
168.139,314.158
168.216,361.17
168.289,382.646
168.308,383.855
168.384,370.013
168.473,321.454
168.68,163.202
168.747,121.699
168.807,92.3519
168.864,71.4342
168.921,56.1025
168.977,45.3334
169.035,37.5276
169.093,32.164
169.16,28.0432
169.254,24.4716
169.344,22.6313
169.433,21.9306
169.523,22.5605
169.597,24.636
169.656,27.8595
169.715,33.0999
169.767,39.8714
169.825,50.3856
169.887,65.6783
169.959,88.6966
170.152,161.19
170.23,181.476
170.305,188.715
170.374,183.323
170.445,167.056
170.663,91.9847
170.725,76.1717
170.783,66.5001
170.83,62.9537
170.853,62.6447
170.899,64.9123
170.954,72.8116
171.01,86.0665
171.086,111.325
171.263,180.421
171.34,200.292
171.405,206.07
171.474,199.93
171.546,181.647
171.671,132.721
171.779,89.5632
171.849,67.2273
171.913,51.671
171.969,41.4419
172.027,33.9121
172.087,28.6011
172.156,24.7342
172.224,22.457
172.292,21.2311
172.395,20.7422
172.488,21.5343
172.551,22.891
172.613,25.2523
172.662,28.1657
172.716,32.9387
172.76,38.7374
172.805,46.8435
172.849,58.0335
172.894,73.2274
172.938,92.9836
172.986,121.495
173.034,158.146
173.093,214.906
173.168,306.431
173.35,555.794
173.422,626.996
173.501,661.028
173.513,661.536
173.578,642.468
173.657,576.608
173.789,407.014
173.892,274.481
173.962,202.395
174.02,154.705
174.074,121.41
174.127,96.3662
174.181,77.9773
174.234,64.671
174.297,53.7656
174.359,46.2486
174.439,39.7146
174.546,34.1376
174.679,29.8057
174.839,26.92
174.94,26.4269
175.041,27.4933
175.133,30.4569
175.225,35.7405
175.373,48.0529
175.494,57.4213
175.587,60.8323
175.608,60.9418
175.692,58.7934
175.796,51.5263
175.987,34.111
176.087,27.2676
176.171,23.3147
176.267,20.461
176.389,18.5085
176.551,17.2599
176.859,16.3359
176.921,16.2952
177.083,16.5984
177.199,17.6613
177.277,19.3076
177.335,21.4298
177.399,25.1078
177.459,30.2548
177.519,37.5095
177.586,48.5562
177.672,66.904
177.848,110.048
177.934,124.683
178.008,129.102
178.09,124.159
178.173,109.952
178.392,58.6016
178.466,44.964
178.533,35.6223
178.601,28.9468
178.665,24.5738
178.743,21.1671
178.84,18.724
178.956,17.1888
179.124,16.144
179.292,15.7949
179.445,16.1394
179.526,16.8416
179.607,18.3084
179.667,20.2848
179.728,23.4654
179.782,27.7998
179.837,34.0242
179.891,42.624
179.953,55.8653
180.021,74.6341
180.126,111.059
180.257,157.219
180.339,176.669
180.414,182.658
180.49,175.871
180.568,157.436
180.789,82.6287
180.864,62.1629
180.927,48.7346
180.99,39.0326
181.044,32.8635
181.106,27.8716
181.172,24.3404
181.246,21.7176
181.371,19.2037
181.52,17.5825
181.831,15.8485
182.391,14.4133
183.219,13.4609
183.3,13.4184
183.3,70.5571
219.141,65.0378
222.887,64.4607
262.475,59.8025
313.797,55.4254
341.65,53.0499
408.453,49.049
420.825,48.308
500.0,44.7437
597.765,41.4754
625.0,40.5649
747.206,37.5503
750.0,37.4814
875.0,35.0859
1000.0,33.1557
1195.53,30.8487
1250.0,30.206
1494.41,28.079
1500.0,28.0303
1750.0,26.3406
2000.0,24.9796
2391.06,23.3537
2500.0,22.9007
2988.82,21.4025
3000.0,21.3683
3500.0,20.1789
4000.0,19.2213
4500.0,18.4292
5000.0,17.7599
5500.0,17.1848
6000.0,16.6837
6500.0,16.2421
7000.0,15.8491
7500.0,15.4964
8000.0,15.1777
8500.0,14.8878
9000.0,14.6227
9500.0,14.3789
10000.0,14.1539
11955.3,13.4404
12500.0,13.2416
14944.1,12.5853
15000.0,12.5703
17932.9,12.0196
20000.0,11.6314
23910.6,11.1316
25000.0,10.9923
29888.2,10.5312
30000.0,10.5207
35000.0,10.1534
40000.0,9.85615
45000.0,9.60854
50000.0,9.39755
55000.0,9.21447
60000.0,9.0532
60400.0,9.0411
60400.0,9.04058
105000.0,8.22769
170000.0,7.74628
358659.0,7.34628
400000.0,7.30988
900000.0,7.3567
1700000.0,6.92476
2500000.0,6.36693
4500000.0,5.30895
6000000.0,4.94416
8000000.0,4.82013
1.5E7,5.19549
2.0E7,5.03869
