94-Pu-238(n,total fission) ENDF/B-VII.1
16.6953,0.0522725
16.9096,0.0614545
17.1094,0.0738871
17.2799,0.0892722
17.4211,0.107447
17.5575,0.132611
17.6696,0.16223
17.7719,0.200668
17.8596,0.24743
17.9375,0.305992
18.0057,0.37802
18.0666,0.468522
18.1177,0.574643
18.1628,0.703709
18.2054,0.873919
18.2395,1.06287
18.2736,1.32739
18.298,1.59049
18.3223,1.95644
18.3406,2.34128
18.3589,2.8832
18.3731,3.47796
18.387,4.27952
18.3986,5.18764
18.4111,6.51603
18.4238,8.34779
18.4351,10.5328
18.4461,13.264
18.4592,17.5113
18.4738,23.6789
18.4892,31.9518
18.5096,45.7143
18.5571,81.9098
18.5766,92.5961
18.5973,97.4329
18.5996,97.4894
18.6187,94.1617
18.638,84.709
18.6701,61.0339
18.6984,39.7369
18.7169,28.2968
18.7325,20.718
18.7464,15.5104
18.7586,11.999
18.7707,9.31446
18.7837,7.19308
18.7968,5.61924
18.8085,4.5907
18.8231,3.65597
18.8385,2.96424
18.855,2.43522
18.8757,1.9721
18.8972,1.63378
18.9215,1.35456
18.9507,1.11079
18.9824,0.917718
19.0189,0.753847
19.0616,0.614416
19.1115,0.496707
19.17,0.398653
19.2333,0.32307
19.3015,0.264306
19.377,0.216902
19.4622,0.177979
19.5694,0.143162
19.6888,0.116048
19.83,0.0937376
19.9835,0.07696
20.1588,0.063524
20.3805,0.0519194
20.6021,0.0439966
20.8554,0.0376359
21.1721,0.0321877
21.6116,0.0272639
22.052,0.0240899
22.5821,0.0215535
23.2888,0.0194121
24.4667,0.0173189
25.8789,0.0160046
28.2285,0.0150828
28.6984,0.0150521
29.9068,0.0154705
30.4898,0.0163857
30.8542,0.0177625
31.1214,0.0198455
31.2672,0.0218534
31.4129,0.0251458
31.5198,0.0291153
31.6073,0.0342327
31.6801,0.0408794
31.7372,0.0488304
31.7797,0.0575125
31.8137,0.0673873
31.8429,0.0794283
31.8702,0.0960285
31.8915,0.115123
31.9097,0.138603
31.9249,0.165764
31.9415,0.207044
31.9571,0.260823
31.9726,0.334677
31.9882,0.434942
32.0032,0.563953
32.0193,0.743212
32.0368,0.996052
32.0564,1.35843
32.0819,1.94618
32.1446,3.60137
32.1728,4.12313
32.1985,4.3027
32.1998,4.30307
32.2243,4.15322
32.2505,3.69989
32.2962,2.51629
32.3288,1.67793
32.3516,1.19631
32.371,0.873398
32.3885,0.649192
32.4045,0.492473
32.42,0.378545
32.4338,0.301213
32.4477,0.242527
32.4638,0.192092
32.48,0.15593
32.4976,0.127884
32.5188,0.104527
32.5401,0.0884373
32.5705,0.0728246
32.6057,0.0607867
32.6482,0.050939
32.6992,0.0428942
32.7563,0.0367217
32.8352,0.0310194
32.9142,0.0272271
33.0259,0.0236881
33.1717,0.0208401
33.366,0.0186194
33.677,0.0167658
33.9879,0.0158321
34.6038,0.0151131
34.7635,0.0150781
35.2126,0.0153452
35.562,0.0162568
35.799,0.0178809
35.9487,0.0200847
36.0423,0.0225916
36.1109,0.0256007
36.1608,0.0289822
36.1983,0.032738
36.2357,0.0384967
36.2606,0.0444188
36.2836,0.0525238
36.3037,0.0630309
36.3209,0.0759241
36.3381,0.094006
36.3545,0.117779
36.3704,0.149251
36.3864,0.191094
36.4024,0.245618
36.4213,0.329767
36.4413,0.443684
36.4663,0.6229
36.5421,1.27868
36.5731,1.46258
36.5998,1.51756
36.6279,1.45633
36.6569,1.28258
36.7362,0.600844
36.7609,0.428037
36.7797,0.323853
36.7976,0.245102
36.8126,0.193809
36.8287,0.151088
36.8444,0.119595
36.8601,0.0961049
36.8759,0.0787579
36.8942,0.0642293
36.9125,0.0540387
36.9344,0.0456587
36.9606,0.0389519
36.9955,0.0331968
37.0392,0.0286389
37.1015,0.0245834
37.1639,0.0220039
37.2388,0.019952
37.3885,0.0175627
37.5382,0.0162606
37.8776,0.0148368
38.4764,0.0139274
39.5544,0.0134147
44.2584,0.0130686
51.8743,0.0135444
55.4578,0.0144251
56.9936,0.0154912
57.6682,0.0165918
58.073,0.017858
58.4328,0.0199827
58.6576,0.0224211
58.8375,0.0257597
58.9725,0.0299163
59.0826,0.035386
59.1614,0.0414316
59.2243,0.0486046
59.2783,0.0577818
59.3143,0.0667754
59.3458,0.0781229
59.375,0.0937845
59.3986,0.112494
59.4188,0.135306
59.4391,0.167349
59.4559,0.203892
59.4728,0.252454
59.4919,0.326524
59.5099,0.419961
59.5279,0.542232
59.5481,0.721719
59.5702,0.976766
59.5922,1.30178
59.6201,1.81769
59.6597,2.72404
59.7226,4.27226
59.7622,4.97215
59.7964,5.21104
59.7997,5.21301
59.8342,5.00969
59.872,4.37872
59.9709,2.00201
59.9988,1.45205
60.024,1.05423
60.0444,0.799576
60.0633,0.614121
60.0822,0.469979
60.1011,0.360306
60.1199,0.278775
60.1367,0.22391
60.1564,0.176655
60.1761,0.14278
60.1958,0.118457
60.2194,0.0979214
60.243,0.0836316
60.2745,0.0705513
60.3138,0.0597015
60.3656,0.0503117
60.424,0.0431902
60.4971,0.0371379
60.6006,0.0315745
60.7355,0.0271415
60.9154,0.0237187
61.1448,0.0213232
61.527,0.0194238
61.9948,0.0185439
62.4625,0.0183273
63.5226,0.0189498
64.7183,0.0209935
65.5569,0.023589
66.2557,0.0271316
66.7958,0.0315094
67.2184,0.0367691
67.5807,0.0434937
67.91,0.0527057
68.1789,0.0640064
68.393,0.0771292
68.5851,0.0940025
68.7525,0.115123
68.887,0.139081
69.016,0.171406
69.1257,0.210345
69.2218,0.258158
69.3096,0.319793
69.3865,0.396413
69.4455,0.478416
69.5031,0.590531
69.5511,0.725299
69.5854,0.861958
69.6197,1.05779
69.6472,1.28579
69.6719,1.57854
69.6938,1.94383
69.7158,2.45239
69.735,3.05995
69.7549,3.90375
69.7755,5.0759
69.7961,6.63574
69.8182,8.84567
69.8396,11.6198
69.8645,15.7609
69.8936,21.9104
69.9287,31.1486
70.0155,57.2955
70.0539,65.95
70.0912,69.8447
70.0998,69.9887
70.1362,67.4053
70.1703,60.837
70.2229,45.7802
70.2811,28.2906
70.3141,20.0972
70.3393,15.0282
70.3624,11.3288
70.3846,8.53249
70.4044,6.6005
70.4241,5.10598
70.4439,3.96857
70.4623,3.16561
70.4815,2.53145
70.5034,1.99993
70.5254,1.61805
70.5494,1.31949
70.5734,1.10542
70.6008,0.928637
70.6352,0.771645
70.6736,0.646619
70.723,0.531777
70.7806,0.436303
70.8424,0.362086
70.9165,0.297166
71.0056,0.24119
71.1017,0.198083
71.217,0.161183
71.3514,0.130976
71.5051,0.106947
71.6698,0.0889147
71.8344,0.0759136
72.0375,0.0643441
72.3175,0.0535002
72.5974,0.0462483
72.9983,0.0395178
73.4597,0.0348545
74.1492,0.0312249
74.8339,0.029771
75.1378,0.0296326
75.8218,0.0302782
76.3104,0.0316965
76.6795,0.0337581
76.8966,0.0359707
77.0595,0.0390454
77.1409,0.0418769
77.2087,0.0462767
77.2467,0.0507441
77.2834,0.0578976
77.3139,0.0675109
77.3383,0.0788757
77.3658,0.0972
77.3903,0.120018
77.4147,0.150609
77.4409,0.193844
77.4719,0.260281
77.5073,0.357216
77.6131,0.709615
77.6544,0.810703
77.6935,0.852216
77.6999,0.853084
77.7347,0.828003
77.7727,0.749261
77.8346,0.551531
77.8911,0.36386
77.9291,0.26058
77.9589,0.197346
77.9863,0.153033
78.0113,0.122552
78.0391,0.0980154
78.067,0.0810997
78.0948,0.0697372
78.1226,0.0622369
78.156,0.0565648
78.2103,0.0516785
78.2645,0.0493624
78.4165,0.0473157
78.4681,0.0472244
78.726,0.048583
79.0896,0.0532247
79.5614,0.0628601
79.9838,0.0760307
80.3257,0.0915617
80.6308,0.111364
80.8922,0.135423
81.1246,0.165394
81.3279,0.202088
81.5095,0.247863
81.662,0.300958
81.8145,0.374991
81.9416,0.46164
82.0542,0.568095
82.1559,0.701784
82.2503,0.876672
82.3265,1.07481
82.3919,1.30917
82.4518,1.60858
82.5008,1.95383
82.5408,2.34886
82.5771,2.85838
82.6093,3.50947
82.6368,4.29887
82.6595,5.19549
82.684,6.51215
82.7085,8.33016
82.7325,10.7644
82.7565,14.051
82.7804,18.4178
82.8051,24.2966
82.8306,32.0578
82.8618,44.2272
82.8996,62.8429
83.0114,129.206
83.0535,147.224
83.0942,154.577
83.0997,154.688
83.1407,148.805
83.1828,131.943
83.2583,87.3355
83.3095,57.8498
83.3433,41.9478
83.3723,31.0228
83.3992,23.1204
83.4232,17.667
83.4472,13.4882
83.47,10.4724
83.4929,8.20904
83.5158,6.52618
83.5387,5.27986
83.5648,4.24377
83.5938,3.42992
83.6229,2.85245
83.6592,2.34146
83.6992,1.94557
83.7445,1.62175
83.799,1.33961
83.8698,1.07759
83.9461,0.876844
84.0332,0.711735
84.1313,0.577989
84.2457,0.466041
84.3709,0.378153
84.5162,0.305197
84.6796,0.246768
84.8575,0.201268
85.0681,0.162948
85.286,0.134589
85.5402,0.1107
85.8452,0.090448
86.2011,0.0740885
86.6151,0.0609923
87.0072,0.0522926
87.5321,0.0441063
88.1958,0.037265
88.8761,0.0325806
89.7056,0.0289304
90.6051,0.0262505
92.0594,0.0237746
93.5965,0.0226777
94.0239,0.0226292
94.8982,0.0232393
95.248,0.0243623
95.4423,0.0259146
95.5661,0.0280671
95.6463,0.0311471
95.6863,0.0341101
95.7264,0.0391466
95.7586,0.0457914
95.7859,0.0542887
95.8132,0.0665476
95.8406,0.0839029
95.8679,0.107876
95.8952,0.140032
95.9253,0.186497
95.9571,0.249671
95.996,0.345498
96.1029,0.654387
96.1495,0.753653
96.193,0.793419
96.1997,0.794173
96.2389,0.769438
96.2816,0.6917
96.3457,0.514409
96.4108,0.326874
96.4497,0.23482
96.4821,0.174081
96.5101,0.133279
96.5356,0.104712
96.5611,0.0830692
96.5866,0.0670787
96.6121,0.0555147
96.6396,0.0467752
96.67,0.0402853
96.7003,0.0360386
96.7489,0.0320145
96.8217,0.0290529
96.9189,0.0272034
97.1132,0.0256368
97.4435,0.024994
97.9469,0.0258871
98.2913,0.0278675
98.5471,0.0309846
98.7193,0.0350082
98.8423,0.0400842
98.9211,0.0454347
98.9801,0.0518048
99.0244,0.059361
99.0613,0.069189
99.0908,0.0810594
99.1203,0.098667
99.1449,0.11988
99.1664,0.145301
99.188,0.179247
99.2095,0.224168
99.231,0.28289
99.2525,0.358528
99.2777,0.472976
99.3048,0.6321
99.3343,0.853872
99.37,1.19179
99.418,1.75137
99.5016,2.80137
99.5508,3.24664
99.5953,3.40847
99.5998,3.40988
99.6413,3.29145
99.6846,2.94389
99.7535,2.11375
99.8175,1.32515
99.8531,0.96258
99.8858,0.696143
99.9136,0.519322
99.9382,0.397319
99.9628,0.303249
99.9874,0.232368
100.011,0.182255
100.033,0.146901
100.058,0.118153
100.082,0.0976127
100.112,0.0805503
100.141,0.069034
100.181,0.0589848
100.23,0.0511949
100.289,0.045355
100.387,0.0394577
100.515,0.0350193
100.663,0.0320249
100.859,0.0297486
101.214,0.0278338
101.922,0.026937
102.771,0.0275847
103.991,0.029987
105.1,0.0336047
106.091,0.039139
106.823,0.0457989
107.37,0.0538613
107.78,0.06329
108.106,0.074649
108.385,0.0894407
108.606,0.10715
108.798,0.130114
108.935,0.15403
109.06,0.185365
109.175,0.227033
109.262,0.272024
109.335,0.326492
109.397,0.391311
109.45,0.47381
109.489,0.560639
109.522,0.669589
109.551,0.802214
109.578,0.979917
109.602,1.1949
109.626,1.48738
109.65,1.88469
109.674,2.42097
109.698,3.13705
109.722,4.1104
109.747,5.37837
109.772,6.99576
109.8,9.38896
109.833,12.8526
109.873,18.1506
109.949,30.2446
110.008,39.3139
110.056,44.333
110.1,45.916
110.144,44.3009
110.192,39.2587
110.269,27.1852
110.331,17.4565
110.37,12.4308
110.404,9.01613
110.431,6.81003
110.458,5.08703
110.482,3.92225
110.506,3.02463
110.53,2.34442
110.554,1.83618
110.578,1.46044
110.601,1.19812
110.625,0.99247
110.653,0.816706
110.687,0.678389
110.725,0.577159
110.77,0.508487
110.804,0.48143
110.828,0.474909
110.874,0.489348
110.921,0.542061
110.969,0.637499
111.051,0.866111
111.126,1.06302
111.18,1.13382
111.195,1.13724
111.243,1.09879
111.297,0.976017
111.431,0.542576
111.475,0.427635
111.52,0.342529
111.563,0.287029
111.609,0.249657
111.665,0.226366
111.74,0.215661
111.768,0.214876
111.907,0.222699
112.057,0.243931
112.232,0.285276
112.385,0.342025
112.501,0.405561
112.618,0.497323
112.708,0.599978
112.786,0.723526
112.854,0.876136
112.912,1.06439
112.96,1.29477
112.996,1.53843
113.028,1.85072
113.056,2.23309
113.085,2.76667
113.112,3.49317
113.138,4.43861
113.164,5.72732
113.19,7.46612
113.215,9.69594
113.241,12.7969
113.27,17.202
113.3,23.0408
113.334,31.3323
113.381,45.5208
113.497,86.3389
113.543,98.3721
113.591,103.956
113.6,104.09
113.645,100.364
113.697,88.1771
113.788,56.2541
113.843,37.7737
113.88,27.4288
113.911,20.5281
113.941,15.2924
113.97,11.4195
113.996,8.72243
114.02,6.76108
114.046,5.20492
114.072,4.05551
114.098,3.21356
114.125,2.56622
114.153,2.08932
114.182,1.74568
114.214,1.4627
114.258,1.19799
114.303,1.00842
114.359,0.840703
114.427,0.69808
114.508,0.577374
114.605,0.475124
114.708,0.397836
114.844,0.327136
115.002,0.271719
115.174,0.231723
115.384,0.199978
115.636,0.177361
115.931,0.164627
116.143,0.162242
116.475,0.168627
116.724,0.182668
116.957,0.205831
117.143,0.235239
117.33,0.280517
117.479,0.336054
117.592,0.396872
117.685,0.468227
117.775,0.566683
117.847,0.679746
117.908,0.820377
117.958,0.988965
117.998,1.18911
118.034,1.44025
118.064,1.75069
118.095,2.18804
118.125,2.78021
118.152,3.49862
118.178,4.43732
118.207,5.82281
118.236,7.65393
118.268,10.2848
118.301,13.7968
118.341,19.1163
118.393,27.7254
118.494,45.6207
118.545,52.1616
118.595,54.7365
118.6,54.7539
118.65,52.5652
118.698,46.8224
118.785,31.5878
118.847,20.9918
118.888,15.1164
118.922,11.2647
118.952,8.58729
118.98,6.63045
119.007,5.12657
119.035,3.98396
119.063,3.1295
119.09,2.49778
119.119,2.01875
119.15,1.64542
119.186,1.34299
119.223,1.13452
119.272,0.941538
119.33,0.794208
119.397,0.681852
119.48,0.588123
119.588,0.510643
119.704,0.460444
119.878,0.423487
119.994,0.415873
120.217,0.429107
120.439,0.475421
120.642,0.550637
120.832,0.660924
120.995,0.801556
121.131,0.9691
121.258,1.19024
121.367,1.45829
121.462,1.78743
121.541,2.16867
121.609,2.6193
121.666,3.13657
121.72,3.82906
121.762,4.60933
121.8,5.60402
121.834,6.85401
121.865,8.41078
121.896,10.6062
121.922,13.1285
121.951,16.8104
121.979,21.7508
122.008,28.2835
122.036,36.6072
122.066,47.887
122.103,65.7947
122.146,92.4173
122.214,143.749
122.289,202.05
122.342,231.799
122.393,244.018
122.4,244.204
122.451,234.466
122.503,206.63
122.649,95.3039
122.695,67.1487
122.731,49.3603
122.762,37.1724
122.792,28.2602
122.822,21.4707
122.85,16.8034
122.878,13.1219
122.907,10.4015
122.935,8.3988
122.968,6.74298
123.003,5.48894
123.043,4.46501
123.089,3.67486
123.136,3.08332
123.193,2.57073
123.261,2.12317
123.347,1.71627
123.442,1.39533
123.544,1.14597
123.666,0.929047
123.809,0.748165
123.963,0.608329
124.145,0.490584
124.339,0.400054
124.561,0.325906
124.811,0.266322
125.082,0.219571
125.4,0.180281
125.762,0.14836
126.206,0.121145
126.725,0.099352
127.256,0.0840851
127.891,0.0719641
128.3,0.0679463
128.401,0.0689162
128.481,0.0730375
128.536,0.0804399
128.58,0.0914381
128.623,0.108797
128.662,0.132588
128.702,0.165323
128.751,0.219515
128.838,0.340021
128.908,0.432149
128.96,0.476369
128.999,0.48673
129.051,0.468322
129.1,0.420888
129.249,0.214732
129.297,0.161198
129.336,0.128433
129.374,0.104148
129.407,0.0891173
129.44,0.0783653
129.483,0.0691436
129.526,0.0635725
129.583,0.0594595
129.669,0.0565972
129.933,0.0535845
130.409,0.0521257
130.818,0.0535046
131.065,0.0563939
131.286,0.0617965
131.444,0.0690877
131.563,0.0786033
131.647,0.0896921
131.706,0.102573
131.754,0.11915
131.795,0.141773
131.828,0.170767
131.857,0.20597
131.885,0.255784
131.91,0.317828
131.936,0.401597
131.962,0.518123
131.988,0.672731
132.015,0.874029
132.045,1.17226
132.075,1.55396
132.11,2.11878
132.155,2.99848
132.292,6.26958
132.347,7.19997
132.397,7.52128
132.4,7.52205
132.446,7.27328
132.496,6.50464
132.573,4.738
132.646,2.98054
132.691,2.08758
132.727,1.51573
132.759,1.12854
132.787,0.856343
132.815,0.646669
132.839,0.510506
132.865,0.39551
132.892,0.310178
132.918,0.247638
132.945,0.202179
132.97,0.170584
133.0,0.143417
133.037,0.120516
133.083,0.102887
133.143,0.0883332
133.228,0.0759127
133.328,0.0668261
133.454,0.0595157
133.605,0.0538789
133.845,0.048479
134.247,0.0439217
134.849,0.0411694
135.451,0.0405335
136.373,0.0422567
136.982,0.0457733
137.435,0.0508722
137.813,0.0584669
138.077,0.0674191
138.266,0.0772492
138.454,0.092286
138.6,0.110216
138.708,0.129743
138.794,0.15181
138.874,0.180792
138.934,0.21282
138.983,0.249857
139.025,0.297244
139.064,0.362304
139.097,0.443538
139.126,0.542517
139.154,0.680722
139.178,0.836937
139.203,1.05599
139.23,1.37366
139.256,1.79895
139.283,2.35908
139.312,3.12395
139.341,4.15431
139.374,5.58164
139.413,7.75883
139.461,11.0555
139.584,20.8284
139.643,24.2323
139.695,25.4122
139.7,25.4214
139.747,24.5807
139.797,22.1071
139.877,16.051
139.955,9.90611
140.001,6.94137
140.037,5.06403
140.069,3.74915
140.099,2.81013
140.127,2.13356
140.154,1.62793
140.181,1.2462
140.208,0.962351
140.232,0.771775
140.26,0.608067
140.288,0.490838
140.317,0.406618
140.35,0.337022
140.387,0.283013
140.429,0.240459
140.49,0.199837
140.563,0.167601
140.657,0.139536
140.77,0.116956
140.9,0.099579
141.075,0.0841936
141.285,0.0726286
141.566,0.0633996
141.846,0.0579891
142.267,0.053628
142.806,0.0515104
143.065,0.051354
143.879,0.0531657
144.859,0.0594635
145.687,0.0686385
146.381,0.0811807
146.926,0.0959269
147.379,0.113651
147.797,0.136914
148.178,0.167673
148.486,0.203206
148.777,0.250594
149.031,0.310071
149.249,0.382578
149.448,0.477123
149.607,0.582735
149.757,0.721356
149.884,0.885527
149.993,1.07974
150.093,1.3261
150.174,1.60445
150.251,1.97129
150.308,2.34816
150.365,2.8825
150.41,3.50278
150.453,4.34582
150.487,5.30528
150.521,6.64298
150.553,8.39694
150.583,10.5944
150.614,13.6815
150.644,17.7877
150.677,23.5401
150.71,31.039
150.742,40.5586
150.781,54.4606
150.83,77.2086
150.989,163.796
151.051,185.822
151.1,191.604
151.151,185.268
151.203,166.869
151.287,122.653
151.37,76.8278
151.418,55.1059
151.458,40.2131
151.496,29.6317
151.528,22.4604
151.558,17.3784
151.587,13.6345
151.615,10.7672
151.644,8.59372
151.677,6.75841
151.708,5.47987
151.744,4.41335
151.781,3.65381
151.826,2.98445
151.871,2.51143
151.928,2.08665
151.996,1.72262
152.076,1.41722
152.171,1.15365
152.287,0.926477
152.409,0.755127
152.552,0.611551
152.711,0.497289
152.892,0.403823
153.106,0.326011
153.328,0.268257
153.605,0.217357
153.922,0.176748
154.276,0.145268
154.657,0.121545
155.166,0.0999137
155.656,0.0856887
156.309,0.0727926
156.911,0.0649041
157.787,0.0571157
158.956,0.0509504
160.139,0.0476594
161.676,0.0462457
162.687,0.0470239
163.36,0.0491774
163.81,0.0531048
164.034,0.0576737
164.183,0.0639366
164.256,0.0699125
164.311,0.0776467
164.356,0.0883
164.393,0.101515
164.429,0.121218
164.464,0.148415
164.495,0.183606
164.527,0.231706
164.559,0.296147
164.593,0.390158
164.628,0.51264
164.665,0.67966
164.715,0.958325
164.787,1.4579
164.879,2.11564
164.942,2.43003
164.998,2.53364
165.0,2.53377
165.052,2.45102
165.108,2.19493
165.198,1.57314
165.279,0.996967
165.328,0.71138
165.369,0.526399
165.407,0.39173
165.441,0.298051
165.473,0.233836
165.505,0.185904
165.536,0.150844
165.571,0.123765
165.607,0.104176
165.653,0.0885466
165.707,0.0776086
165.78,0.0698011
165.904,0.0635681
166.056,0.0599848
166.415,0.0569885
166.572,0.0567146
167.132,0.0579715
167.802,0.0626427
168.305,0.0689165
168.779,0.0788872
169.135,0.0916603
169.354,0.103874
169.553,0.120178
169.719,0.140302
169.875,0.169078
169.99,0.200786
170.085,0.239645
170.158,0.28278
170.224,0.340404
170.274,0.406017
170.321,0.49572
170.357,0.594965
170.394,0.736028
170.431,0.934354
170.464,1.1747
170.496,1.49002
170.528,1.90404
170.56,2.43861
170.596,3.22452
170.633,4.22222
170.681,5.84551
170.738,8.28972
170.87,14.5352
170.933,16.709
170.99,17.5569
171.0,17.5749
171.055,16.9811
171.11,15.3336
171.198,11.378
171.287,7.14211
171.338,5.15068
171.383,3.75193
171.42,2.85376
171.457,2.15596
171.49,1.66393
171.524,1.29201
171.558,1.01537
171.592,0.811899
171.624,0.669767
171.662,0.547114
171.707,0.448036
171.752,0.379791
171.802,0.325259
171.876,0.272055
171.958,0.233024
172.06,0.199984
172.182,0.173469
172.345,0.150795
172.549,0.13387
172.793,0.122826
173.13,0.116869
173.242,0.116481
173.65,0.120221
174.058,0.131742
174.36,0.14656
174.663,0.169522
174.935,0.201506
175.146,0.238918
175.323,0.284138
175.489,0.346237
175.63,0.423927
175.731,0.502841
175.827,0.607825
175.903,0.725007
175.963,0.855869
176.024,1.04402
176.074,1.27616
176.114,1.54331
176.155,1.92296
176.191,2.40591
176.223,2.9929
176.256,3.77898
176.287,4.80421
176.323,6.31402
176.358,8.30438
176.397,11.1561
176.437,14.952
176.485,20.6837
176.556,31.044
176.671,49.0613
176.733,56.0363
176.794,58.7815
176.8,58.8003
176.854,56.9045
176.909,51.6265
176.996,38.8225
177.094,23.3952
177.149,16.4728
177.189,12.3764
177.229,9.16741
177.265,6.94319
177.298,5.38607
177.329,4.24255
177.36,3.39336
177.395,2.65314
177.43,2.11657
177.465,1.72777
177.505,1.41849
177.549,1.1726
177.599,0.977173
177.662,0.809713
177.74,0.66898
177.828,0.55963
177.934,0.468136
178.053,0.396633
178.191,0.338339
178.358,0.290631
178.564,0.251905
178.816,0.223183
179.119,0.204846
179.502,0.197527
179.837,0.201987
180.171,0.216164
180.49,0.240909
180.777,0.276852
181.016,0.322509
181.212,0.376905
181.395,0.449997
181.551,0.540392
181.695,0.66048
181.812,0.802935
181.917,0.986922
181.995,1.18686
182.06,1.4266
182.11,1.68932
182.154,2.0111
182.197,2.47235
182.236,3.05268
182.268,3.74316
182.3,4.66463
182.331,5.83689
182.361,7.38658
182.392,9.41432
182.427,12.4935
182.463,16.722
182.502,22.6224
182.545,30.8491
182.596,43.3012
182.677,67.3637
182.768,94.8389
182.83,108.686
182.892,114.43
182.9,114.511
182.959,110.208
183.025,96.5673
183.198,44.6429
183.251,31.57
183.293,23.3587
183.333,17.1869
183.37,12.8134
183.404,9.80733
183.435,7.62945
183.465,6.02676
183.496,4.81244
183.531,3.78838
183.567,3.0314
183.605,2.46197
183.648,2.00901
183.692,1.69279
183.75,1.39773
183.811,1.18613
183.887,0.998486
183.979,0.839025
184.098,0.693721
184.242,0.575519
184.405,0.485118
184.579,0.419769
184.797,0.365527
185.058,0.324877
185.425,0.294056
185.793,0.281927
186.038,0.2805
186.577,0.291118
187.115,0.319626
187.631,0.364839
