94-Pu-238(n,total fission) ENDF/B-VII.1
188.181,0.438294
188.652,0.532106
189.067,0.6514
189.404,0.787086
189.746,0.980582
190.021,1.19996
190.284,1.49515
190.509,1.84861
190.705,2.27903
190.885,2.82725
191.042,3.49627
191.182,4.32857
191.3,5.29702
191.406,6.50787
191.494,7.87531
191.578,9.69913
191.645,11.7341
191.701,14.0489
191.755,17.0827
191.809,21.3142
191.854,26.1738
191.898,32.5452
191.945,41.8322
191.992,54.399
192.04,71.5142
192.089,94.2545
192.149,129.569
192.234,191.857
192.356,286.817
192.42,322.848
192.49,340.267
192.5,340.525
192.568,327.327
192.637,290.955
192.832,141.816
192.893,103.742
192.943,78.5114
192.989,60.5162
193.036,46.4149
193.082,36.2363
193.127,28.6829
193.168,23.6471
193.218,18.9801
193.274,15.2827
193.33,12.6299
193.398,10.3341
193.478,8.37938
193.573,6.76931
193.673,5.53471
193.795,4.46879
193.936,3.58401
194.093,2.88424
194.273,2.31401
194.463,1.87925
194.688,1.51173
194.946,1.21156
195.215,0.987517
195.535,0.796872
195.888,0.646351
196.292,0.523766
196.763,0.423067
197.257,0.348484
197.885,0.282129
198.603,0.230618
199.276,0.197318
200.174,0.167329
200.896,0.152816
201.394,0.149146
201.764,0.154063
201.97,0.16442
202.099,0.179058
202.176,0.196546
202.23,0.218112
202.275,0.247316
202.32,0.293903
202.356,0.350655
202.392,0.432829
202.424,0.533282
202.456,0.66877
202.49,0.86977
202.526,1.14947
202.562,1.51667
202.604,2.06031
202.646,2.77658
202.703,3.96014
202.868,8.04834
202.934,9.19334
202.997,9.60848
203.0,9.60914
203.063,9.22402
203.126,8.16822
203.24,5.33756
203.315,3.53949
203.367,2.52949
203.405,1.91981
203.441,1.4707
203.476,1.1231
203.51,0.855861
203.539,0.684778
203.568,0.552279
203.603,0.434906
203.636,0.354338
203.674,0.288578
203.707,0.249501
203.75,0.214112
203.805,0.186647
203.882,0.164683
203.999,0.146745
204.153,0.133571
204.359,0.123179
204.771,0.112082
205.183,0.106182
206.051,0.099942
207.448,0.0972445
209.019,0.101465
210.309,0.112347
211.076,0.12465
211.692,0.140195
212.307,0.164624
212.718,0.189354
213.109,0.223772
213.445,0.267011
213.725,0.319111
213.986,0.389637
214.21,0.477836
214.405,0.589969
214.573,0.729123
214.713,0.895149
214.825,1.08131
214.918,1.2948
214.998,1.54403
215.068,1.85078
215.13,2.24788
215.185,2.75639
215.232,3.38963
215.273,4.18182
215.308,5.12038
215.343,6.39353
215.378,8.13149
215.413,10.5105
215.449,13.693
215.485,17.8834
215.522,23.5753
215.565,31.9643
215.607,42.7648
215.659,58.8525
215.733,87.5589
215.851,136.001
215.918,156.758
215.983,166.307
216.0,166.727
216.065,160.262
216.14,139.227
216.323,65.4116
216.379,46.7541
216.427,33.8593
216.466,25.6543
216.504,19.5076
216.541,14.7668
216.574,11.5021
216.611,8.82833
216.643,7.03194
216.681,5.51117
216.718,4.4121
216.758,3.57363
216.798,2.95626
216.839,2.50795
216.898,2.05552
216.965,1.69743
217.047,1.39879
217.145,1.14847
217.264,0.935733
217.403,0.76149
217.567,0.620757
217.73,0.521741
217.926,0.437624
218.141,0.37324
218.403,0.320659
218.718,0.28218
218.928,0.267767
219.21,0.261399
219.422,0.268039
219.634,0.289047
219.821,0.328087
219.935,0.369327
220.026,0.420167
220.106,0.488806
220.174,0.579443
220.229,0.693722
220.278,0.845036
220.322,1.04705
220.363,1.30264
220.401,1.63856
220.438,2.071
220.48,2.71078
220.521,3.55569
220.564,4.71095
220.614,6.38371
220.675,8.98664
220.859,18.3159
220.932,20.8889
221.0,21.7423
221.068,20.8737
221.141,18.2894
221.334,8.52439
221.393,6.09746
221.44,4.55072
221.485,3.40041
221.526,2.58698
221.568,1.97255
221.605,1.55209
221.642,1.24194
221.685,0.983354
221.727,0.799523
221.771,0.663647
221.824,0.550581
221.877,0.472414
221.948,0.40062
222.036,0.340352
222.154,0.286956
222.301,0.243095
222.448,0.213369
222.684,0.181985
222.978,0.15778
223.331,0.139943
223.873,0.124089
224.58,0.113039
225.851,0.104132
227.971,0.100686
230.578,0.104503
231.129,0.108131
231.262,0.11239
231.351,0.12026
231.42,0.132856
231.481,0.152163
231.542,0.182469
231.602,0.2251
231.664,0.285412
231.776,0.422326
231.875,0.539967
231.952,0.59705
232.0,0.607629
232.069,0.585961
232.139,0.52649
232.329,0.2946
232.396,0.229722
232.451,0.189171
232.509,0.159277
232.571,0.138485
232.649,0.124091
232.711,0.118272
232.853,0.113449
233.102,0.112369
235.455,0.121098
238.218,0.139463
239.873,0.157543
241.105,0.179991
241.845,0.202826
242.338,0.227015
242.749,0.258469
243.077,0.298231
243.324,0.344454
243.546,0.408799
243.718,0.486566
243.833,0.5629
243.934,0.658713
244.014,0.770371
244.08,0.905947
244.137,1.08374
244.187,1.31147
244.23,1.60204
244.267,1.95183
244.304,2.43261
244.341,3.09142
244.378,3.98658
244.413,5.11134
244.45,6.6722
244.486,8.694
244.528,11.5768
244.574,15.7879
244.626,21.6579
244.691,30.6889
244.841,54.1183
244.921,63.39
244.99,66.6754
245.0,66.7268
245.062,64.5882
245.131,57.8086
245.241,41.4338
245.34,26.1126
245.398,18.7904
245.447,13.7825
245.49,10.2933
245.529,7.834
245.564,6.08429
245.6,4.70657
245.636,3.66108
245.672,2.87911
245.708,2.30061
245.748,1.83478
245.789,1.49784
245.83,1.25985
245.879,1.06121
245.937,0.904856
246.015,0.766479
246.101,0.666354
246.216,0.577341
246.331,0.516727
246.528,0.449689
246.775,0.402206
247.103,0.371552
247.498,0.361257
248.043,0.375796
248.589,0.419093
249.055,0.486286
249.388,0.561475
249.695,0.66387
249.975,0.80368
250.174,0.948148
250.364,1.1419
250.528,1.37942
250.667,1.66802
250.787,2.01724
250.887,2.42677
250.967,2.88415
251.041,3.47612
251.107,4.2605
251.161,5.17002
251.21,6.38487
251.255,7.92608
251.295,9.80182
251.335,12.3241
251.376,15.7913
251.416,20.2737
251.46,26.7662
251.502,34.647
251.548,45.9228
251.606,63.4897
251.68,92.1362
251.84,161.366
251.923,186.896
251.993,195.39
252.0,195.467
252.064,189.468
252.133,170.909
252.24,127.185
252.352,79.032
252.417,55.9842
252.47,41.0597
252.518,30.5883
252.562,23.1979
252.602,18.0386
252.641,14.213
252.681,11.2387
252.72,9.0134
252.766,7.15582
252.813,5.77602
252.866,4.68649
252.919,3.92043
252.986,3.24684
253.063,2.7072
253.163,2.21911
253.279,1.82562
253.419,1.49801
253.582,1.23421
253.762,1.0326
253.982,0.862687
254.239,0.728429
254.572,0.614274
254.905,0.540029
255.305,0.481716
255.984,0.425354
256.664,0.397482
257.543,0.383453
257.97,0.382103
259.494,0.395908
260.113,0.413395
260.283,0.434412
260.384,0.469873
260.467,0.529251
260.536,0.608569
260.613,0.739997
260.714,0.974738
260.864,1.34877
260.951,1.48057
261.0,1.50298
261.083,1.4464
261.169,1.28248
261.362,0.809593
261.437,0.670557
261.517,0.569855
261.581,0.519311
261.677,0.478619
261.8,0.460323
261.923,0.456918
263.149,0.491975
265.242,0.585712
267.378,0.722328
269.247,0.891324
270.849,1.09226
272.406,1.36407
273.741,1.68691
274.854,2.0565
275.966,2.56324
276.968,3.19799
277.824,3.94928
278.625,4.91629
279.36,6.14453
279.983,7.57388
280.572,9.41662
281.106,11.6918
281.607,14.5906
282.108,18.563
282.552,23.362
282.997,29.7477
283.531,39.869
284.359,58.2371
284.715,63.6492
285.0,65.1192
285.285,63.6221
285.748,56.0357
286.691,35.4746
287.169,27.571
287.559,22.9168
287.798,20.9441
287.99,20.1608
288.118,20.6178
288.182,21.5396
288.254,23.6433
288.308,26.3774
288.363,30.5595
288.417,36.6838
288.471,45.2677
288.529,57.7711
288.598,76.9734
288.695,111.937
288.846,169.342
288.926,189.494
288.998,195.867
289.069,189.572
289.143,171.125
289.265,125.344
289.378,81.5464
289.445,60.0642
289.502,45.8277
289.559,34.9266
289.61,27.6226
289.662,22.2107
289.716,18.214
289.769,15.4381
289.836,13.1324
289.917,11.4108
290.025,10.0368
290.171,8.90304
290.41,7.73082
290.769,6.57921
291.247,5.53353
291.916,4.5272
292.633,3.78197
293.541,3.13831
294.449,2.72967
295.119,2.55673
295.789,2.4998
296.328,2.56397
296.866,2.77893
297.225,3.05918
297.548,3.47009
297.817,3.99946
298.032,4.62069
298.236,5.46593
298.415,6.54586
298.565,7.83403
298.707,9.60505
298.809,11.4074
298.904,13.7903
298.99,16.8849
299.062,20.6042
299.13,25.6837
299.184,31.2939
299.238,38.9216
299.292,49.2924
299.346,63.2778
299.402,82.7844
299.459,108.959
299.522,145.804
299.601,204.541
299.818,399.883
299.908,458.936
299.993,481.112
299.999,481.245
300.077,465.404
300.167,410.746
300.409,195.871
300.481,143.551
300.542,108.106
300.601,81.6382
300.657,62.3845
300.711,48.5851
300.764,38.3501
300.818,30.817
300.878,24.7508
300.943,20.0939
301.014,16.4445
301.095,13.5726
301.185,11.2613
301.299,9.22194
301.435,7.51545
301.585,6.20071
301.764,5.08963
301.956,4.25386
302.207,3.49502
302.5,2.90935
302.775,2.54788
303.062,2.31106
303.377,2.20078
303.405,2.19949
303.597,2.24039
303.735,2.34362
303.872,2.55731
303.975,2.86018
304.051,3.23778
304.113,3.72271
304.164,4.32069
304.216,5.18203
304.268,6.41936
304.314,7.9733
304.362,10.1461
304.411,13.1691
304.461,17.1414
304.516,22.8331
304.578,30.9477
304.659,44.0885
304.824,73.6152
304.909,84.7197
304.987,89.0527
305.0,89.1428
305.074,86.0845
305.149,77.6328
305.275,55.898
305.391,35.5233
305.458,25.7758
305.516,19.1085
305.569,14.3467
305.617,11.0212
305.66,8.7229
305.708,6.79839
305.756,5.39344
305.805,4.37845
305.853,3.64745
305.904,3.08658
305.964,2.62812
306.049,2.20356
306.145,1.89079
306.265,1.63215
306.417,1.41393
306.644,1.20029
306.939,1.02469
307.352,0.871811
307.833,0.758025
308.507,0.653851
309.401,0.563357
310.563,0.485906
311.752,0.432581
313.227,0.391326
314.538,0.377462
315.63,0.390699
316.285,0.419195
316.736,0.45557
317.187,0.516636
317.542,0.59507
317.815,0.687095
318.085,0.82485
318.289,0.981749
318.473,1.19037
318.626,1.44517
318.745,1.72963
318.844,2.06311
318.929,2.46579
319.011,3.0159
319.085,3.73038
319.148,4.59093
319.202,5.6105
319.257,6.9736
319.31,8.73344
319.368,11.2287
319.425,14.4757
319.495,19.5775
319.574,26.9836
319.717,43.5322
319.847,57.7063
319.939,63.7908
320.0,65.0196
320.087,62.496
320.178,55.3202
320.422,27.3593
320.5,19.9959
320.565,15.0685
320.628,11.4105
320.686,8.86894
320.743,6.95455
320.804,5.4475
320.866,4.35983
320.934,3.49915
321.011,2.82741
321.092,2.32679
321.191,1.90892
321.301,1.58151
321.431,1.31166
321.587,1.08515
321.775,0.895904
321.98,0.753757
322.253,0.625548
322.526,0.539825
322.868,0.468738
323.277,0.416484
323.687,0.388529
324.097,0.380149
324.553,0.396345
324.857,0.428273
325.085,0.470179
325.313,0.537912
325.5,0.626432
325.655,0.740579
325.78,0.880747
325.869,1.03091
325.945,1.22527
326.003,1.44033
326.06,1.7551
326.108,2.13607
326.154,2.64693
326.196,3.29832
326.238,4.18583
326.28,5.38513
326.319,6.88173
326.362,9.02033
326.406,11.799
326.454,15.7726
326.503,21.0239
326.564,29.0128
326.645,42.4169
326.835,77.2502
326.923,88.1259
327.0,91.3851
327.075,88.2425
327.155,78.6532
327.286,55.2777
327.399,34.767
327.469,24.3743
327.526,17.7184
327.575,13.2434
327.623,9.84692
327.666,7.50859
327.709,5.73183
327.753,4.40513
327.795,3.45138
327.837,2.7495
327.878,2.23517
327.92,1.85788
327.971,1.53255
328.021,1.30191
328.088,1.08775
328.172,0.908457
328.268,0.769344
328.4,0.638656
328.558,0.532247
328.764,0.439198
328.994,0.369888
329.296,0.309769
329.656,0.263469
330.087,0.227445
330.624,0.198591
331.372,0.173912
332.369,0.155663
333.22,0.148785
333.503,0.148313
334.244,0.153486
334.688,0.164422
335.064,0.183632
335.345,0.210536
335.537,0.241158
335.699,0.282736
335.813,0.329205
335.895,0.380823
335.96,0.443667
336.017,0.526501
336.065,0.631251
336.106,0.754462
336.147,0.924216
336.187,1.15793
336.225,1.45331
336.263,1.8459
336.301,2.36178
336.339,3.03035
336.382,4.02211
336.429,5.42348
336.479,7.33413
336.533,9.97032
336.601,14.1035
336.718,22.7941
336.834,31.3134
336.918,35.612
336.998,37.1326
337.0,37.1334
337.078,35.7483
337.156,31.9202
337.286,22.423
337.397,14.1783
337.462,10.2009
337.518,7.44069
337.568,5.50736
337.613,4.13416
337.655,3.15242
337.693,2.45539
337.731,1.91586
337.769,1.50407
337.806,1.19341
337.846,0.951706
337.887,0.771128
337.928,0.639889
337.976,0.52826
338.033,0.440042
338.098,0.373235
338.185,0.315572
338.301,0.266724
338.445,0.227113
338.608,0.197077
338.842,0.168311
339.124,0.146193
339.5,0.127558
340.063,0.110889
340.815,0.0980435
342.045,0.086137
344.01,0.0752047
347.396,0.0638012
352.631,0.0526632
356.888,0.0469404
358.241,0.0462123
359.244,0.0475171
359.579,0.049465
359.798,0.0525099
359.903,0.0556902
359.981,0.060165
360.06,0.0685006
360.112,0.0779259
360.164,0.0923674
360.21,0.11096
360.255,0.137227
360.301,0.173615
360.347,0.2229
360.393,0.288007
360.443,0.381219
360.498,0.512021
360.562,0.707191
360.645,1.01337
360.824,1.74554
360.917,2.00626
361.0,2.08712
361.079,2.0113
361.171,1.75865
361.406,0.818287
361.476,0.584768
361.535,0.429804
361.589,0.319302
361.638,0.242527
361.682,0.189966
361.726,0.150372
361.77,0.121187
361.819,0.0981507
361.868,0.0823987
361.917,0.0717825
361.982,0.0628808
362.061,0.0568762
362.191,0.0521036
362.452,0.0484873
362.923,0.0463225
363.341,0.0459126
364.027,0.0468696
364.714,0.0499818
365.194,0.0543317
365.594,0.0606076
365.915,0.0689095
366.186,0.0802596
366.378,0.0926042
366.531,0.107057
366.656,0.124188
366.754,0.143566
366.839,0.168904
366.9,0.195853
366.961,0.235806
367.011,0.284888
367.06,0.353649
367.102,0.436914
367.144,0.551592
367.185,0.708679
367.225,0.911609
367.267,1.1937
367.309,1.56592
367.351,2.04837
367.396,2.71915
367.448,3.71461
367.5,4.97276
367.568,7.00022
367.66,10.391
367.826,16.8089
367.919,19.2488
368.0,19.9768
368.078,19.2893
368.156,17.3769
368.281,12.7295
368.412,7.67919
368.48,5.49635
368.538,4.02021
368.59,2.95839
368.638,2.19986
368.681,1.67505
368.723,1.27017
368.766,0.963709
368.802,0.764052
368.839,0.610644
368.879,0.484193
368.918,0.392643
368.957,0.324838
369.004,0.266124
369.059,0.219011
369.114,0.186795
369.187,0.157762
369.285,0.132661
369.406,0.112204
369.549,0.0959859
369.73,0.0819122
369.956,0.0701086
370.228,0.0607371
370.59,0.0526949
370.952,0.047467
371.495,0.0424185
372.21,0.0383907
373.279,0.0349325
374.886,0.0320308
376.975,0.0300048
378.608,0.0293603
379.739,0.0300507
380.317,0.0318684
380.638,0.0345825
380.799,0.0375669
380.895,0.0410246
380.975,0.0462175
381.034,0.0525342
381.086,0.0611382
381.138,0.0739828
381.185,0.0907169
381.232,0.114163
381.279,0.146424
381.326,0.18988
381.377,0.252072
381.428,0.334568
381.486,0.453591
381.557,0.638375
381.658,0.966244
381.825,1.54059
381.913,1.74547
381.999,1.81961
382.0,1.81962
382.077,1.76093
382.154,1.59709
382.274,1.21026
382.415,0.723642
382.487,0.517115
382.549,0.376886
382.6,0.286443
382.65,0.215981
382.699,0.164963
382.742,0.130223
382.785,0.10406
382.829,0.0846872
382.877,0.069235
382.925,0.0584797
382.973,0.0510444
383.037,0.0445628
383.118,0.0397627
383.246,0.0357448
383.439,0.0328232
383.799,0.0302523
384.518,0.0282994
385.597,0.0276166
386.652,0.0281395
387.707,0.0301896
388.355,0.0333153
388.761,0.0370302
389.085,0.0421207
389.328,0.0484032
389.531,0.0568617
389.678,0.0667797
389.777,0.0776053
389.852,0.0903304
389.915,0.10663
389.965,0.125935
390.014,0.15396
390.059,0.189732
390.101,0.23694
390.143,0.301844
390.185,0.390298
390.227,0.509407
390.269,0.667432
390.315,0.891044
390.358,1.17086
390.407,1.57383
390.459,2.10905
390.521,2.92388
390.597,4.14912
390.81,8.16063
390.908,9.46811
390.994,9.9132
391.0,9.91498
391.08,9.57517
391.16,8.62929
391.289,6.29976
391.418,3.88417
391.49,2.76539
391.552,1.98398
391.604,1.46821
391.653,1.0891
391.697,0.827463
391.741,0.625707
391.782,0.480254
391.821,0.376681
391.859,0.297929
391.902,0.233042
391.945,0.186114
391.988,0.152325
392.031,0.127978
392.085,0.106381
392.148,0.0900062
392.223,0.0772214
392.322,0.0663483
392.447,0.0575962
392.634,0.0491684
392.821,0.0436473
393.102,0.0382554
393.476,0.0339193
393.944,0.0307719
394.693,0.0281197
395.839,0.0263656
397.771,0.0256546
400.235,0.0265725
401.969,0.0283962
403.648,0.0319659
404.474,0.0352022
405.066,0.0389767
405.541,0.0438431
405.937,0.0505184
406.168,0.0565716
406.395,0.065548
406.547,0.0745848
406.671,0.085572
406.767,0.0986843
406.839,0.11375
406.9,0.132523
406.96,0.160811
407.008,0.194153
407.055,0.239694
407.093,0.291537
407.132,0.36017
407.171,0.450392
407.21,0.567858
407.248,0.719038
407.292,0.940144
407.339,1.24355
407.39,1.67932
407.447,2.29533
407.508,3.11686
407.581,4.34905
407.813,8.87414
407.909,10.1913
407.996,10.6343
408.0,10.635
408.088,10.2137
408.176,9.05347
408.331,6.05156
408.441,3.95547
408.517,2.76884
408.575,2.0379
408.627,1.52601
408.673,1.16258
408.72,0.879474
408.766,0.663865
408.805,0.526537
408.844,0.420341
408.882,0.33912
408.921,0.277558
408.964,0.226824
409.012,0.186272
409.061,0.15788
409.116,0.135479
409.185,0.117019
409.267,0.102945
409.378,0.0912458
409.529,0.0813971
409.756,0.0728446
409.984,0.0680885
410.438,0.0641913
410.59,0.0638793
411.173,0.0654167
411.95,0.0723118
412.689,0.0835235
413.342,0.0982223
413.96,0.118252
414.541,0.145611
415.049,0.180345
415.456,0.219862
415.812,0.268067
416.124,0.326609
416.429,0.406794
416.669,0.494694
416.887,0.604286
417.068,0.728668
417.242,0.891859
417.395,1.08972
417.522,1.31745
417.638,1.60869
417.729,1.93002
417.811,2.34059
417.882,2.85202
417.947,3.53209
418.005,4.3949
418.056,5.44067
418.109,6.92357
418.158,8.79541
418.207,11.2862
418.259,14.8095
418.311,19.3999
418.367,25.8917
418.431,35.3456
418.506,49.4817
418.605,72.7825
418.791,121.368
418.89,140.521
418.98,148.456
419.0,148.72
419.093,142.8
419.198,123.949
419.453,58.4473
419.532,41.8953
419.597,30.8466
419.657,22.9378
419.709,17.5293
419.761,13.354
419.813,10.1977
419.866,7.85178
419.918,6.12949
419.966,4.96366
420.017,4.04623
420.075,3.28662
420.133,2.74056
420.198,2.29626
420.289,1.86624
420.38,1.56645
420.496,1.29214
420.649,1.04048
420.801,0.86234
420.997,0.69915
421.226,0.566969
421.455,0.474113
421.716,0.399002
422.021,0.33902
422.346,0.297361
422.671,0.272492
423.003,0.261524
423.117,0.261003
423.431,0.26908
423.745,0.294658
423.954,0.325858
424.163,0.374673
424.338,0.43653
424.477,0.50862
424.605,0.604717
424.698,0.706106
424.779,0.833493
424.849,0.991667
424.913,1.20211
424.971,1.47875
425.022,1.82009
425.073,2.29346
425.122,2.92684
425.169,3.73069
425.215,4.79379
425.262,6.18028
425.311,8.08421
425.364,10.6717
425.425,14.5394
425.491,19.8543
425.577,28.4152
425.8,54.0442
425.893,61.8258
425.984,65.1781
426.0,65.2529
426.091,62.7439
426.188,55.1544
426.456,24.9346
426.532,17.8246
426.599,12.9271
426.658,9.5094
426.709,7.22082
426.761,5.42182
426.808,4.20456
426.854,3.27728
426.898,2.6174
426.949,2.04491
427.0,1.63128
427.051,1.33208
427.109,1.08788
427.177,0.889236
427.255,0.733928
427.343,0.614995
427.441,0.51937
427.581,0.424274
427.744,0.347072
427.941,0.281644
428.151,0.232817
428.418,0.188972
428.697,0.156888
429.022,0.130285
429.389,0.109027
429.836,0.0906752
430.406,0.074651
431.034,0.0626497
431.766,0.0530314
432.66,0.0450859
433.555,0.0397168
434.628,0.0353041
436.277,0.031365
437.65,0.0299259
438.474,0.0297778
439.779,0.0307252
441.083,0.0337455
441.92,0.0374208
442.757,0.0434418
443.314,0.0496289
443.851,0.0582969
444.312,0.0691064
444.737,0.0836861
445.079,0.100601
445.392,0.122773
445.671,0.151129
445.908,0.185648
446.103,0.225689
446.271,0.273368
446.431,0.33793
446.557,0.410125
446.661,0.495808
446.748,0.598374
446.827,0.732684
446.888,0.882051
446.947,1.08538
447.003,1.35357
447.052,1.67413
447.101,2.1031
447.149,2.6738
447.2,3.45629
447.252,4.52238
447.305,5.90593
447.364,7.9397
447.431,10.8769
447.506,15.0452
447.61,22.0506
447.788,35.0811
447.888,40.459
447.981,42.6697
448.0,42.7358
448.095,41.0622
448.201,35.7667
448.471,16.4294
448.555,11.5699
448.622,8.4872
448.683,6.30028
448.736,4.80581
448.789,3.65421
448.837,2.86954
448.885,2.25148
448.934,1.7856
448.983,1.43688
449.039,1.14512
449.095,0.93536
449.156,0.770754
449.217,0.651921
449.304,0.53248
449.401,0.440824
449.527,0.35942
449.673,0.293512
449.841,0.24039
450.036,0.196494
450.245,0.162913
450.496,0.134145
450.789,0.11059
451.124,0.0918868
451.458,0.0787216
451.919,0.0662874
452.393,0.057789
453.104,0.0500288
453.829,0.0460407
454.582,0.0447755
455.431,0.0463965
455.997,0.0494891
456.705,0.0564319
457.241,0.0652054
457.715,0.077136
458.11,0.0920656
458.426,0.109477
458.697,0.13075
458.934,0.15716
459.138,0.189198
459.307,0.226692
459.465,0.276619
459.578,0.327638
459.668,0.384909
459.753,0.462046
459.82,0.551552
459.88,0.662693
459.939,0.820852
459.99,1.0111
460.042,1.28113
460.091,1.63113
460.141,2.10315
460.19,2.73226
460.242,3.60663
460.295,4.76836
460.352,6.40756
460.415,8.67981
460.485,11.9111
460.576,16.9978
460.783,30.1965
460.88,34.8498
460.973,36.9965
461.0,37.1152
461.088,35.8626
461.183,32.0274
461.336,22.6387
461.47,14.3444
461.553,10.1129
461.62,7.38817
461.677,5.54754
461.734,4.14447
461.784,3.17474
461.835,2.43546
461.883,1.90859
461.934,1.49335
461.985,1.1904
462.036,0.970924
462.095,0.790441
462.146,0.681437
462.213,0.580037
462.297,0.497528
462.398,0.436005
462.533,0.38841
462.668,0.363366
462.821,0.35301
462.971,0.358086
463.121,0.377773
463.309,0.42668
463.469,0.498804
463.587,0.581943
463.682,0.679747
463.765,0.804065
463.832,0.947768
463.903,1.16656
463.966,1.44869
464.021,1.79468
464.076,2.26965
464.13,2.89117
464.183,3.72132
464.236,4.81369
464.292,6.29566
464.354,8.444
464.422,11.4411
464.5,15.7721
464.618,23.7811
464.798,36.5685
464.896,41.4284
464.995,43.3416
465.0,43.3453
465.095,41.736
465.186,37.478
465.339,26.8956
465.481,16.9224
465.562,12.2117
465.633,8.92146
465.698,6.58641
465.754,5.01396
465.811,3.80914
465.86,2.99918
465.916,2.31976
465.971,1.82034
466.026,1.45544
466.083,1.18066
466.143,0.974676
466.212,0.802818
466.291,0.664925
466.389,0.545658
466.508,0.447183
466.65,0.364989
466.8,0.303062
466.989,0.246898
467.21,0.200624
467.471,0.16237
467.747,0.133722
468.071,0.109922
468.457,0.0901443
468.892,0.074978
469.409,0.063166
469.822,0.0571088
470.235,0.0535985
470.565,0.0527581
470.921,0.0545266
471.188,0.0588173
471.352,0.0636356
471.5,0.0706288
471.612,0.0789389
471.704,0.0898723
471.779,0.103614
471.844,0.122087
471.899,0.145694
471.946,0.173583
471.992,0.212045
472.038,0.264936
472.085,0.33715
472.131,0.434703
472.175,0.555854
472.22,0.719904
472.266,0.930522
472.318,1.23878
472.376,1.68501
472.441,2.31759
472.516,3.22068
472.63,4.92665
472.786,7.36062
472.893,8.5739
472.987,9.01435
473.0,9.02094
473.095,8.66191
473.19,7.67419
473.357,5.12055
473.475,3.33921
473.549,2.41384
473.611,1.7939
473.671,1.30967
473.726,0.969298
473.771,0.749059
473.817,0.5768
473.862,0.444347
473.908,0.344045
473.951,0.271708
473.997,0.215043
474.043,0.173523
474.094,0.140365
474.145,0.116898
474.207,0.0973613
474.277,0.082279
474.366,0.0697975
474.485,0.0590961
474.634,0.0503333
474.819,0.0429311
475.06,0.0364376
475.398,0.0305245
475.807,0.0259614
476.326,0.0222328
476.95,0.0193229
477.767,0.0168253
478.984,0.0144371
480.695,0.0123811
482.532,0.0109807
484.736,0.00993583
486.712,0.00944914
487.952,0.00934234
489.193,0.00950868
490.434,0.0101062
491.355,0.0111083
492.123,0.012708
492.66,0.0146502
493.004,0.0165438
493.342,0.019257
493.624,0.022566
493.897,0.0272949
494.104,0.032567
494.276,0.0388373
494.433,0.0471267
494.543,0.0556695
494.63,0.0656751
494.706,0.0784409
494.771,0.0952141
494.828,0.116458
494.875,0.141557
494.922,0.176359
494.969,0.224684
495.01,0.281335
495.053,0.362577
495.097,0.470843
495.141,0.61343
495.185,0.798648
495.23,1.04514
495.28,1.38801
495.335,1.87606
495.397,2.57995
495.467,3.59329
495.561,5.2751
495.789,9.93681
495.892,11.4436
495.99,12.0264
496.0,12.0314
496.09,11.6125
496.178,10.4874
496.322,7.68944
496.47,4.67211
496.549,3.34564
496.611,2.47975
496.669,1.83642
496.726,1.34554
496.777,0.998441
496.827,0.744703
496.869,0.57722
496.911,0.447446
496.954,0.348124
496.996,0.272911
497.034,0.220999
497.081,0.173599
497.128,0.139443
497.175,0.114788
497.23,0.0943741
497.287,0.0796799
497.363,0.0660649
497.451,0.0557232
497.561,0.046949
497.699,0.0393261
497.887,0.0321722
498.106,0.0264825
498.37,0.0218327
498.633,0.0186047
498.957,0.0158082
499.404,0.0132345
499.851,0.0116642
500.0,0.0113554
500.0,1.458
516.652,1.36099
531.014,1.28478
547.479,1.20491
565.687,1.12485
582.591,1.05735
600.0,0.9939
604.306,1.07268
608.462,1.15404
613.815,1.26707
618.876,1.38306
623.659,1.50143
628.176,1.62159
632.441,1.74296
636.466,1.86498
642.049,2.04709
647.215,2.22979
651.89,2.40772
656.209,2.58344
661.53,2.81583
666.22,3.03627
672.289,3.34462
677.186,3.61385
681.312,3.85578
685.937,4.1443
690.927,4.47744
696.962,4.91273
700.0,5.146
705.866,4.81121
711.411,4.51716
719.117,4.14145
726.26,3.82427
732.736,3.56019
738.729,3.33396
746.123,3.07676
752.654,2.86804
760.95,2.6255
767.964,2.43835
775.851,2.24558
784.069,2.06274
789.722,1.94669
796.559,1.81601
800.0,1.754
811.865,1.85902
833.055,2.05817
855.486,2.28591
871.125,2.45547
890.27,2.67563
900.0,2.793
908.747,2.60218
916.847,2.43858
926.851,2.25243
935.694,2.10125
946.936,1.92542
956.449,1.78962
967.156,1.64963
978.322,1.51672
986.01,1.4323
995.315,1.33717
1000.0,1.292
1195.53,1.31781
1250.0,1.325
1278.81,1.27309
1330.85,1.18709
1386.73,1.10448
1426.16,1.05148
1474.97,0.991221
1500.0,0.9624
1558.93,1.05618
1604.65,1.13247
1675.75,1.25735
1750.0,1.396
1855.28,1.31418
1950.55,1.24788
2000.0,1.216
2029.83,1.13544
2057.59,1.06623
2092.05,0.987304
2122.68,0.923051
2161.84,0.848136
2195.17,0.790131
2232.89,0.730191
2272.48,0.673137
2299.86,0.636814
2333.17,0.595804
2350.0,0.5763
2376.93,0.630841
2402.46,0.686652
2426.64,0.743451
2449.53,0.80096
2471.19,0.858909
2501.33,0.945624
2529.3,1.03287
2554.69,1.11806
2578.2,1.20239
2607.26,1.31421
2632.95,1.42054
2655.63,1.52062
